bowler,country,negative_rate,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,bowler_score
RA Jadeja,India,-0.7127856701667696,45,1.5517241379310345,0.0389948006932409,19,3.2471131639722866,2.0691890419857675,0.14960629921259844,0.23170731707317072,6.3450402115967455
Saeed Ajmal,Pakistan,-0.6870324189526185,55,1.9642857142857142,0.0499092558983666,13,2.7662813454738644,2.336296920074532,0.1222707423580786,0.23018203170874924,6.225188990089268
R McLaren,South Africa,-0.8176211453744493,42,1.9090909090909092,0.04525862068965517,13,2.7501531590535944,2.6432056020373738,0.13615023474178403,0.2248062015503876,6.020405330880972
Junaid Khan,Pakistan,-0.8171673819742489,44,1.9130434782608696,0.046218487394957986,12,2.7662813454738644,2.279621937843213,0.13100436681222707,0.26717557251908397,5.954385059501633
MJ McClenaghan,New Zealand,-0.8645669291338582,32,2.909090909090909,0.058287795992714025,6,1.8486641173259504,2.2631480930126595,0.17,0.288135593220339,5.724256078120084
LL Tsotsobe,South Africa,-0.7941666666666667,36,1.6363636363636365,0.03777544596012592,13,2.7501531590535944,2.6432056020373738,0.1267605633802817,0.20930232558139536,5.682167224979627
R Ashwin,India,-0.8446531791907514,35,1.4583333333333333,0.029940119760479042,14,3.2471131639722866,2.330308862537786,0.11023622047244094,0.23170731707317072,5.609205650459841
DW Steyn,South Africa,-0.5942947702060222,25,2.272727272727273,0.06666666666666667,7,2.7501531590535944,2.686865816446684,0.07042253521126761,0.2159468438538206,5.490189840846364
A Mishra,India,-0.8305084745762712,18,3.0,0.061224489795918366,6,3.2471131639722866,1.111834556899763,0.07086614173228346,0.3475609756097561,5.332443129920899
SL Malinga,Sri Lanka,-0.9282250242483027,29,1.5263157894736843,0.030303030303030304,9,2.5337376838572547,2.6597334825345826,0.15217391304347827,0.25641025641025644,5.306343225122987
CJ McKay,Australia,-0.8579599618684461,31,1.631578947368421,0.034444444444444444,11,2.5919378247181792,2.4397125362865593,0.12571428571428572,0.2018348623853211,5.284061638448485
MG Johnson,Australia,-0.8107255520504731,28,1.6470588235294117,0.03631647211413749,11,2.5919378247181792,2.38668749068324,0.12571428571428572,0.2018348623853211,5.255960279445036
JC Tredwell,England,-0.8462686567164179,25,1.7857142857142858,0.04409171075837742,8,2.0666022036693827,2.7133617982272193,0.13986013986013987,0.26881720430107525,5.233153389064371
JM Anderson,England,-0.7173489278752436,23,2.3,0.0625,5,2.0666022036693827,2.2214926535557016,0.0979020979020979,0.30107526881720426,5.13846869786981
JP Faulkner,Australia,-0.9761904761904762,23,1.5333333333333334,0.029525032092426188,9,2.5919378247181792,2.41463916360104,0.12,0.23547400611620797,4.923881136021385
I Sharma,India,-0.9551422319474836,25,1.3888888888888888,0.0286368843069874,10,3.2471131639722866,2.3601699339469597,0.06692913385826772,0.1969512195121951,4.8712189572821565
SP Narine,West Indies,-0.6876847290640394,25,1.3888888888888888,0.03581661891117478,8,1.8367750271238783,2.5708005518446195,0.12698412698412698,0.2222222222222222,4.806768836251008
Mohammed Shami,India,-0.8903365906623235,24,1.3333333333333333,0.02926829268292683,13,3.2471131639722866,1.8800002449780127,0.06692913385826772,0.15150093808630394,4.801023357158105
HMRKB Herath,Sri Lanka,-0.6327586206896552,17,1.5454545454545454,0.04632152588555858,5,2.5337376838572547,2.6297923606030196,0.07971014492753623,0.2417582417582418,4.766426485344749
Shahid Afridi,Pakistan,-0.8184615384615385,26,1.2380952380952381,0.03258145363408521,11,2.7662813454738644,2.302114394114211,0.07423580786026202,0.16516308119361553,4.765673301372859
Ziaur Rahman,Bangladesh,-0.7596899224806202,7,2.3333333333333335,0.07142857142857142,1,1.940645816650422,0.8158139033360796,0.10204081632653061,0.6,4.757800200966565
Mohammad Irfan,Pakistan,-0.7288801571709234,29,1.5263157894736843,0.03908355795148248,8,2.7662813454738644,2.197211195083487,0.056768558951965066,0.17366412213740456,4.753776684955151
MA Starc,Australia,-0.8470588235294118,15,2.142857142857143,0.052083333333333336,5,2.5919378247181792,2.1683057623732545,0.06857142857142857,0.24220183486238533,4.726518464289895
BAW Mendis,Sri Lanka,-0.7883211678832117,14,2.0,0.043209876543209874,4,2.5337376838572547,2.576770214170698,0.07246376811594203,0.27472527472527475,4.719807250996498
VD Philander,South Africa,-0.507177033492823,7,1.75,0.0660377358490566,3,2.7501531590535944,2.8864893000984697,0.028169014084507043,0.20155038759689922,4.632921678593861
R Rampaul,West Indies,-0.7544757033248082,13,1.8571428571428572,0.04406779661016949,4,1.8367750271238783,2.8767336860780306,0.0873015873015873,0.3055555555555556,4.624633897095666
B Kumar,India,-0.8322756119673618,19,0.8636363636363636,0.020697167755991286,14,3.2471131639722866,2.301978266272546,0.06299212598425197,0.13240418118466898,4.622135187781062
M Morkel,South Africa,-0.7534766118836915,22,1.5714285714285714,0.03691275167785235,7,2.7501531590535944,2.737331601251072,0.04225352112676056,0.12956810631229237,4.571398371831725
RAS Lakmal,Sri Lanka,-0.8764478764478765,10,2.0,0.04405286343612335,2,2.5337376838572547,2.8592220718894947,0.043478260869565216,0.32967032967032966,4.54862909066068
Imran Tahir,South Africa,-0.7734375,12,1.7142857142857142,0.04040404040404041,4,2.7501531590535944,2.7662813454738644,0.046948356807511735,0.25193798449612403,4.5425725410763
KMDN Kulasekara,Sri Lanka,-0.7907324364723468,16,1.3333333333333333,0.030245746691871456,6,2.5337376838572547,2.6380113932291933,0.08695652173913043,0.21978021978021978,4.508354886037212
Abdur Rehman,Pakistan,-0.6808510638297872,9,1.8,0.046875,3,2.7662813454738644,1.7209344296704294,0.048034934497816595,0.3918575063613231,4.488647088738472
WB Rankin,England,-0.688034188034188,9,2.25,0.055900621118012424,2,2.0666022036693827,2.366241743230919,0.04195804195804196,0.3225806451612903,4.455793739091186
Umar Gul,Pakistan,-0.8647686832740213,10,1.6666666666666667,0.0411522633744856,3,2.7662813454738644,2.807598756428322,0.034934497816593885,0.28498727735368956,4.42262633126137
DJ Bravo,West Indies,-0.9396914446002805,21,1.3125,0.03134328358208955,7,1.8367750271238783,2.5272099340320424,0.1111111111111111,0.2222222222222222,4.417621480614351
TL Chatara,Zimbabwe,-0.7447552447552448,14,1.4,0.03286384976525822,3,0.8158139033360796,2.7109234142262,0.2,0.27999999999999997,4.404790462467912
ST Finn,England,-0.788659793814433,19,1.4615384615384615,0.03104575163398693,8,2.0666022036693827,2.557954199724948,0.08391608391608392,0.16129032258064516,4.40179584176128
MC Henriques,Australia,-0.5555555555555556,3,1.5,0.075,1,2.5919378247181792,2.5337376838572547,0.017142857142857144,0.30275229357798167,4.385607720128498
WD Parnell,South Africa,-0.8382978723404255,8,1.6,0.04060913705583756,4,2.7501531590535944,2.8624477091735487,0.03755868544600939,0.20155038759689922,4.3065451198200035
Mohammad Hafeez,Pakistan,-0.7176029962546816,19,0.6785714285714286,0.019832985386221295,14,2.7662813454738644,2.2984040750643726,0.05240174672489083,0.09160305343511449,4.2897331052981045
KD Mills,New Zealand,-0.8056737588652483,18,1.2857142857142858,0.03169014084507042,6,1.8486641173259504,2.212034231937746,0.11,0.18644067796610167,4.200932949441975
TT Bresnan,England,-0.9421052631578948,13,1.1818181818181819,0.024208566108007448,5,2.0666022036693827,2.6141725270673333,0.08391608391608392,0.25806451612903225,4.090423707732985
GH Dockrell,Ireland,-0.7077625570776256,6,1.5,0.03870967741935484,2,1.689153498769138,1.8465832259329416,0.13157894736842105,0.2631578947368421,4.0145577853154055
JD Unadkat,India,-0.6618705035971223,8,1.3333333333333333,0.043478260869565216,6,3.2471131639722866,0.9859740906340462,0.03543307086614173,0.17378048780487804,3.9795020641944014
BV Vitori,Zimbabwe,-0.851123595505618,9,1.2857142857142858,0.0297029702970297,2,0.8158139033360796,2.923094451926757,0.14285714285714285,0.3,3.961958903372132
SCJ Broad,England,-0.9798206278026906,12,1.3333333333333333,0.02745995423340961,6,2.0666022036693827,2.2629180464701184,0.07692307692307693,0.19713261648745517,3.94811366495953
Sohag Gazi,Bangladesh,-0.8442622950819673,4,2.0,0.038834951456310676,2,1.940645816650422,1.8486641173259504,0.08163265306122448,0.24,3.90105185418733
RMS Eranga,Sri Lanka,-0.9811320754716981,9,1.5,0.03461538461538462,4,2.5337376838572547,2.5160680489095957,0.036231884057971016,0.13736263736263737,3.870370867314746
TL Best,West Indies,-0.8063660477453581,12,2.0,0.039473684210526314,3,1.8367750271238783,2.138149660925778,0.03968253968253968,0.1851851851851852,3.8685710988454862
AD Mathews,Sri Lanka,-0.7175226586102719,10,0.5555555555555556,0.021052631578947368,9,2.5337376838572547,2.70479289171284,0.050724637681159424,0.08547008547008547,3.8508089920571633
RK Kleinveldt,South Africa,-0.8627858627858628,11,1.2222222222222223,0.02650602409638554,3,2.7501531590535944,2.4102543822109297,0.028169014084507043,0.20155038759689922,3.845498279817494
NLTC Perera,Sri Lanka,-0.9574468085106383,12,0.9230769230769231,0.02962962962962963,6,2.5337376838572547,2.674075788677456,0.043478260869565216,0.10989010989010989,3.83659367220321
SK Raina,India,-0.8084577114427861,8,0.42105263157894735,0.024615384615384615,12,3.2471131639722866,1.9764693974518257,0.023622047244094488,0.05792682926829268,3.7968285155243953
KS Williamson,New Zealand,-0.903125,11,1.0,0.03806228373702422,6,1.8486641173259504,2.2954920533367016,0.08,0.13559322033898302,3.7941194564756415
BCJ Cutting,Australia,-0.7704918032786885,5,1.6666666666666667,0.03546099290780142,2,2.5919378247181792,2.0690959127016706,0.022857142857142857,0.2018348623853211,3.766075827977366
TM Dilshan,Sri Lanka,-0.7149643705463183,8,0.6153846153846154,0.026578073089700997,7,2.5337376838572547,2.59667829332767,0.043478260869565216,0.09419152276295133,3.730411187503564
KAJ Roach,West Indies,-0.7910189982728842,12,1.0,0.026200873362445413,6,1.8367750271238783,2.443848929480691,0.06349206349206349,0.14814814814814814,3.7180073759728502
CJ Jordan,England,-0.8636363636363636,3,3.0,0.05263157894736842,0,2.0666022036693827,2.5919378247181792,0.0,0.0,3.7105904497345636
AJ Finch,Australia,-0.6341463414634146,2,0.5,0.07692307692307693,2,2.5919378247181792,2.8945286297601847,0.005714285714285714,0.05045871559633028,3.7079977428001576
KJ O'Brien,Ireland,-0.8041958041958042,5,1.25,0.043478260869565216,2,1.689153498769138,1.8465832259329416,0.10526315789473684,0.21052631578947367,3.7028569238410514
JO Holder,West Indies,-0.7853982300884956,12,1.3333333333333333,0.03380281690140845,3,1.8367750271238783,2.7858581439000845,0.031746031746031744,0.14814814814814814,3.6960884962260057
TJ Murtagh,Ireland,-0.7741935483870968,7,1.75,0.041666666666666664,2,1.689153498769138,1.8465832259329416,0.07894736842105263,0.15789473684210525,3.6804739415518166
RM Haq,Scotland,-0.5333333333333333,6,3.0,0.09375,0,0.7068661286555777,2.227717422121501,0.0,0.0,3.6706086555401067
Mominul Haque,Bangladesh,-0.6666666666666666,2,1.0,0.1,2,1.940645816650422,1.332239010331015,0.04081632653061224,0.12,3.6509206861304926
UT Yadav,India,-1.0061728395061729,7,1.0,0.02147239263803681,4,3.2471131639722866,2.3297048491055485,0.015748031496062992,0.11585365853658536,3.6060196474742083
R Vinay Kumar,India,-1.1280788177339902,8,1.0,0.017467248908296942,6,3.2471131639722866,1.9186163365922766,0.027559055118110236,0.13516260162601626,3.6052862573503215
GJ Maxwell,Australia,-0.9615384615384616,7,0.6363636363636364,0.02,6,2.5919378247181792,2.603066224789982,0.045714285714285714,0.13455657492354742,3.6051027061927274
F Behardien,South Africa,-0.8761904761904762,4,0.6666666666666666,0.043478260869565216,4,2.7501531590535944,2.4970733099742404,0.018779342723004695,0.10077519379844961,3.5618627213434153
XJ Doherty,Australia,-0.8716981132075472,7,0.7,0.015151515151515152,5,2.5919378247181792,2.8207291582414333,0.03428571428571429,0.12110091743119267,3.5485983389620883
NL McCullum,New Zealand,-0.7922480620155039,10,0.7692307692307693,0.019569471624266144,6,1.8486641173259504,2.240900324615736,0.08,0.13559322033898302,3.54162482671991
CH Morris,South Africa,-0.9675324675324676,4,1.3333333333333333,0.026845637583892617,1,2.7501531590535944,2.4555404110001673,0.009389671361502348,0.20155038759689922,3.5315467618775904
SMSM Senanayake,Sri Lanka,-0.7582938388625592,4,0.5714285714285714,0.0125,4,2.5337376838572547,2.8326675786278863,0.043478260869565216,0.16483516483516483,3.51744069185161
RS Bopara,England,-0.8759124087591241,10,1.0,0.027777777777777776,6,2.0666022036693827,2.4285237039176892,0.03496503496503497,0.08960573476702509,3.507379650037277
V Permaul,West Indies,-0.8456375838926175,4,1.3333333333333333,0.031746031746031744,2,1.8367750271238783,2.4366800770935506,0.031746031746031744,0.2222222222222222,3.4692606450263086
JP Duminy,South Africa,-0.7679324894514767,6,0.42857142857142855,0.016483516483516484,6,2.7501531590535944,2.718553477525716,0.023474178403755867,0.08397932816537468,3.461169586492375
SR Watson,Australia,-0.9603960396039604,7,0.7,0.01804123711340206,4,2.5919378247181792,2.7035712318396223,0.02857142857142857,0.1261467889908257,3.4331425248061715
Bilawal Bhatti,Pakistan,-0.9508771929824561,5,0.7142857142857143,0.01845018450184502,5,2.7662813454738644,2.626487173227115,0.017467248908296942,0.08549618320610687,3.3824583021380716
CR Woakes,England,-0.9726775956284153,8,1.1428571428571428,0.02247191011235955,3,2.0666022036693827,2.2482209877963326,0.03496503496503497,0.17921146953405018,3.3627913831886898
DJG Sammy,West Indies,-0.7789473684210526,10,0.7142857142857143,0.02252252252252252,5,1.8367750271238783,2.8060402111670677,0.031746031746031744,0.08888888888888889,3.3558661679017643
RJ Peterson,South Africa,-0.9165217391304348,6,0.46153846153846156,0.011385199240986717,6,2.7501531590535944,2.5546111328237324,0.023474178403755867,0.08397932816537468,3.3112510799099963
Anwar Ali,Pakistan,-0.9047619047619048,3,0.75,0.02631578947368421,2,2.7662813454738644,2.6960492902545092,0.008733624454148471,0.10687022900763359,3.310584900477494
SW Masakadza,Zimbabwe,-1.0,6,2.0,0.031578947368421054,1,0.8158139033360796,2.215857659591569,0.05714285714285714,0.24,3.3057101009216003
