match_id,match_date,team,opponent,location,team_score,opponent_score,opponent_base,opponent_trend,opponent_trend_predict,opponent_mean,location_base,location_trend,location_trend_predict,location_mean,current_base,current_trend,current_trend_predict,current_mean,batsman_mean,batsman_max,bowler_mean,bowler_max,is_train,noise,target_score,runs_scored,win
366711,2009-01-07,New Zealand,West Indies,Wellington,2.279844646651876,1.1489262410949157,243.6,-2.0000000000000004,231.6,237.6,243.6,-2.0000000000000004,231.6,237.6,243.6,-2.0000000000000004,231.6,237.6,2.103325943017618,2.3551695098504952,2.909076698775037,3.7980564485857617,True,True,128,129,1
378753,2009-01-10,Bangladesh,Zimbabwe,Mirpur,0.7978609625668449,1.2943056140646505,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,1.9652024843378595,3.3363571768688547,3.2860177294760593,3.750149652055382,True,True,205,167,0
378755,2009-01-14,Bangladesh,Sri Lanka,Mirpur,0.7978609625668449,2.9025623238876253,137.0,0.0,137.0,137.0,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,2.5311866335552637,3.3363571768688547,4.8071504498682085,6.624767880082084,True,False,147,151,1
351684,2009-01-16,South Africa,Australia,Melbourne Cricket Ground,2.903333848213366,3.1509790209790207,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,2.5826834823138283,3.6918507613699103,4.062072174925482,5.757505016430362,True,True,271,272,1
351685,2009-01-18,South Africa,Australia,Hobart,2.903333848213366,3.1509790209790207,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,2.725805795858163,3.6918507613699103,4.092790626204362,5.757505016430362,True,True,249,244,0
385749,2009-01-20,Pakistan,Sri Lanka,Karachi,3.5317634173055863,2.9025623238876253,278.79999999999995,-1.8,267.99999999999994,273.4,362.0,-18.500000000000004,269.5,315.75,278.79999999999995,-1.8,267.99999999999994,273.4,4.0305861051357486,5.122500603860384,4.552893374737634,6.624767880082084,True,True,219,220,1
385750,2009-01-21,Pakistan,Sri Lanka,Karachi,3.5317634173055863,2.9025623238876253,278.79999999999995,-1.8,267.99999999999994,273.4,362.0,-18.500000000000004,269.5,315.75,278.79999999999995,-1.8,267.99999999999994,273.4,3.3371244065477823,5.122500603860384,4.790764368867947,6.624767880082084,True,True,290,161,0
378759,2009-01-23,Bangladesh,Zimbabwe,Mirpur,0.7978609625668449,1.2943056140646505,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,2.4337671717380287,3.3363571768688547,2.9892497974534478,3.750149652055382,True,True,119,121,1
351686,2009-01-23,South Africa,Australia,Sydney Cricket Ground,2.903333848213366,3.1509790209790207,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,2.648880302162774,3.6918507613699103,5.1305413875718715,5.757505016430362,True,True,269,270,1
385751,2009-01-24,Pakistan,Sri Lanka,Lahore,3.5317634173055863,2.9025623238876253,278.79999999999995,-1.8,267.99999999999994,273.4,222.00000000000003,42.999999999999986,351.0,286.5,278.79999999999995,-1.8,267.99999999999994,273.4,3.203120920881419,5.122500603860384,5.081777598585651,6.624767880082084,True,True,309,75,0
351687,2009-01-26,South Africa,Australia,Adelaide Oval,2.903333848213366,3.1509790209790207,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,2.6953824825656785,3.150489191738505,4.073547053225439,5.323372164516594,True,True,222,223,1
