country,win_ratio,effective_win_by_runs,effective_win_by_wickets,matches_played,win_count,match_id
Ireland,0.4,-79,-2,5,2,656457
Afghanistan,0.46153846153846156,-78,-17,13,6,656459
Australia,0.6875,407,-3,16,11,656461
Bangladesh,0.35714285714285715,-61,-16,14,5,656463
Ireland,0.4,-79,-2,5,2,656465
Sri Lanka,0.6785714285714286,345,6,28,19,656467
South Africa,0.7058823529411765,253,26,17,12,656469
Bangladesh,0.35714285714285715,-61,-16,14,5,656471
Zimbabwe,0.13333333333333333,-876,-3,15,2,656475
Scotland,0.2,31,-23,10,2,656477
Ireland,0.5454545454545454,-346,3,11,6,656481
United Arab Emirates,0.75,-70,13,4,3,656479
Sri Lanka,0.53125,14,2,32,17,656483
India,0.75,470,41,20,15,656485
Pakistan,0.3125,-158,-14,16,5,656487
New Zealand,0.7,267,21,20,14,656489
Australia,0.7619047619047619,1021,5,21,16,656493
New Zealand,0.7,267,21,20,14,656495
Bangladesh,0.35714285714285715,-61,-16,14,5,858485
Pakistan,0.29411764705882354,-295,-12,17,5,858487
Pakistan,0.29411764705882354,-295,-12,17,5,858489
Pakistan,0.29411764705882354,-295,-12,17,5,868727
Zimbabwe,0.15,-963,-5,20,3,868729
England,0.2631578947368421,-280,-35,19,5,743943
England,0.2631578947368421,-280,-35,19,5,743947
New Zealand,0.6956521739130435,410,17,23,16,743949
Bangladesh,0.6,30,5,15,9,870731
India,0.7272727272727273,484,41,22,16,870735
Bangladesh,0.6666666666666666,109,20,18,12,817207
India,0.7272727272727273,484,41,22,16,885959
Sri Lanka,0.46153846153846156,-241,-3,26,12,860269
India,0.7272727272727273,484,41,22,16,885965
South Africa,0.76,1080,43,25,19,817209
India,0.7272727272727273,484,41,22,16,885967
Pakistan,0.3181818181818182,-333,-21,22,7,860271
Pakistan,0.3181818181818182,-333,-21,22,7,860273
Sri Lanka,0.46153846153846156,-241,-3,26,12,860275
Sri Lanka,0.46153846153846156,-241,-3,26,12,860277
New Zealand,0.6956521739130435,410,17,23,16,894287
Zimbabwe,0.09090909090909091,-1053,-17,22,2,894289
New Zealand,0.6956521739130435,410,17,23,16,894291
South Africa,0.76,1080,43,25,19,848843
South Africa,0.76,1080,43,25,19,848845
South Africa,0.76,1080,43,25,19,848847
Australia,0.85,856,28,20,17,743977
Australia,0.85,856,28,20,17,743979
England,0.35,-70,-16,20,7,743981
Australia,0.85,856,28,20,17,743983
England,0.35,-70,-16,20,7,743985
Pakistan,0.38461538461538464,-286,-10,26,10,919607
Zimbabwe,0.10526315789473684,-746,-16,19,2,919611
Ireland,0.5,-267,-6,8,4,919613
Ireland,0.5,-267,-6,8,4,919615
South Africa,0.6666666666666666,864,16,21,14,903593
Zimbabwe,0.10526315789473684,-746,-16,19,2,919617
India,0.782608695652174,796,26,23,18,903595
Afghanistan,0.3,-459,-12,10,3,924627
South Africa,0.6666666666666666,864,16,21,14,903597
Afghanistan,0.3,-459,-12,10,3,924629
Zimbabwe,0.10526315789473684,-746,-16,19,2,924633
India,0.782608695652174,796,26,23,18,903599
South Africa,0.6666666666666666,864,16,21,14,903601
Bangladesh,0.7222222222222222,300,22,18,13,931390
Bangladesh,0.7222222222222222,300,22,18,13,931392
England,0.3333333333333333,-141,-21,24,8,902641
Bangladesh,0.7222222222222222,300,22,18,13,931394
England,0.3333333333333333,-141,-21,24,8,902643
Pakistan,0.38461538461538464,-286,-10,26,10,902645
England,0.3333333333333333,-141,-21,24,8,902647
Afghanistan,0.45454545454545453,-401,-6,11,5,953335
Sri Lanka,0.4444444444444444,-86,-8,18,8,914207
Sri Lanka,0.4444444444444444,-86,-8,18,8,914209
Zimbabwe,0.20833333333333334,-768,-8,24,5,953337
New Zealand,0.68,300,29,25,17,914211
Zimbabwe,0.20833333333333334,-768,-8,24,5,953339
Zimbabwe,0.20833333333333334,-768,-8,24,5,953341
New Zealand,0.68,300,29,25,17,914215
Zimbabwe,0.20833333333333334,-768,-8,24,5,953343
India,0.6190476190476191,187,11,21,13,895807
India,0.6190476190476191,187,11,21,13,895809
India,0.6190476190476191,187,11,21,13,895811
Australia,0.8235294117647058,687,34,17,14,895813
Australia,0.8235294117647058,687,34,17,14,895815
New Zealand,0.68,300,29,25,17,914227
New Zealand,0.68,300,29,25,17,914231
South Africa,0.6875,798,2,16,11,800471
New Zealand,0.68,300,29,25,17,914233
New Zealand,0.68,300,29,25,17,914235
England,0.47058823529411764,352,-18,17,8,800473
England,0.47058823529411764,352,-18,17,8,800475
England,0.47058823529411764,352,-18,17,8,800477
West Indies,0.0,0,0,0,0,932851
South Africa,0.6428571428571429,262,1,14,9,932853
Australia,0.6153846153846154,-159,18,13,8,932855
Zimbabwe,0.2727272727272727,-507,-6,22,6,1007649
Zimbabwe,0.2727272727272727,-507,-6,22,6,1007651
Australia,0.6153846153846154,-159,18,13,8,932857
Zimbabwe,0.2727272727272727,-507,-6,22,6,1007653
South Africa,0.6428571428571429,262,1,14,9,932859
Sri Lanka,0.3333333333333333,-6,-20,9,3,913621
West Indies,0.0,0,0,0,0,932863
West Indies,0.0,0,0,0,0,932865
Sri Lanka,0.3333333333333333,-6,-20,9,3,913625
Australia,0.6153846153846154,-159,18,13,8,932867
England,0.46153846153846156,149,-13,13,6,913631
Afghanistan,0.625,-75,1,8,5,997961
Afghanistan,0.625,-75,1,8,5,997965
Ireland,0.3333333333333333,0,-5,3,1,997967
United Arab Emirates,0.0,-89,0,1,0,997995
Pakistan,0.42857142857142855,-118,7,7,3,913649
Sri Lanka,0.2857142857142857,-22,-19,7,2,995457
Sri Lanka,0.2857142857142857,-22,-19,7,2,995459
Pakistan,0.42857142857142855,-118,7,7,3,913655
Sri Lanka,0.2857142857142857,-22,-19,7,2,995461
England,0.5333333333333333,271,-3,15,8,913657
Sri Lanka,0.2857142857142857,-22,-19,7,2,995463
Pakistan,0.42857142857142855,-118,7,7,3,913659
Sri Lanka,0.2857142857142857,-22,-19,7,2,995465
England,0.5333333333333333,271,-3,15,8,913661
Scotland,0.0,0,0,0,0,1004285
Bangladesh,1.0,264,0,3,3,1051297
South Africa,0.5714285714285714,230,4,14,8,936131
Ireland,0.25,-497,-5,8,2,936133
Bangladesh,1.0,264,0,3,3,1051299
Australia,0.631578947368421,-112,26,19,12,936135
Bangladesh,1.0,264,0,3,3,1051301
Pakistan,0.42857142857142855,-118,7,7,3,1050225
South Africa,0.5714285714285714,230,4,14,8,936137
Pakistan,0.42857142857142855,-118,7,7,3,1050227
Australia,0.631578947368421,-112,26,19,12,936139
England,0.5333333333333333,271,-3,15,8,1029819
Australia,0.631578947368421,-112,26,19,12,936141
Bangladesh,1.0,264,0,3,3,1029821
South Africa,0.5714285714285714,230,4,14,8,936143
Bangladesh,1.0,264,0,3,3,1029823
New Zealand,0.75,320,5,8,6,1030219
New Zealand,0.75,320,5,8,6,1030221
New Zealand,0.75,320,5,8,6,1030223
New Zealand,0.75,320,5,8,6,1030225
India,0.45454545454545453,-222,18,11,5,1030227
Zimbabwe,0.25,133,-33,8,2,1059710
West Indies,0.42857142857142855,-97,-4,7,3,1059711
Sri Lanka,0.25,60,-35,12,3,1059714
Zimbabwe,0.25,133,-33,8,2,1059716
Australia,0.56,-397,30,25,14,1001371
Australia,0.56,-397,30,25,14,1001373
Australia,0.56,-397,30,25,14,1001375
New Zealand,0.5,-146,-8,16,8,1019973
New Zealand,0.5,-146,-8,16,8,1019975
Bangladesh,0.5,161,-6,6,3,1019977
Australia,0.56,-397,30,25,14,1000887
England,0.6153846153846154,278,10,13,8,1034819
Australia,0.56,-397,30,25,14,1000889
India,0.5833333333333334,140,36,12,7,1034821
Pakistan,0.5,211,-4,8,4,1000891
England,0.6153846153846154,278,10,13,8,1034823
Scotland,1.0,151,7,3,3,1078659
Australia,0.56,-397,30,25,14,1000893
Scotland,1.0,151,7,3,3,1078660
Hong Kong,0.3333333333333333,39,0,3,1,1078661
Australia,0.56,-397,30,25,14,1000895
Sri Lanka,0.4166666666666667,35,-12,12,5,936159
New Zealand,0.5,-146,-8,16,8,1020013
South Africa,0.7333333333333333,429,20,15,11,936161
Sri Lanka,0.4166666666666667,35,-12,12,5,936163
New Zealand,0.5,-146,-8,16,8,1020017
South Africa,0.7333333333333333,429,20,15,11,936165
South Africa,0.7333333333333333,429,20,15,11,936167
Afghanistan,0.5,-42,2,6,3,1079247
New Zealand,0.5,-146,-8,16,8,1020031
Zimbabwe,0.0,0,-41,5,0,1079248
New Zealand,0.5,-146,-8,16,8,1020033
South Africa,0.7333333333333333,429,20,15,11,1020035
South Africa,0.7333333333333333,429,20,15,11,1020037
Ireland,0.14285714285714285,-703,-9,7,1,1080630
England,0.6153846153846154,278,10,13,8,1027315
New Zealand,0.5,-445,-9,16,8,1020039
United Arab Emirates,0.0,-98,-7,2,0,1080631
West Indies,0.36363636363636365,-231,-4,11,4,1027317
England,0.6153846153846154,278,10,13,8,1027319
Afghanistan,0.5,-42,2,6,3,1040491
Afghanistan,0.5,-42,2,6,3,1040493
Afghanistan,0.5,-42,2,6,3,1040495
Afghanistan,0.5,-42,2,6,3,1040497
Ireland,0.14285714285714285,-703,-9,7,1,1040499
Bangladesh,0.3333333333333333,17,-14,9,3,1083446
Sri Lanka,0.2777777777777778,-304,-27,18,5,1083448
Papua New Guinea,0.5,-92,0,2,1,1068737
United Arab Emirates,0.3333333333333333,-183,-5,6,2,1089183
Pakistan,0.4166666666666667,46,-5,12,5,1077949
Pakistan,0.4166666666666667,46,-5,12,5,1077950
West Indies,0.36363636363636365,-231,-4,11,4,1077951
Ireland,0.35714285714285715,-682,1,14,5,1029001
England,0.7333333333333333,499,19,15,11,1029003
New Zealand,0.5,-445,-8,18,9,1033363
Bangladesh,0.3333333333333333,17,-14,9,3,1033365
Ireland,0.35714285714285715,-682,1,14,5,1033367
New Zealand,0.5,-445,-8,18,9,1033369
New Zealand,0.5,-445,-8,18,9,1033371
England,0.7333333333333333,499,19,15,11,1031425
England,0.7333333333333333,499,19,15,11,1031427
England,0.7333333333333333,499,19,15,11,1031429
Bangladesh,0.42857142857142855,37,-5,14,6,1022347
South Africa,0.7619047619047619,831,30,21,16,1022351
England,0.7333333333333333,499,19,15,11,1022357
India,0.7272727272727273,175,43,11,8,1022361
Afghanistan,0.5384615384615384,73,0,13,7,1089779
New Zealand,0.5,-445,-8,18,9,1022363
Afghanistan,0.5384615384615384,73,0,13,7,1089780
South Africa,0.7619047619047619,831,30,21,16,1022367
Sri Lanka,0.3157894736842105,-234,-27,19,6,1022369
England,0.7333333333333333,499,19,15,11,1022371
Bangladesh,0.42857142857142855,37,-5,14,6,1022373
Scotland,0.6,151,-4,5,3,1089420
Pakistan,0.4666666666666667,120,-3,15,7,1022375
India,0.7272727272727273,175,43,11,8,1098207
Sri Lanka,0.3157894736842105,-234,-27,19,6,1104478
India,0.7272727272727273,175,43,11,8,1098208
Zimbabwe,0.25,-51,-14,4,1,1104479
West Indies,0.26666666666666666,-536,-8,15,4,1098209
West Indies,0.26666666666666666,-536,-8,15,4,1098210
Zimbabwe,0.25,-51,-14,4,1,1104480
Sri Lanka,0.3157894736842105,-234,-27,19,6,1104482
Sri Lanka,0.34782608695652173,-344,-7,23,8,1109605
Sri Lanka,0.34782608695652173,-344,-7,23,8,1109607
India,0.625,182,34,16,10,1109608
Sri Lanka,0.34782608695652173,-344,-7,23,8,1109609
West Indies,0.25,-689,-10,16,4,1031667
India,0.625,182,34,16,10,1119497
Australia,0.5,333,-6,16,8,1119498
England,0.7058823529411765,454,5,17,12,1031671
Australia,0.5,333,-6,16,8,1119499
West Indies,0.25,-689,-10,16,4,1031675
Australia,0.5,333,-6,16,8,1119500
Pakistan,0.5454545454545454,19,12,11,6,1120286
Bangladesh,0.36363636363636365,-124,-11,11,4,1075504
Pakistan,0.5454545454545454,19,12,11,6,1120287
South Africa,0.6666666666666666,424,17,15,10,1075505
Sri Lanka,0.34782608695652173,-344,-7,23,8,1120288
Sri Lanka,0.34782608695652173,-344,-7,23,8,1120289
South Africa,0.6666666666666666,424,17,15,10,1075506
India,0.7272727272727273,385,61,22,16,1120090
Sri Lanka,0.2692307692307692,-709,-26,26,7,1120290
New Zealand,0.5,-297,-8,22,11,1120091
India,0.7272727272727273,385,61,22,16,1120092
Afghanistan,0.5555555555555556,178,-6,9,5,1125472
Hong Kong,0.5,0,1,2,1,1124089
Ireland,0.3333333333333333,-305,-5,12,4,1125473
Afghanistan,0.5555555555555556,178,-6,9,5,1125474
India,0.7272727272727273,385,61,22,16,1122726
India,0.7272727272727273,385,61,22,16,1122727
Sri Lanka,0.2692307692307692,-709,-26,26,7,1122728
West Indies,0.2,-679,-26,15,3,1115795
New Zealand,0.6,169,4,20,12,1115796
United Arab Emirates,0.5,-8,2,6,3,1131274
Ireland,0.3333333333333333,-305,-5,12,4,1131275
New Zealand,0.6,169,4,20,12,1115804
Australia,0.4,84,-11,10,4,1072310
Zimbabwe,0.5714285714285714,-51,0,7,4,1130737
Scotland,0.0,0,-17,3,0,1131276
Pakistan,0.6875,134,35,16,11,1115805
Zimbabwe,0.5714285714285714,-51,0,7,4,1130738
Ireland,0.3333333333333333,-305,-5,12,4,1131277
New Zealand,0.6,169,4,20,12,1115806
Bangladesh,0.36363636363636365,-284,-13,11,4,1130739
Australia,0.4,84,-11,10,4,1072311
Zimbabwe,0.5714285714285714,-51,0,7,4,1130740
England,0.7647058823529411,591,17,17,13,1072312
Scotland,0.0,0,-17,3,0,1131278
Bangladesh,0.36363636363636365,-284,-13,11,4,1130741
Scotland,0.0,0,-17,3,0,1131279
Bangladesh,0.36363636363636365,-284,-13,11,4,1130742
England,0.7647058823529411,591,17,17,13,1072313
Sri Lanka,0.19230769230769232,-789,-50,26,5,1130743
England,0.7647058823529411,591,17,17,13,1072314
South Africa,0.7058823529411765,728,19,17,12,1122279
South Africa,0.7058823529411765,728,19,17,12,1122280
India,0.7272727272727273,351,52,22,16,1122281
Afghanistan,0.5,265,-11,12,6,1134033
Zimbabwe,0.5714285714285714,-51,0,7,4,1134034
India,0.7272727272727273,351,52,22,16,1122283
Zimbabwe,0.5714285714285714,-51,0,7,4,1134035
Zimbabwe,0.5714285714285714,-51,0,7,4,1134036
South Africa,0.7058823529411765,728,19,17,12,1122284
Afghanistan,0.5,265,-11,12,6,1134037
England,0.7647058823529411,591,17,17,13,1115775
New Zealand,0.5882352941176471,391,5,17,10,1115776
England,0.7647058823529411,591,17,17,13,1115777
Afghanistan,0.5,265,-11,12,6,1133001
West Indies,0.2,-838,-27,15,3,1133003
Hong Kong,1.0,23,0,1,1,1133005
Zimbabwe,0.5714285714285714,-51,0,7,4,1133004
Papua New Guinea,0.3333333333333333,-100,0,3,1,1133002
England,0.7647058823529411,591,17,17,13,1115778
Papua New Guinea,0.3333333333333333,-100,0,3,1,1133007
New Zealand,0.5882352941176471,391,5,17,10,1115779
Zimbabwe,0.5714285714285714,-51,0,7,4,1133012
West Indies,0.2,-838,-27,15,3,1133010
Scotland,0.0,0,-17,3,0,1133019
West Indies,0.2,-838,-27,15,3,1133018
Zimbabwe,0.4375,-134,-29,16,7,1133022
Papua New Guinea,0.3333333333333333,-100,0,3,1,1133023
Ireland,0.47058823529411764,-386,2,17,8,1133025
Zimbabwe,0.4375,-134,-29,16,7,1133026
United Arab Emirates,0.2857142857142857,-81,0,7,2,1133027
Ireland,0.47058823529411764,-386,2,17,8,1133030
West Indies,0.2,-838,-27,15,3,1133031
Australia,0.2222222222222222,-57,-18,9,2,1119537
England,0.7142857142857143,156,19,14,10,1119538
England,0.7142857142857143,156,19,14,10,1119539
Australia,0.2222222222222222,-57,-18,9,2,1119540
Australia,0.2222222222222222,-57,-18,9,2,1119541
England,0.7142857142857143,156,19,14,10,1119546
Pakistan,0.625,-83,18,8,5,1142920
England,0.7142857142857143,156,19,14,10,1119547
Zimbabwe,0.38461538461538464,-27,-33,13,5,1142921
India,0.8421052631578947,541,57,19,16,1119548
Zimbabwe,0.38461538461538464,-27,-33,13,5,1142922
Pakistan,0.625,-83,18,8,5,1142923
Bangladesh,0.375,-129,-12,8,3,1146720
Pakistan,0.625,-83,18,8,5,1142924
West Indies,0.36363636363636365,-216,-21,11,4,1146721
