match_id,match_date,team,opponent,location,team_score,opponent_win_ratio,location_win_ratio,last_5_match_win_ratio,batsman_mean,batsman_max,bowler_mean,bowler_max,is_train,noise,target_score,runs_scored,win
386531,2009-01-31,Sri Lanka,India,Colombo,2.9025623238876253,0.3333333333333333,0.3333333333333333,0.6,3.1152466889759802,5.015920318670156,4.296738783417413,5.620502872783244,True,False,256,241,0
351689,2009-02-01,New Zealand,Australia,Perth,2.279844646651876,0.6,0.0,0.8,2.003491251965621,2.757288985626364,4.314332172843704,5.757505016430362,True,False,181,182,1
386532,2009-02-03,Sri Lanka,India,Colombo,2.9025623238876253,0.25,0.25,0.4,3.0550889902506175,5.015920318670156,4.408647161098483,5.620502872783244,True,False,363,216,0
386533,2009-02-05,Sri Lanka,India,Colombo,2.9025623238876253,0.2,0.2,0.4,2.957274230622926,5.015920318670156,4.53366221593897,5.620502872783244,True,False,332,265,0
351690,2009-02-06,New Zealand,Australia,Melbourne Cricket Ground,2.279844646651876,0.6,0.8,0.8,1.9816094261906323,2.549964826680146,4.214674892907648,5.757505016430362,True,False,225,226,1
351691,2009-02-08,New Zealand,Australia,Sydney Cricket Ground,2.279844646651876,0.6,0.8,0.8,2.003491251965621,2.757288985626364,4.214674892907648,5.757505016430362,True,False,301,269,0
386534,2009-02-08,India,Sri Lanka,Colombo,3.6967984535690133,0.8,0.8,0.8,3.923316799526061,5.03004403864254,4.552893374737634,6.624767880082084,True,False,320,252,0
351692,2009-02-10,Australia,New Zealand,Adelaide Oval,3.1509790209790207,1.0,1.0,0.4,2.995772460256001,3.6858269446498,3.766237957891732,4.827122418778957,True,False,244,247,1
366627,2009-03-08,New Zealand,India,Christchurch,2.279844646651876,0.8,0.8,0.8,2.305166215947401,3.042202898034895,4.739794130237952,5.620502872783244,True,False,392,334,0
366625,2009-03-14,New Zealand,India,Auckland,2.279844646651876,0.0,0.6666666666666666,0.6,2.074660770533813,2.3551695098504952,5.232618797591707,5.620502872783244,True,False,149,151,1
352666,2009-03-22,England,West Indies,Guyana,1.9434912142743468,0.3333333333333333,0.2,0.2,2.4463016966252744,4.023824088643971,3.152717707679379,4.913854269872158,True,False,264,243,0
352669,2009-04-03,West Indies,England,St Lucia,1.1489262410949157,0.0,0.2,0.2,2.0579089673459308,3.525959365283044,3.921179396762225,4.7948779951311415,True,False,172,146,0
350477,2009-04-03,South Africa,Australia,Durban,2.903333848213366,0.6,0.6666666666666666,0.6,2.434374046118639,3.6918507613699103,5.1305413875718715,5.757505016430362,True,False,286,145,0
350478,2009-04-05,South Africa,Australia,Centurion,2.903333848213366,0.6,1.0,0.6,3.1840322087314665,3.6918507613699103,5.540438590473478,5.757505016430362,True,False,131,132,1
350479,2009-04-09,Australia,South Africa,Cape Town,3.1509790209790207,0.5,0.6,0.6,2.8204265280448153,3.6858269446498,3.7430708101402943,4.45554770717967,True,False,289,264,0
350480,2009-04-13,Australia,South Africa,Port Elizabeth,3.1509790209790207,0.3333333333333333,0.6,0.6,2.743466982904034,3.6858269446498,3.909940409171791,4.45554770717967,True,False,317,256,0
350481,2009-04-17,South Africa,Australia,Johannesburg,2.903333848213366,0.6,1.0,0.6,2.56490914073322,3.6918507613699103,4.314332172843704,5.757505016430362,True,False,303,256,0
392616,2009-04-22,Pakistan,Australia,Dubai Sports City Cricket Stadium,3.5317634173055863,0.6,0.6,0.6,3.6129716858903915,5.122500603860384,4.465772277417616,5.757505016430362,True,False,168,171,1
392617,2009-04-24,Australia,Pakistan,Dubai Sports City Cricket Stadium,3.1509790209790207,0.4,0.4,0.4,2.9470151940091203,3.46574848119916,4.768404890224952,5.4506186388947375,True,False,207,208,1
392618,2009-04-27,Pakistan,Australia,Abu Dhabi,3.5317634173055863,1.0,1.0,0.6,3.369617903258115,5.122500603860384,4.291320759556461,5.757505016430362,True,False,198,171,0
392619,2009-05-01,Australia,Pakistan,Abu Dhabi,3.1509790209790207,1.0,0.4,0.4,2.8515160207411707,3.2146686944387555,4.312661645682693,5.4506186388947375,True,False,197,200,1
392620,2009-05-03,Pakistan,Australia,Abu Dhabi,3.5317634173055863,0.5,0.5,0.4,3.92745671821241,5.122500603860384,3.8608477261608036,4.310746981768658,True,False,250,254,1
380715,2009-05-24,England,West Indies,Bristol,1.9434912142743468,0.25,0.0,0.2,2.6180941681382914,2.9546068270703687,2.9937092151345146,4.913854269872158,True,False,160,161,1
380716,2009-05-26,West Indies,England,Birmingham,1.1489262410949157,0.0,0.0,0.0,2.0544724869137068,3.525959365283044,3.6945367084524143,4.7948779951311415,True,False,328,270,0
377313,2009-06-26,West Indies,India,Jamaica,1.1489262410949157,0.5,1.0,0.0,2.201267181820575,3.525959365283044,4.591248533198722,5.188351005013045,True,False,339,319,0
377314,2009-06-28,West Indies,India,Jamaica,1.1489262410949157,0.3333333333333333,0.5,0.0,2.8245573295271793,3.525959365283044,4.384132197187542,5.620502872783244,True,False,188,192,1
401073,2009-07-26,West Indies,Bangladesh,Dominica,1.1489262410949157,0.2,0.2,0.2,1.568295917033558,1.802991870966884,2.897598708690867,4.087510904123682,True,False,246,194,0
401074,2009-07-28,Bangladesh,West Indies,Dominica,0.7978609625668449,0.0,0.4,0.4,2.1707024734522724,3.3363571768688547,2.093632982422929,2.419982641605724,True,False,274,276,1
403370,2009-07-30,Pakistan,Sri Lanka,Rangiri Dambulla International Stadium,3.5317634173055863,0.25,0.4,0.4,3.274029663729576,5.122500603860384,4.104626777836501,5.7854226937129125,True,False,232,196,0
401075,2009-07-31,Bangladesh,West Indies,St Kitts,0.7978609625668449,0.5,0.6,0.6,2.1707024734522724,3.3363571768688547,2.4545553688679562,2.4891280961301883,True,False,248,249,1
403371,2009-08-01,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,2.9025623238876253,0.4,0.5,0.4,3.508240039255443,5.015920318670156,4.782978127327309,5.4506186388947375,True,False,168,169,1
403372,2009-08-03,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,2.9025623238876253,1.0,0.6666666666666666,0.4,3.086739512441733,5.015920318670156,4.632457800056138,5.4506186388947375,True,False,288,289,1
403373,2009-08-07,Sri Lanka,Pakistan,Colombo,2.9025623238876253,1.0,0.0,0.4,2.8719250460100905,5.015920318670156,4.622854827545143,5.4506186388947375,True,False,321,175,0
410337,2009-08-09,Bangladesh,Zimbabwe,Bulawayo,0.7978609625668449,0.5,0.8,0.8,2.6047047043043787,3.3363571768688547,2.8579262112944255,3.5950379793062996,True,False,207,211,1
403374,2009-08-09,Sri Lanka,Pakistan,Colombo,2.9025623238876253,0.6666666666666666,0.0,0.4,3.0749531022833003,5.015920318670156,4.622854827545143,5.4506186388947375,True,False,279,147,0
410338,2009-08-11,Zimbabwe,Bangladesh,Bulawayo,1.2943056140646505,0.2,0.2,0.2,2.13620153633029,3.2383833255633383,2.5221665883447626,3.008170671888176,True,False,320,271,0
410339,2009-08-14,Bangladesh,Zimbabwe,Bulawayo,0.7978609625668449,0.6666666666666666,1.0,1.0,2.0878477078449205,3.3363571768688547,3.0507694703424844,3.5950379793062996,True,False,323,254,0
410340,2009-08-16,Bangladesh,Zimbabwe,Bulawayo,0.7978609625668449,0.5,0.5,0.8,2.2620825546146013,3.3363571768688547,3.0507694703424844,3.5950379793062996,True,False,312,313,1
410341,2009-08-18,Bangladesh,Zimbabwe,Bulawayo,0.7978609625668449,0.6,0.6666666666666666,0.8,2.4269408024627404,3.3363571768688547,2.8226050371598177,3.5950379793062996,True,False,209,212,1
350043,2009-09-04,England,Australia,London,1.9434912142743468,1.0,0.5,0.4,2.116618334050592,2.9546068270703687,4.563433285240213,5.757505016430362,True,False,260,256,0
350044,2009-09-06,England,Australia,London,1.9434912142743468,0.5,0.3333333333333333,0.2,2.034173996863896,2.9546068270703687,4.757417004665887,5.757505016430362,True,False,249,210,0
403380,2009-09-08,New Zealand,Sri Lanka,Colombo,2.279844646651876,0.0,0.6,0.6,2.2656896033329956,3.042202898034895,4.2445176422313615,6.624767880082084,True,False,216,119,0
350045,2009-09-09,Australia,England,Southampton,3.1509790209790207,0.8,0.6,0.6,3.001231515983329,3.6858269446498,3.0255853496019687,3.563461904914583,True,False,228,230,1
403382,2009-09-11,India,New Zealand,Colombo,3.6967984535690133,0.6,0.0,0.6,4.669213480424996,5.03004403864254,3.2970636684739842,3.562955162812497,True,False,155,156,1
350046,2009-09-12,Australia,England,London,3.1509790209790207,0.8,0.6,0.6,3.2376524394148283,3.2954902839729927,2.9293095156599764,4.7948779951311415,True,False,220,221,1
403381,2009-09-12,India,Sri Lanka,Colombo,3.6967984535690133,0.6,0.5,0.8,3.523342971008336,5.03004403864254,4.084681894763418,6.624767880082084,True,False,307,168,0
403383,2009-09-14,Sri Lanka,India,Colombo,2.9025623238876253,0.0,0.0,0.4,3.039189015921721,5.015920318670156,4.278474636921967,5.188351005013045,True,False,319,273,0
350047,2009-09-15,Australia,England,Nottingham,3.1509790209790207,0.8,0.8,0.8,2.8916267193861795,3.6858269446498,3.156255414026809,4.7948779951311415,True,False,299,302,1
350048,2009-09-17,England,Australia,Nottingham,1.9434912142743468,0.3333333333333333,0.5,0.2,2.008167654351831,2.9546068270703687,4.967295422144036,5.757505016430362,True,False,296,185,0
350049,2009-09-20,England,Australia,Chester-le-Street,1.9434912142743468,0.25,0.2,0.2,2.6180941681382914,2.9546068270703687,4.507395001724768,5.323372164516594,True,False,176,177,1
415274,2009-09-23,Pakistan,West Indies,Johannesburg,3.5317634173055863,0.5,0.4,0.4,3.394412825439074,3.8039013673807585,2.419982641605724,2.419982641605724,True,False,133,134,1
415275,2009-09-24,South Africa,New Zealand,Centurion,2.903333848213366,1.0,1.0,0.6,2.9066941594922304,3.6918507613699103,3.4126098042626567,3.562955162812497,True,False,214,217,1
415276,2009-09-25,England,Sri Lanka,Johannesburg,1.9434912142743468,0.25,0.4,0.4,2.7745456400190185,2.9546068270703687,4.683148561234941,6.624767880082084,True,False,212,213,1
415277,2009-09-26,West Indies,Australia,Johannesburg,1.1489262410949157,0.0,0.2,0.2,1.5368986391617365,1.802991870966884,4.507395001724768,5.323372164516594,True,False,275,225,0
415278,2009-09-26,India,Pakistan,Centurion,3.6967984535690133,0.6,0.6,0.6,3.442276804360281,5.03004403864254,4.782978127327309,5.4506186388947375,True,False,302,248,0
415280,2009-09-27,South Africa,England,Centurion,2.903333848213366,0.3333333333333333,1.0,0.6,2.7245116273738725,3.6918507613699103,3.5038535846655976,4.7948779951311415,True,False,323,301,0
415279,2009-09-27,Sri Lanka,New Zealand,Johannesburg,2.9025623238876253,1.0,0.4,0.4,3.018688412824844,5.015920318670156,3.496880942694852,3.562955162812497,True,False,315,277,0
415282,2009-09-29,New Zealand,England,Johannesburg,2.279844646651876,0.6,0.4,0.4,2.0159463791255976,2.549964826680146,3.4428437051221965,4.7948779951311415,True,False,146,147,1
415284,2009-09-30,India,West Indies,Johannesburg,3.6967984535690133,0.4,0.4,0.4,3.770905521795414,4.605303859266584,2.4545553688679562,2.4891280961301883,True,False,129,130,1
415283,2009-09-30,Australia,Pakistan,Centurion,3.1509790209790207,1.0,1.0,1.0,2.7453132061325047,3.6858269446498,4.661904544722631,5.4506186388947375,True,False,205,206,1
415285,2009-10-02,Australia,England,Centurion,3.1509790209790207,0.8,1.0,1.0,3.2491443119028647,3.2954902839729927,2.900418417274856,3.563461904914583,True,False,257,258,1
415286,2009-10-03,New Zealand,Pakistan,Johannesburg,2.279844646651876,0.4,1.0,0.4,2.107223090003246,2.549964826680146,4.782978127327309,5.4506186388947375,True,False,233,234,1
415287,2009-10-05,Australia,New Zealand,Centurion,3.1509790209790207,1.0,1.0,1.0,2.960105416018097,3.6858269446498,3.6293499345443934,4.081027113422416,True,False,200,206,1
416236,2009-10-25,India,Australia,Vadodara,3.6967984535690133,0.6,0.4,0.4,3.9583835367840923,5.03004403864254,4.507395001724768,5.323372164516594,True,False,292,288,0
422626,2009-10-27,Zimbabwe,Bangladesh,Mirpur,1.2943056140646505,0.0,0.2,0.2,2.534082389486072,3.2383833255633383,2.8128081197211205,4.087510904123682,True,False,186,189,1
416237,2009-10-28,Australia,India,Nagpur,3.1509790209790207,0.3333333333333333,1.0,1.0,2.9429122012872386,3.6858269446498,4.6076035621189835,5.620502872783244,True,False,354,255,0
422627,2009-10-29,Bangladesh,Zimbabwe,Mirpur,0.7978609625668449,0.8,0.4,0.8,2.5566830317738503,3.3363571768688547,2.9017644574798283,3.5950379793062996,True,False,219,221,1
416238,2009-10-31,India,Australia,Delhi,3.6967984535690133,0.4,0.4,0.4,4.713566183379862,5.03004403864254,5.323372164516594,5.323372164516594,True,False,229,230,1
422628,2009-10-31,Bangladesh,Zimbabwe,Mirpur,0.7978609625668449,0.8,0.6,0.8,2.2620825546146013,3.3363571768688547,2.9017644574798283,3.5950379793062996,True,False,196,198,1
416239,2009-11-02,India,Australia,Chandigarh,3.6967984535690133,0.4,0.4,0.4,3.7850801822979654,5.03004403864254,4.442599378448663,5.323372164516594,True,False,250,226,0
422629,2009-11-03,Bangladesh,Zimbabwe,Chittagong,0.7978609625668449,0.8,0.8,0.8,2.3217663798929125,3.3363571768688547,2.9042184163746327,3.5950379793062996,True,False,44,49,1
426720,2009-11-03,New Zealand,Pakistan,Abu Dhabi,2.279844646651876,1.0,0.6,0.6,2.360071220687368,3.6765724030675133,4.797663883320243,5.4506186388947375,True,False,287,149,0
416240,2009-11-05,India,Australia,Hyderabad,3.6967984535690133,0.4,0.0,0.4,3.958639278835335,5.03004403864254,3.5618265923807315,3.5618265923807315,True,False,350,347,0
422630,2009-11-05,Bangladesh,Zimbabwe,Chittagong,0.7978609625668449,1.0,1.0,1.0,2.038867573950717,3.3363571768688547,2.6517519731673347,3.5950379793062996,True,False,221,222,1
426721,2009-11-06,Pakistan,New Zealand,Abu Dhabi,3.5317634173055863,0.6,0.6666666666666666,0.6,3.2099393077705765,5.122500603860384,3.6310860832903886,4.827122418778957,True,False,303,239,0
416241,2009-11-08,Australia,India,Guwahati,3.1509790209790207,0.25,0.8,0.8,3.121625847862532,3.6858269446498,4.162844140101156,5.620502872783244,True,False,170,172,1
430508,2009-11-08,Zimbabwe,South Africa,Benoni,1.2943056140646505,0.0,0.4,0.4,2.534082389486072,3.2383833255633383,4.129198357748683,4.45554770717967,True,False,295,250,0
426722,2009-11-09,Pakistan,New Zealand,Abu Dhabi,3.5317634173055863,0.0,0.5,0.4,3.1967906422550527,5.122500603860384,3.692827391319157,4.827122418778957,True,False,211,204,0
430509,2009-11-10,Zimbabwe,South Africa,Centurion,1.2943056140646505,0.0,0.4,0.4,2.0978109183435656,3.2383833255633383,4.132147875401222,4.2639226262385534,True,False,331,119,0
387566,2009-11-22,England,South Africa,Centurion,1.9434912142743468,1.0,0.4,0.4,3.267607224458392,4.023824088643971,3.7842095344573417,4.2639226262385534,True,False,250,252,1
387567,2009-11-27,England,South Africa,Cape Town,1.9434912142743468,1.0,0.6,0.6,2.2689707626357793,4.023824088643971,3.6203349164104623,3.9884623622044657,True,False,354,242,0
387568,2009-11-29,England,South Africa,Port Elizabeth,1.9434912142743468,0.6666666666666666,0.6,0.6,3.267607224458392,4.023824088643971,4.148127731316009,4.45554770717967,True,False,119,121,1
430886,2009-12-15,Sri Lanka,India,Rajkot,2.9025623238876253,0.0,0.2,0.2,2.9891869579893102,5.015920318670156,4.614182335222993,5.620502872783244,True,False,414,411,0
430887,2009-12-18,Sri Lanka,India,Nagpur,2.9025623238876253,0.0,0.0,0.0,2.9956933433420856,5.015920318670156,4.614182335222993,5.620502872783244,True,False,301,302,1
430888,2009-12-21,India,Sri Lanka,Cuttack,3.6967984535690133,0.4,1.0,0.4,4.586050825744816,4.999239319312603,5.204619164358943,6.624767880082084,True,False,239,243,1
430889,2009-12-24,India,Sri Lanka,Kolkata,3.6967984535690133,0.6,0.4,0.4,4.13316172872213,4.999239319312603,3.4474812359052636,3.8810780774806144,True,False,315,317,1
434258,2010-01-04,Sri Lanka,Bangladesh,Mirpur,1.7916842348412405,1.0,0.2,0.2,3.6753273079653654,5.137904301938843,3.4218110905117154,4.372520872807643,True,False,260,261,1
434259,2010-01-05,Sri Lanka,India,Mirpur,1.7916842348412405,0.2,1.0,0.4,2.930101864340985,3.784589101598875,3.6637682483107894,4.291586982805802,True,False,279,283,1
434260,2010-01-07,India,Bangladesh,Mirpur,2.5979484699384607,1.0,0.6666666666666666,0.6,4.1708350070524105,5.00100488453498,3.381531010334266,4.372520872807643,True,False,296,297,1
434261,2010-01-08,Sri Lanka,Bangladesh,Mirpur,1.7916842348412405,1.0,1.0,0.6,3.431229578479384,3.784589101598875,3.381531010334266,4.372520872807643,True,False,249,252,1
434262,2010-01-10,India,Sri Lanka,Mirpur,2.5979484699384607,0.6,0.75,0.6,3.7975326621569394,5.00100488453498,2.8383407416230058,3.82170449801043,True,False,213,214,1
434263,2010-01-11,India,Bangladesh,Mirpur,2.5979484699384607,1.0,0.8,0.8,3.865051366665415,5.00100488453498,3.652239894219683,4.372520872807643,True,False,247,249,1
434264,2010-01-13,Sri Lanka,India,Mirpur,1.7916842348412405,0.4,1.0,0.8,3.2722175589695777,5.137904301938843,3.479841241474459,4.291586982805802,True,False,245,249,1
406202,2010-01-22,Australia,Pakistan,Brisbane,3.1117489287933795,1.0,0.5,0.8,4.459388565391444,5.337246269206196,3.561773939771405,4.247390920735375,True,False,274,275,1
406203,2010-01-24,Pakistan,Australia,Sydney Cricket Ground,1.6409731275495183,0.6666666666666666,0.4,0.4,2.8152221108564603,3.654906055618541,4.089817809666379,5.162985823121548,True,False,267,127,0
406204,2010-01-26,Pakistan,Australia,Adelaide Oval,1.6409731275495183,0.5,0.2,0.2,2.717594376197705,3.654906055618541,3.991396498580873,5.162985823121548,True,False,286,246,0
406205,2010-01-29,Pakistan,Australia,Perth,1.6409731275495183,0.4,0.2,0.2,2.6640107505998496,3.654906055618541,3.9464889726961245,5.162985823121548,True,False,277,142,0
406206,2010-01-31,Australia,Pakistan,Perth,3.1117489287933795,1.0,0.0,0.8,3.7554850356486753,5.337246269206196,3.2702495649134216,4.247390920735375,True,False,212,213,1
423783,2010-02-05,Bangladesh,New Zealand,Napier,2.6887458471760795,1.0,1.0,1.0,3.187267494810279,4.852445169597235,2.942996612677301,4.1287149588166185,True,False,336,190,0
406192,2010-02-07,West Indies,Australia,Melbourne Cricket Ground,0.7114025411346577,0.0,0.2,0.2,1.7769332177487085,2.920104348442998,4.5205642325168,5.34379040301003,True,False,256,143,0
423784,2010-02-08,New Zealand,Bangladesh,Dunedin,1.546239638039496,1.0,0.6,0.6,3.0936588659671,3.9420344305932766,3.3521033308962296,4.011141971345839,True,False,183,185,1
406193,2010-02-09,Australia,West Indies,Adelaide Oval,3.1117489287933795,1.0,1.0,0.8,4.510986135450707,5.096515063673643,2.674269017861371,3.2380552799874738,True,False,170,171,1
423785,2010-02-11,New Zealand,Bangladesh,Christchurch,1.546239638039496,1.0,0.0,0.6,2.7838599192012254,3.9420344305932766,3.3755021680937007,4.011141971345839,True,False,241,244,1
406195,2010-02-14,West Indies,Australia,Brisbane,0.7114025411346577,0.0,0.2,0.2,1.7237570567018052,2.8637808214142044,4.170192850679347,5.34379040301003,True,False,324,274,0
406196,2010-02-19,West Indies,Australia,Melbourne Cricket Ground,0.7114025411346577,0.0,0.0,0.2,1.692705663401707,2.8637808214142044,3.8213912061098063,4.474203939588418,True,False,324,199,0
441827,2010-02-21,South Africa,India,Jaipur,2.6611637059887245,1.0,0.4,0.4,3.16656738446543,4.9771502718483545,3.4988556623185723,4.230406026985147,True,False,298,297,0
441828,2010-02-24,South Africa,India,Gwalior,2.6611637059887245,0.5,0.4,0.4,3.2263357777794757,4.9771502718483545,3.4777386614640107,4.230406026985147,True,False,401,248,0
441829,2010-02-27,India,South Africa,Ahmedabad,2.5979484699384607,1.0,1.0,1.0,3.0881764128791285,4.61782986484243,3.9899819385212156,4.724502855237304,True,False,365,275,0
426420,2010-02-28,England,Bangladesh,Mirpur,1.4437491530809163,1.0,0.8,0.8,3.251582673502817,4.65236017668316,3.760450671469342,4.372520872807643,True,False,228,229,1
426421,2010-03-02,England,Bangladesh,Mirpur,1.4437491530809163,1.0,1.0,0.8,2.9789707141952495,4.65236017668316,3.574905909036489,4.372520872807643,True,False,260,261,1
423791,2010-03-03,New Zealand,Australia,Napier,1.546239638039496,0.4,0.8,0.8,2.4901386075730816,3.9420344305932766,4.323301410787623,5.34379040301003,True,False,275,281,1
439140,2010-03-04,West Indies,Zimbabwe,Guyana,0.7114025411346577,0.6666666666666666,0.0,0.0,1.8517241426765572,3.531764491815708,3.3235044400464124,3.924950621559708,True,False,254,252,0
426422,2010-03-05,Bangladesh,England,Chittagong,2.6887458471760795,0.8,1.0,0.8,3.014419480680488,4.852445169597235,3.1990895491480518,3.455159064356038,True,False,284,239,0
439141,2010-03-06,West Indies,Zimbabwe,Guyana,0.7114025411346577,0.5,0.0,0.0,2.2158406474487324,3.531764491815708,2.918217104286729,3.924950621559708,True,False,206,208,1
423793,2010-03-09,Australia,New Zealand,Hamilton,3.1117489287933795,1.0,0.8,0.8,4.3269700740971055,5.337246269206196,3.038922840271911,4.1287149588166185,True,False,245,248,1
439142,2010-03-10,Zimbabwe,West Indies,St Vincent,0.7403100775193798,0.0,0.4,0.4,2.5115579188048063,4.3608743535421945,2.7757572571762132,3.257879905181567,True,False,245,104,0
439143,2010-03-12,West Indies,Zimbabwe,St Vincent,0.7114025411346577,0.6,0.0,0.2,2.241830808940224,3.531764491815708,3.3235044400464124,3.924950621559708,True,False,141,142,1
423795,2010-03-13,Australia,New Zealand,Wellington,3.1117489287933795,1.0,1.0,1.0,3.8782733057177574,5.337246269206196,2.990686058509889,4.1287149588166185,True,False,241,190,0
439144,2010-03-14,West Indies,Zimbabwe,St Vincent,0.7114025411346577,0.6,0.5,0.4,1.814118010510312,2.8637808214142044,3.3235044400464124,3.924950621559708,True,False,161,165,1
439148,2010-05-24,West Indies,South Africa,Antigua,0.7114025411346577,0.0,0.0,0.6,1.7742194918258103,2.8637808214142044,3.619866165649517,4.724502855237304,True,False,300,283,0
439149,2010-05-28,West Indies,South Africa,Dominica,0.7114025411346577,0.0,0.0,0.6,1.8269829963449302,3.531764491815708,3.52529430405006,4.724502855237304,True,False,224,157,0
452146,2010-05-28,Zimbabwe,India,Bulawayo,0.7403100775193798,0.2,0.0,0.2,3.279967685981699,4.3608743535421945,2.756716369385152,3.5586775595197597,True,False,285,289,1
439150,2010-05-30,South Africa,West Indies,Dominica,2.6611637059887245,1.0,0.2,0.2,4.067848955421266,4.9771502718483545,2.350170753498135,3.257879905181567,True,False,303,304,1
452147,2010-05-30,India,Sri Lanka,Bulawayo,2.5979484699384607,0.6,0.8,0.8,2.810552039701739,3.438683814436565,2.962600152519072,4.029971901378797,True,False,242,243,1
452148,2010-06-01,Sri Lanka,Zimbabwe,Bulawayo,1.7916842348412405,1.0,1.0,1.0,4.093889476003125,5.137904301938843,3.1298368269799086,3.924950621559708,True,False,118,119,1
439151,2010-06-03,South Africa,West Indies,Trinidad,2.6611637059887245,1.0,0.4,0.4,3.2146352125885107,4.9771502718483545,2.4235718784466695,3.257879905181567,True,False,252,255,1
452149,2010-06-03,Zimbabwe,India,Harare Sports Club,0.7403100775193798,1.0,0.0,0.4,3.1767386561022604,4.3608743535421945,3.0931617617459595,3.5586775595197597,True,False,194,197,1
452150,2010-06-05,Sri Lanka,India,Harare Sports Club,1.7916842348412405,0.6,1.0,1.0,3.4758034740521175,5.137904301938843,3.3082776364846453,3.5586775595197597,True,False,268,270,1
452151,2010-06-07,Zimbabwe,Sri Lanka,Harare Sports Club,0.7403100775193798,0.0,0.2,0.4,2.6188234047374914,2.8678520620319934,2.668180784526089,3.82170449801043,True,False,236,240,1
452152,2010-06-09,Sri Lanka,Zimbabwe,Harare Sports Club,1.7916842348412405,1.0,1.0,1.0,4.093889476003125,5.137904301938843,2.9089728420474317,3.924950621559708,True,False,199,203,1
455231,2010-06-15,Pakistan,Sri Lanka,Rangiri Dambulla International Stadium,1.6409731275495183,0.2,0.0,0.0,2.912022519169706,3.654906055618541,3.393556233103959,4.029971901378797,True,False,242,226,0
455232,2010-06-16,India,Bangladesh,Rangiri Dambulla International Stadium,2.5979484699384607,1.0,1.0,0.8,3.6810861953387377,4.61782986484243,3.6106323053777576,4.011141971345839,True,False,167,168,1
455233,2010-06-18,Bangladesh,Sri Lanka,Rangiri Dambulla International Stadium,2.6887458471760795,0.2,0.6,0.6,2.866988686139765,4.852445169597235,3.1869950746238302,4.029971901378797,True,False,312,186,0
455234,2010-06-19,India,Pakistan,Rangiri Dambulla International Stadium,2.5979484699384607,0.4,1.0,0.8,3.4118169015219024,4.61782986484243,3.2946189947517026,4.247390920735375,True,False,267,271,1
455235,2010-06-21,Bangladesh,Pakistan,Rangiri Dambulla International Stadium,2.6887458471760795,0.0,0.0,0.4,3.3185929275780026,4.852445169597235,3.1188795214824725,4.247390920735375,True,False,385,246,0
