batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score
V Kohli,India,980,0.9315589353612167,65.33333333333333,2.066469446489525,1.9591703022480853,5,0.32599118942731276,1.0202536376985716,0.017845900575953255,5.599796156687799
HM Amla,South Africa,678,0.8921052631578947,75.33333333333333,2.650016124027234,2.4141859117143643,2,0.35844471445929527,1.0657228497725102,0.023424278964210215,5.28138656047878
AN Cook,England,595,0.800807537012113,49.583333333333336,2.9462630792227213,2.0795209798106287,3,0.24220837043633126,1.047877530779936,0.021232115679696222,4.736713536877874
AB de Villiers,South Africa,606,1.0763765541740675,55.09090909090909,2.650016124027234,2.3311800601028962,1,0.19319562575941676,1.1747540469564537,0.02544858074620034,4.4354102130957305
KC Sangakkara,Sri Lanka,997,0.8001605136436597,49.85,1.957653727851288,2.1374138610272175,1,0.17926476662536142,0.9221637994872195,0.026564556747172962,4.197410643229482
DA Warner,Australia,739,0.8275475923852184,38.89473684210526,2.2895759578318,1.902106527455251,2,0.21342726895980108,1.2103572752851877,0.024748722868596047,4.195420411340042
KP Pietersen,England,281,0.8192419825072886,70.25,2.9462630792227213,1.5029850746268658,2,0.12511130899376668,1.0541448483731364,0.017022869273080186,4.034355948532874
TM Dilshan,Sri Lanka,862,0.8109125117591721,37.47826086956522,1.957653727851288,2.128160241739693,1,0.20652622883106153,0.9510199730849688,0.023229634368854883,3.9699917111181926
EJG Morgan,England,334,0.9653179190751445,33.4,2.9462630792227213,2.119115671028,2,0.13668744434550312,1.3345497099949457,0.034878062428327715,3.962331500610612
IR Bell,England,393,0.7318435754189944,49.125,2.9462630792227213,2.3677889324025094,1,0.15048975957257346,0.8985855478610275,0.03540952230654046,3.94580124759132
MJ Clarke,Australia,645,0.8154235145385588,53.75,2.2895759578318,1.9726017003434126,1,0.11065064235391629,0.9761198478998989,0.036382228578814686,3.828000663391219
TT Bresnan,England,4,2.0,2.0,2.9462630792227213,2.07650059932705,0,0.0017809439002671415,5.146927871772039,0.35355339059327373,3.7395573388805716
Nasir Jamshed,Pakistan,462,0.8354430379746836,57.75,1.5029850746268658,2.093408301868356,1,0.21678321678321677,1.0690324600772363,0.024536117678587127,3.7050671656552288
G Gambhir,India,589,0.8035470668485676,42.07142857142857,2.066469446489525,1.9592786289907134,1,0.17941529835802963,0.9047857428914697,0.024524195740461885,3.666321547650034
BB McCullum,New Zealand,373,0.961340206185567,46.2,2.0091044776119404,2.179417310262635,1,0.11902766135792121,1.3233711803703423,0.0359977826048852,3.574059603482993
NLTC Perera,Sri Lanka,213,1.1833333333333333,16.384615384615383,1.957653727851288,2.0605350820412167,4,0.05741429161503511,1.4767369600083355,0.04998398205949605,3.552337585864384
LD Chandimal,Sri Lanka,679,0.7356446370530878,29.52173913043478,1.957653727851288,2.128160241739693,1,0.16480793060718713,0.8713456331176281,0.03571248529961306,3.5292005828357103
