country,win_ratio,effective_win_by_runs,effective_win_by_wickets,matches_played,win_count,match_id
New Zealand,0.6,-33,2,10,6,749781
Ireland,0.4,-79,-2,5,2,810829
Afghanistan,0.5,1,-14,8,4,812645
Sri Lanka,0.6785714285714286,345,6,28,19,749783
Australia,0.6875,407,-3,16,11,754751
Ireland,0.4,-79,-2,5,2,810833
West Indies,0.6,275,4,10,6,722341
Australia,0.6875,407,-3,16,11,754749
New Zealand,0.6,-33,2,10,6,749787
England,0.3333333333333333,-61,-22,15,5,754753
South Africa,0.7058823529411765,253,26,17,12,722343
Sri Lanka,0.6785714285714286,345,6,28,19,749789
Australia,0.6875,407,-3,16,11,754755
West Indies,0.6,275,4,10,6,722345
Sri Lanka,0.6785714285714286,345,6,28,19,749791
West Indies,0.6,275,4,10,6,722347
New Zealand,0.6,-33,2,10,6,749793
England,0.3157894736842105,-315,-14,19,6,754759
New Zealand,0.6,-33,2,10,6,749795
England,0.3157894736842105,-315,-14,19,6,754761
Pakistan,0.42857142857142855,13,-2,14,6,749797
Sri Lanka,0.6785714285714286,345,6,28,19,656399
England,0.3157894736842105,-315,-14,19,6,656401
Zimbabwe,0.13333333333333333,-876,-3,15,2,656403
Pakistan,0.3125,-158,-14,16,5,656405
Ireland,0.4,-79,-2,5,2,656407
New Zealand,0.6,-33,2,10,6,656409
Afghanistan,0.46153846153846156,-78,-17,13,6,656411
New Zealand,0.6,-33,2,10,6,656415
Pakistan,0.3125,-158,-14,16,5,656417
South Africa,0.7058823529411765,253,26,17,12,656423
Sri Lanka,0.6785714285714286,345,6,28,19,656421
Scotland,0.6,170,1,5,3,656425
Ireland,0.4,-79,-2,5,2,656429
Bangladesh,0.35714285714285715,-61,-16,14,5,656433
Afghanistan,0.46153846153846156,-78,-17,13,6,656431
West Indies,0.6,275,4,10,6,656435
India,0.6111111111111112,153,34,18,11,656439
New Zealand,0.6,-33,2,10,6,656437
Zimbabwe,0.13333333333333333,-876,-3,15,2,656443
Sri Lanka,0.6785714285714286,345,6,28,19,656441
Ireland,0.4,-79,-2,5,2,656445
Afghanistan,0.46153846153846156,-78,-17,13,6,656449
United Arab Emirates,0.75,-70,13,4,3,656447
Bangladesh,0.35714285714285715,-61,-16,14,5,656451
India,0.6111111111111112,153,34,18,11,656453
Zimbabwe,0.13333333333333333,-876,-3,15,2,656457
New Zealand,0.6,-33,2,10,6,656459
Sri Lanka,0.6785714285714286,345,6,28,19,656461
England,0.3157894736842105,-315,-14,19,6,656463
India,0.6111111111111112,153,34,18,11,656465
Scotland,0.2,31,-23,10,2,656467
United Arab Emirates,0.75,-70,13,4,3,656469
New Zealand,0.7,267,21,20,14,656471
India,0.6111111111111112,153,34,18,11,656475
Australia,0.6875,407,-3,16,11,656477
Pakistan,0.3125,-158,-14,16,5,656481
West Indies,0.6,275,4,10,6,656479
South Africa,0.7058823529411765,253,26,17,12,656483
Bangladesh,0.35714285714285715,-61,-16,14,5,656485
Australia,0.7619047619047619,1021,5,21,16,656487
West Indies,0.4666666666666667,-101,-7,15,7,656489
India,0.75,470,41,20,15,656493
Australia,0.7619047619047619,1021,5,21,16,656495
Pakistan,0.29411764705882354,-295,-12,17,5,858485
Bangladesh,0.6,30,5,15,9,858487
Bangladesh,0.6,30,5,15,9,858489
Zimbabwe,0.15,-963,-5,20,3,868727
Pakistan,0.29411764705882354,-295,-12,17,5,868729
New Zealand,0.6956521739130435,410,17,23,16,743943
New Zealand,0.6956521739130435,410,17,23,16,743947
England,0.2631578947368421,-280,-35,19,5,743949
India,0.7272727272727273,484,41,22,16,870731
Bangladesh,0.6666666666666666,109,20,18,12,870735
South Africa,0.76,1080,43,25,19,817207
Zimbabwe,0.15,-963,-5,20,3,885959
Pakistan,0.3181818181818182,-333,-21,22,7,860269
Zimbabwe,0.15,-963,-5,20,3,885965
Bangladesh,0.6666666666666666,109,20,18,12,817209
Zimbabwe,0.15,-963,-5,20,3,885967
Sri Lanka,0.46153846153846156,-241,-3,26,12,860271
Sri Lanka,0.46153846153846156,-241,-3,26,12,860273
Pakistan,0.3181818181818182,-333,-21,22,7,860275
Pakistan,0.3181818181818182,-333,-21,22,7,860277
Zimbabwe,0.09090909090909091,-1053,-17,22,2,894287
New Zealand,0.6956521739130435,410,17,23,16,894289
Zimbabwe,0.09090909090909091,-1053,-17,22,2,894291
New Zealand,0.6551724137931034,238,16,29,19,848843
New Zealand,0.6551724137931034,238,16,29,19,848845
New Zealand,0.6551724137931034,238,16,29,19,848847
England,0.35,-70,-16,20,7,743977
England,0.35,-70,-16,20,7,743979
Australia,0.85,856,28,20,17,743981
England,0.35,-70,-16,20,7,743983
Australia,0.85,856,28,20,17,743985
Zimbabwe,0.09090909090909091,-1053,-17,22,2,919607
Pakistan,0.38461538461538464,-286,-10,26,10,919611
Zimbabwe,0.10526315789473684,-746,-16,19,2,919613
Zimbabwe,0.10526315789473684,-746,-16,19,2,919615
India,0.782608695652174,796,26,23,18,903593
Ireland,0.5,-267,-6,8,4,919617
South Africa,0.6666666666666666,864,16,21,14,903595
Zimbabwe,0.10526315789473684,-746,-16,19,2,924627
India,0.782608695652174,796,26,23,18,903597
Zimbabwe,0.10526315789473684,-746,-16,19,2,924629
Afghanistan,0.3,-459,-12,10,3,924633
South Africa,0.6666666666666666,864,16,21,14,903599
India,0.782608695652174,796,26,23,18,903601
Zimbabwe,0.10526315789473684,-746,-16,19,2,931390
Zimbabwe,0.10526315789473684,-746,-16,19,2,931392
Pakistan,0.38461538461538464,-286,-10,26,10,902641
Zimbabwe,0.10526315789473684,-746,-16,19,2,931394
Pakistan,0.38461538461538464,-286,-10,26,10,902643
England,0.3333333333333333,-141,-21,24,8,902645
Pakistan,0.38461538461538464,-286,-10,26,10,902647
Zimbabwe,0.20833333333333334,-768,-8,24,5,953335
New Zealand,0.68,300,29,25,17,914207
New Zealand,0.68,300,29,25,17,914209
Afghanistan,0.45454545454545453,-401,-6,11,5,953337
Sri Lanka,0.4444444444444444,-86,-8,18,8,914211
Afghanistan,0.45454545454545453,-401,-6,11,5,953339
Afghanistan,0.45454545454545453,-401,-6,11,5,953341
Sri Lanka,0.4444444444444444,-86,-8,18,8,914215
Afghanistan,0.45454545454545453,-401,-6,11,5,953343
Australia,0.8235294117647058,687,34,17,14,895807
Australia,0.8235294117647058,687,34,17,14,895809
Australia,0.8235294117647058,687,34,17,14,895811
India,0.6190476190476191,187,11,21,13,895813
India,0.6190476190476191,187,11,21,13,895815
Pakistan,0.4583333333333333,-312,3,24,11,914227
Australia,0.8235294117647058,687,34,17,14,914231
England,0.47058823529411764,352,-18,17,8,800471
Australia,0.8235294117647058,687,34,17,14,914233
Australia,0.8235294117647058,687,34,17,14,914235
South Africa,0.6875,798,2,16,11,800473
South Africa,0.6875,798,2,16,11,800475
South Africa,0.6875,798,2,16,11,800477
Australia,0.6153846153846154,-159,18,13,8,932851
Australia,0.6153846153846154,-159,18,13,8,932853
South Africa,0.6428571428571429,262,1,14,9,932855
India,0.4666666666666667,-58,-9,15,7,1007649
India,0.4666666666666667,-58,-9,15,7,1007651
West Indies,0.0,0,0,0,0,932857
India,0.4666666666666667,-58,-9,15,7,1007653
West Indies,0.0,0,0,0,0,932859
Ireland,0.3333333333333333,0,-5,3,1,913621
Australia,0.6153846153846154,-159,18,13,8,932863
South Africa,0.6428571428571429,262,1,14,9,932865
England,0.46153846153846156,149,-13,13,6,913625
West Indies,0.0,0,0,0,0,932867
Sri Lanka,0.3333333333333333,-6,-20,9,3,913631
Ireland,0.3333333333333333,0,-5,3,1,997961
Ireland,0.3333333333333333,0,-5,3,1,997965
Afghanistan,0.625,-75,1,8,5,997967
Scotland,0.0,0,0,0,0,997995
Ireland,0.3333333333333333,0,-5,3,1,913649
Australia,0.631578947368421,-112,26,19,12,995457
Australia,0.631578947368421,-112,26,19,12,995459
England,0.5333333333333333,271,-3,15,8,913655
Australia,0.631578947368421,-112,26,19,12,995461
Pakistan,0.42857142857142855,-118,7,7,3,913657
Australia,0.631578947368421,-112,26,19,12,995463
England,0.5333333333333333,271,-3,15,8,913659
Australia,0.631578947368421,-112,26,19,12,995465
Pakistan,0.42857142857142855,-118,7,7,3,913661
Hong Kong,1.0,89,0,1,1,1004285
Afghanistan,0.6363636363636364,31,1,11,7,1051297
Ireland,0.25,-497,-5,8,2,936131
Australia,0.631578947368421,-112,26,19,12,936133
Afghanistan,0.6363636363636364,31,1,11,7,1051299
South Africa,0.5714285714285714,230,4,14,8,936135
Afghanistan,0.6363636363636364,31,1,11,7,1051301
West Indies,0.42857142857142855,-97,-4,7,3,1050225
Australia,0.631578947368421,-112,26,19,12,936137
West Indies,0.42857142857142855,-97,-4,7,3,1050227
South Africa,0.5714285714285714,230,4,14,8,936139
Bangladesh,1.0,264,0,3,3,1029819
South Africa,0.5714285714285714,230,4,14,8,936141
England,0.5333333333333333,271,-3,15,8,1029821
Australia,0.631578947368421,-112,26,19,12,936143
England,0.5333333333333333,271,-3,15,8,1029823
India,0.45454545454545453,-222,18,11,5,1030219
India,0.45454545454545453,-222,18,11,5,1030221
India,0.45454545454545453,-222,18,11,5,1030223
India,0.45454545454545453,-222,18,11,5,1030225
New Zealand,0.75,320,5,8,6,1030227
Sri Lanka,0.25,60,-35,12,3,1059710
Sri Lanka,0.25,60,-35,12,3,1059711
West Indies,0.42857142857142855,-97,-4,7,3,1059714
Sri Lanka,0.25,60,-35,12,3,1059716
New Zealand,0.75,320,5,8,6,1001371
New Zealand,0.75,320,5,8,6,1001373
New Zealand,0.75,320,5,8,6,1001375
Bangladesh,0.5,161,-6,6,3,1019973
Bangladesh,0.5,161,-6,6,3,1019975
New Zealand,0.5,-146,-8,16,8,1019977
Pakistan,0.5,211,-4,8,4,1000887
India,0.5833333333333334,140,36,12,7,1034819
Pakistan,0.5,211,-4,8,4,1000889
England,0.6153846153846154,278,10,13,8,1034821
Australia,0.56,-397,30,25,14,1000891
India,0.5833333333333334,140,36,12,7,1034823
Hong Kong,0.3333333333333333,39,0,3,1,1078659
Pakistan,0.5,211,-4,8,4,1000893
United Arab Emirates,0.0,-98,-7,2,0,1078660
United Arab Emirates,0.0,-98,-7,2,0,1078661
Pakistan,0.5,211,-4,8,4,1000895
South Africa,0.7333333333333333,429,20,15,11,936159
Australia,0.56,-397,30,25,14,1020013
Sri Lanka,0.4166666666666667,35,-12,12,5,936161
South Africa,0.7333333333333333,429,20,15,11,936163
