batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score
SR Watson,Australia,1139,1.0694835680751174,51.77272727272727,3.430887000108968,1.9995235903398203,5,0.24137068534267134,1.3162786536809075,0.02104894162972669,5.302013378870085
Mohammad Hafeez,Pakistan,849,0.7546666666666667,31.444444444444443,3.6836828914391235,2.2184289641393495,5,0.16689814814814816,0.9941707200343803,0.028944305367345474,4.547304169158895
IJL Trott,England,1096,0.7867910983488873,52.19047619047619,1.3438560516122842,2.9242812469232353,3,0.24506217995610827,0.958990313852337,0.026224580622630726,4.411266482549855
KC Sangakkara,Sri Lanka,955,0.7334869431643625,45.476190476190474,2.793436941636388,2.704157211503954,3,0.18197573656845753,0.9816356767572946,0.03426422347170706,4.364940610573847
Umar Akmal,Pakistan,725,0.8777239709443099,32.95454545454545,3.6836828914391235,2.259311699873162,4,0.12384259259259259,1.1773385864821049,0.0405157813723507,4.250831767247805
DPMD Jayawardene,Sri Lanka,883,0.7841918294849023,46.473684210526315,2.793436941636388,2.7749222934666373,2,0.20797227036395147,1.0278398333016099,0.024981471641768727,4.244111322592601
Shahid Afridi,Pakistan,451,1.2493074792243768,22.55,3.6836828914391235,2.3002606775375654,5,0.07361111111111111,1.7036145264116576,0.05034246691097922,4.23573118894926
V Kohli,India,1018,0.8364831552999178,39.15384615384615,3.597670796424259,2.0343093876696194,2,0.1664292980671414,0.9996127310699334,0.02713411599827992,4.1341530792043875
V Sehwag,India,610,1.161904761904762,55.45454545454545,3.597670796424259,2.2251376024075924,2,0.10925737538148525,1.3858435508914708,0.013560805300429033,4.129489400554703
Misbah-ul-Haq,Pakistan,923,0.6693255982596084,40.130434782608695,3.6836828914391235,2.210513907355607,2,0.1824074074074074,0.9196916335978836,0.037867072925829304,4.10394931281186
TM Dilshan,Sri Lanka,798,0.86084142394822,36.27272727272727,2.793436941636388,2.642325340599787,2,0.19549393414211438,1.0924661025588744,0.027867844820192653,4.005668367541318
AB de Villiers,South Africa,453,1.0534883720930233,56.625,2.5595238095238093,2.598459214781064,2,0.1919875130072841,1.280532097974866,0.022044961672746607,3.987280136563388
LMP Simmons,West Indies,663,0.7745327102803738,44.2,2.11230378578024,3.333462434764374,2,0.18037812979049567,0.9724552413936676,0.027877518772936545,3.948905817588788
MJ Guptill,New Zealand,650,0.746268656716418,43.333333333333336,2.5626813744888537,2.634528384618713,2,0.238659793814433,0.8301376776819844,0.033732817956925724,3.9051122862565695
Yuvraj Singh,India,375,0.7861635220125787,37.5,3.597670796424259,2.4374089803768837,4,0.07344862665310274,0.9155751218998843,0.028987875136104756,3.8214087201229465
WU Tharanga,Sri Lanka,719,0.7481789802289281,37.8421052631579,2.793436941636388,2.8473468072820243,1,0.20138648180242635,0.9434818736497235,0.024575915917439975,3.771258648225433
MJ Clarke,Australia,856,0.7718665464382326,40.76190476190476,3.430887000108968,2.025973099691936,1,0.17633816908454228,0.9229916335894699,0.03587040374510319,3.739629856330731
RG Sharma,India,598,0.8236914600550964,49.833333333333336,3.597670796424259,2.2241087917161333,2,0.08056968463886063,0.9852326764295347,0.031339624893336124,3.7366567325074236
LRPL Taylor,New Zealand,561,0.8286558345642541,43.15384615384615,2.5626813744888537,2.88849928725576,1,0.1479381443298969,1.0580262665441802,0.023166355234734447,3.562492077852803
Younis Khan,Pakistan,661,0.7426966292134831,31.476190476190474,3.6836828914391235,2.2737487162944396,1,0.14074074074074075,1.0060290670417251,0.04032514088632709,3.5308812831675223
KA Pollard,West Indies,520,1.1111111111111112,32.5,2.11230378578024,2.810621978437076,1,0.16249361267245785,1.6383014022257762,0.02758546342202342,3.5023620360271033
MS Dhoni,India,496,0.8537005163511188,33.06666666666667,3.597670796424259,2.0728913374553506,2,0.09216683621566633,1.0271541053399114,0.03493226795459018,3.4307858486719094
