match_id,match_date,team,opponent,location,team_score,opponent_score,opponent_base,opponent_trend,opponent_trend_predict,opponent_mean,location_base,location_trend,location_trend_predict,location_mean,current_base,current_trend,current_trend_predict,current_mean,batsman_mean,batsman_max,bowler_mean,bowler_max,is_train,noise,runs_scored,first_innings_prediction
351684,2009-01-16,Australia,South Africa,Melbourne Cricket Ground,3.1509790209790207,2.903333848213366,377.0,0.0,377.0,377.0,345.0,-93.0,66.00000000000007,205.5,323.00000000000006,-17.800000000000004,216.20000000000005,269.6,2.8136006184087368,3.6858269446498,3.783969402150989,4.45554770717967,True,False,271,254.47325581309966
351685,2009-01-18,Australia,South Africa,Hobart,3.1509790209790207,2.903333848213366,483.0,-106.0,165.00000000000006,324.0,296.0,-6.9999999999999964,275.0,285.5,318.7,-16.500000000000004,219.7,269.2,2.8432838149030446,3.6858269446498,3.5572675874411566,4.45554770717967,True,False,249,260.88506332644755
385749,2009-01-20,Sri Lanka,Pakistan,Karachi,2.9025623238876253,3.5317634173055863,302.0,0.0,302.0,302.0,331.5,-11.1,276.0,303.75,249.6,-24.20000000000001,104.39999999999998,177.0,3.1001780453553973,5.015920318670156,5.099185537396396,5.4506186388947375,True,False,219,187.33230599463568
385750,2009-01-21,Sri Lanka,Pakistan,Karachi,2.9025623238876253,3.5317634173055863,385.0,-82.99999999999999,136.00000000000006,260.5,354.3,-22.500000000000004,219.3,286.8,127.19999999999996,13.000000000000007,205.2,166.2,3.2002931967181443,5.015920318670156,5.099185537396396,5.4506186388947375,True,False,290,196.35951585484523
378759,2009-01-23,Zimbabwe,Bangladesh,Mirpur,1.2943056140646505,0.7978609625668449,205.0,0.0,205.0,205.0,205.0,0.0,205.0,205.0,233.0,-18.800000000000004,120.19999999999996,176.6,2.0464736539314967,3.2383833255633383,2.7491037448548217,3.0347709617253065,True,False,119,215.46543766378826
351686,2009-01-23,Australia,South Africa,Sydney Cricket Ground,3.1509790209790207,2.903333848213366,427.0,-63.99999999999998,171.00000000000003,299.0,283.6666666666667,-7.000000000000001,255.66666666666669,269.6666666666667,312.7000000000001,-16.700000000000006,212.50000000000003,262.6,2.781931094329828,3.6858269446498,3.5572675874411566,4.45554770717967,True,False,269,273.80917904049903
385751,2009-01-24,Sri Lanka,Pakistan,Lahore,2.9025623238876253,3.5317634173055863,282.3333333333333,-5.999999999999992,258.33333333333337,270.3333333333333,424.0,-66.99999999999997,223.00000000000003,323.5,104.29999999999998,30.50000000000001,287.30000000000007,195.8,3.2993034063375317,5.015920318670156,4.542841375751744,5.4506186388947375,True,False,309,252.26183622083232
351687,2009-01-26,Australia,South Africa,Adelaide Oval,3.1509790209790207,2.903333848213366,378.0,-34.60000000000001,204.99999999999997,291.5,203.0,0.0,203.0,203.0,223.9,8.100000000000001,272.5,248.2,2.74404133409151,3.6858269446498,3.7014544260991786,4.45554770717967,True,False,222,250.93973581514055
386530,2009-01-28,Sri Lanka,India,Rangiri Dambulla International Stadium,2.9025623238876253,3.696798453569013,257.4,-9.8,198.6,228.0,395.99999999999983,-126.99999999999994,15.000000000000055,205.5,86.29999999999998,45.7,360.5,223.4,3.2534362193388864,5.015920318670156,3.961928879917548,5.188351005013045,True,False,246,247.2037154392261
351688,2009-01-30,South Africa,Australia,Perth,2.903333848213366,3.1509790209790207,149.0,0.0,149.0,149.0,277.00000000000006,65.99999999999997,475.0,376.0,164.49999999999994,22.90000000000001,301.9,233.2,2.610426199973815,3.6918507613699103,4.314332172843703,5.757505016430362,True,True,288,236.4518364918398
386531,2009-01-31,India,Sri Lanka,Colombo,3.696798453569013,2.9025623238876253,101.66666666666671,55.99999999999997,325.66666666666663,213.66666666666663,216.0,20.99999999999999,279.0,247.5,131.39999999999998,44.2,396.6,264.0,4.019306581873842,5.03004403864254,4.755759233814001,6.624767880082084,True,False,256,305.6119158073694
351689,2009-02-01,Australia,New Zealand,Perth,3.1509790209790207,2.279844646651876,208.0,28.000000000000004,376.0,292.0,449.99999999999983,-106.99999999999994,129.00000000000006,289.5,228.0,4.600000000000003,255.6,241.8,2.8300130498974863,3.6858269446498,3.9754778543977696,4.827122418778957,True,False,181,246.8280204774406
386532,2009-02-03,India,Sri Lanka,Colombo,3.696798453569013,2.9025623238876253,136.49999999999997,35.10000000000001,312.0,224.25,231.33333333333331,9.499999999999996,269.3333333333333,250.33333333333331,264.4,7.200000000000002,307.6,286.0,4.443803857550996,5.03004403864254,4.610918566108329,6.624767880082084,True,False,363,345.01351115393265
386533,2009-02-05,India,Sri Lanka,Colombo,3.696798453569013,2.9025623238876253,116.09999999999997,45.30000000000001,387.9,252.0,184.49999999999997,37.60000000000002,372.50000000000006,278.5,287.5,7.900000000000002,334.9000000000001,311.2,4.313189879088979,5.03004403864254,3.8428676893254767,5.7854226937129125,True,False,332,348.60005521024016
351690,2009-02-06,Australia,New Zealand,Melbourne Cricket Ground,3.1509790209790207,2.279844646651876,410.80000000000007,-37.40000000000001,186.4,298.6,208.33333333333331,9.500000000000004,246.33333333333337,227.33333333333331,300.5,-20.700000000000006,176.29999999999995,238.4,2.717000820463808,3.6858269446498,3.8291957889978687,4.827122418778957,True,False,225,241.88446311246526
351691,2009-02-08,Australia,New Zealand,Sydney Cricket Ground,3.1509790209790207,2.279844646651876,399.1,-40.90000000000001,153.7,276.4,277.0,-3.0000000000000013,262.0,269.5,270.0,-13.6,188.4,229.2,2.649929772027144,3.6858269446498,3.8291957889978687,4.827122418778957,True,False,301,258.30117444904795
386534,2009-02-08,Sri Lanka,India,Colombo,2.9025623238876253,3.696798453569013,239.2,-3.200000000000002,220.0,229.6,226.5,-5.4,199.5,213.0,155.79999999999995,28.8,328.6,242.2,3.11524668897598,5.015920318670156,4.048550138839877,5.188351005013045,True,False,320,246.33645014422117
