match_id,match_date,team,opponent,location,runs_scored,opponent_base,opponent_trend,opponent_trend_predict,opponent_mean,location_base,location_trend,location_trend_predict,location_mean,current_base,current_trend,current_trend_predict,current_mean,is_train,noise
565815,2013-01-23,England,India,Chandigarh,257,288.1,-13.700000000000005,205.89999999999998,247.0,298.0,0.0,298.0,298.0,277.90000000000003,-13.700000000000003,195.70000000000002,236.8,True,False
573018,2013-01-23,Australia,Sri Lanka,Hobart,247,346.70000000000005,-45.500000000000014,73.69999999999993,210.2,287.0,-7.000000000000002,245.0,266.0,356.00000000000006,-47.40000000000001,71.59999999999997,213.8,True,False
567360,2013-01-25,New Zealand,South Africa,Potchefstroom,260,217.10000000000002,6.900000000000001,258.5,237.8,222.1,7.100000000000003,264.70000000000005,243.4,222.1,7.100000000000003,264.70000000000005,243.4,True,False
565816,2013-01-27,India,England,Dharamsala,226,246.0,7.000000000000001,288.0,267.0,172.09999999999997,16.700000000000006,272.3,222.2,172.09999999999997,16.700000000000006,272.3,222.2,True,False
573022,2013-02-01,West Indies,Australia,Perth,70,158.0,35.49999999999999,300.0,229.0,263.6,-12.400000000000002,189.20000000000002,226.4,263.6,-12.400000000000002,189.20000000000002,226.4,True,False
573023,2013-02-03,Australia,West Indies,Perth,266,298.8,-7.000000000000001,256.8,277.8,214.4,8.800000000000002,267.20000000000005,240.8,278.70000000000005,-23.300000000000004,138.90000000000003,208.8,True,False
573024,2013-02-06,Australia,West Indies,Canberra,329,327.5,-15.900000000000006,232.09999999999997,279.8,212.70000000000002,-0.09999999999999908,212.10000000000002,212.4,212.70000000000002,-0.09999999999999908,212.10000000000002,212.4,True,False
573025,2013-02-08,West Indies,Australia,Sydney Cricket Ground,220,273.0,-33.500000000000014,105.49999999999994,189.25,284.80000000000007,-32.40000000000001,90.39999999999998,187.6,284.80000000000007,-32.40000000000001,90.39999999999998,187.6,True,False
573026,2013-02-10,Australia,West Indies,Melbourne Cricket Ground,274,259.2,7.200000000000002,302.4,280.8,226.89999999999998,14.300000000000006,312.70000000000005,269.8,64.19999999999993,51.000000000000014,370.20000000000005,217.2,True,False
569240,2013-02-17,England,New Zealand,Hamilton,258,210.70000000000002,-1.1,204.10000000000002,207.4,255.29999999999998,-5.700000000000001,221.09999999999997,238.2,255.29999999999998,-5.700000000000001,221.09999999999997,238.2,True,False
569241,2013-02-20,New Zealand,England,Napier,269,207.99999999999997,9.400000000000002,264.4,236.2,352.0,-20.700000000000006,248.49999999999997,300.25,204.9,13.300000000000004,284.70000000000005,244.8,True,False
569242,2013-02-23,New Zealand,England,Auckland,185,229.2,6.600000000000003,268.8,249.0,415.99999999999994,-104.99999999999997,101.00000000000006,258.5,211.5,13.700000000000003,293.70000000000005,252.6,True,False
593985,2013-02-26,Zimbabwe,West Indies,Grenada,211,275.30000000000007,-25.500000000000007,122.30000000000001,198.8,217.8,5.0,247.8,232.8,217.8,5.0,247.8,232.8,True,False
567368,2013-03-10,South Africa,Pakistan,Bloemfontein,315,220.8,15.600000000000005,314.40000000000003,267.6,321.0,14.999999999999995,366.0,343.5,330.1,-27.500000000000007,165.09999999999997,247.6,True,False
567370,2013-03-17,South Africa,Pakistan,Johannesburg,343,239.89999999999998,14.700000000000003,328.1,284.0,312.0,0.0,312.0,312.0,232.29999999999998,5.3,264.09999999999997,248.2,True,False
567371,2013-03-21,South Africa,Pakistan,Durban,234,214.09999999999994,27.100000000000012,376.70000000000005,295.4,355.99999999999994,-66.99999999999997,155.00000000000003,255.5,151.69999999999993,35.90000000000001,367.1,259.4,True,False
567372,2013-03-24,Pakistan,South Africa,Benoni,205,110.89999999999999,26.900000000000002,272.3,191.6,227.5,2.5000000000000004,242.5,235.0,227.5,2.5000000000000004,242.5,235.0,True,False
623573,2013-05-03,Bangladesh,Zimbabwe,Bulawayo,269,188.6,7.6000000000000005,234.2,211.4,386.99999999999994,-66.99999999999997,186.00000000000003,286.5,210.6,2.000000000000001,222.6,216.6,True,False
623574,2013-05-05,Bangladesh,Zimbabwe,Bulawayo,252,193.5,11.500000000000004,262.5,228.0,331.6666666666667,-25.499999999999993,229.6666666666667,280.6666666666667,149.6,23.400000000000006,290.0,219.8,True,False
623575,2013-05-08,Bangladesh,Zimbabwe,Bulawayo,247,164.09999999999997,21.700000000000006,294.3,229.2,320.5,-18.800000000000008,226.49999999999994,273.5,136.5,29.900000000000002,315.9,226.2,True,False
601613,2013-05-26,Ireland,Pakistan,Dublin,229,338.0,-34.20000000000001,132.79999999999995,235.4,411.66666666666663,-82.49999999999999,81.66666666666669,246.66666666666666,338.0,-34.20000000000001,132.79999999999995,235.4,True,True
