batsman,country,total_runs,run_rate,average_score,opponent_variability,player_of_the_match,winning_contribution,run_rate_effectiveness,match_id
Q de Kock,South Africa,596,0.9122257053291536,49.666666666666664,5,2,0.2423841059602649,1.2197019867549668,649097
Q de Kock,South Africa,596,0.9122257053291536,49.666666666666664,5,2,0.2423841059602649,1.2197019867549668,649099
MN Samuels,West Indies,666,0.837248322147651,49.9,6,2,0.20981087470449172,1.2759625126646403,676529
V Kohli,India,695,0.9087248322147651,52.07692307692308,7,3,0.20235818992989166,1.1398617066007017,676531
Umar Akmal,Pakistan,801,1.4444444444444444,44.5,6,4,0.18886198547215496,1.8840589020111675,685731
Umar Akmal,Pakistan,801,1.4444444444444444,44.5,6,4,0.18886198547215496,1.8840589020111675,685733
MN Samuels,West Indies,666,0.837248322147651,49.9,6,2,0.20981087470449172,1.2759625126646403,676533
Umar Amin,Pakistan,801,0.8277777777777777,44.5,6,4,0.18886198547215496,1.239774011299435,685735
Q de Kock,South Africa,596,0.9122257053291536,49.666666666666664,5,2,0.2423841059602649,1.2197019867549668,648651
R McLaren,South Africa,596,0.9122257053291536,49.666666666666664,5,2,0.2423841059602649,1.2197019867549668,648653
Umar Akmal,Pakistan,507,1.56,54.5,6,1,0.13075060532687652,2.1195789473684212,657637
Sohaib Maqsood,Pakistan,801,1.4444444444444444,61.0,6,4,0.18886198547215496,1.8840589020111675,657639
Umar Akmal,Pakistan,801,1.4444444444444444,61.0,6,4,0.18886198547215496,1.8840589020111675,657641
TM Dilshan,Sri Lanka,740,1.03125,56.92307692307692,7,2,0.24548402037980546,1.4709031959240388,657643
NL McCullum,New Zealand,427,0.9736147757255936,49.5,4,2,0.25091174325309995,1.2350914258406902,661685
Umar Akmal,Pakistan,801,1.0,61.0,6,4,0.18886198547215496,1.300099042588313,657645
MJ Guptill,New Zealand,396,1.0307692307692307,49.5,4,2,0.25091174325309995,1.2350914258406902,661689
LMP Simmons,West Indies,499,1.1206896551724137,49.9,5,2,0.17494089834515367,1.1705604227506605,661693
RS Bopara,England,614,1.2468619246861925,37.333333333333336,6,2,0.1918081918081918,1.8471287748396181,636159
RS Bopara,England,614,1.2468619246861925,37.333333333333336,6,2,0.1918081918081918,1.8471287748396181,636160
NL McCullum,New Zealand,511,1.4876543209876543,49.5,4,2,0.25091174325309995,3.041401836158192,667641
RS Bopara,England,560,1.2468619246861925,37.333333333333336,6,2,0.1918081918081918,1.8471287748396181,636161
W Barresi,Netherlands,74,1.0422535211267605,37.0,2,0,0.7878787878787878,1.5757575757575757,696733
RML Taylor,Scotland,106,0.8636363636363636,53.0,2,0,,,696731
RS Bopara,England,560,1.2468619246861925,37.333333333333336,6,2,0.1918081918081918,1.8471287748396181,636162
SR Watson,Australia,833,1.2032085561497325,55.53333333333333,4,2,0.13956550362080317,1.235529005235,636163
TC Bastiampillai,Canada,86,0.8658536585365854,35.5,3,0,,,696747
V Kohli,India,1068,1.010406811731315,50.857142857142854,7,3,0.23653125900316913,1.2163723916532905,667647
RR Patel,Kenya,173,1.2285714285714286,86.5,2,1,0.3680851063829787,1.3462006079027355,696759
MJ Guptill,New Zealand,511,1.0,49.5,4,2,0.25091174325309995,1.2350914258406902,667649
TM Dilshan,Sri Lanka,740,1.03125,56.92307692307692,7,2,0.24548402037980546,1.4709031959240388,690355
TM Dilshan,Sri Lanka,740,0.9473684210526315,56.92307692307692,7,2,0.24548402037980546,1.2066002779064382,690357
Shamsur Rahman,Bangladesh,244,0.8490566037735849,45.75,3,1,0.16133333333333333,1.2333333333333332,690359
WTS Porterfield,Ireland,254,0.9056603773584906,63.5,4,1,0.3271461716937355,1.8346652917418578,702139
MDKJ Perera,Sri Lanka,740,0.9035409035409036,56.92307692307692,7,2,0.24548402037980546,1.2066002779064382,710291
Sohag Gazi,Bangladesh,244,0.9090909090909091,45.75,3,1,0.16133333333333333,1.3038095238095238,710293
V Kohli,India,1085,1.010406811731315,50.857142857142854,8,3,0.25320855614973264,1.1984628638220294,710297
LMP Simmons,West Indies,398,1.157258064516129,62.5,5,2,0.14068884997081144,1.6083391159721994,636533
Samiullah Shenwari,Afghanistan,40,1.1538461538461537,40.0,1,0,,,710299
LMP Simmons,West Indies,398,1.157258064516129,62.5,5,2,0.14068884997081144,1.6083391159721994,636534
V Kohli,India,1085,1.010406811731315,50.857142857142854,8,3,0.25320855614973264,1.1984628638220294,710301
MDKJ Perera,Sri Lanka,1119,0.9097560975609756,58.89473684210526,8,4,0.2545238801542569,1.1629783447048354,710303
Shakib Al Hasan,Bangladesh,202,0.875,30.666666666666668,3,0,0.13466666666666666,1.018840579710145,710305
Shapoor Zadran,Afghanistan,65,0.625,40.0,2,0,0.0,,710307
RS Bopara,England,614,1.2468619246861925,72.5,6,2,0.17132867132867133,1.8471287748396181,636535
Ziaur Rahman,Bangladesh,244,0.8947368421052632,45.75,3,1,0.16133333333333333,1.3526881720430106,710309
Umar Akmal,Pakistan,1203,1.0277777777777777,74.0,8,4,0.19663648124191463,1.2749949924170887,710311
WU Tharanga,Sri Lanka,661,0.8284671532846716,51.6,8,2,0.10842779694430754,1.0859460893960649,706767
TM Dilshan,Sri Lanka,1197,0.89395070948469,54.40909090909091,9,5,0.21982151244715828,1.1666208779035245,667891
TM Dilshan,Sri Lanka,1197,0.89395070948469,54.40909090909091,9,5,0.21982151244715828,1.1666208779035245,667893
TM Dilshan,Sri Lanka,1197,0.89395070948469,54.40909090909091,9,5,0.21982151244715828,1.1666208779035245,667895
RS Bopara,England,729,1.2963709677419355,40.5,7,3,0.13881151346332404,1.6578790290489456,667897
R McLaren,South Africa,563,0.9724770642201835,51.18181818181818,3,2,0.23655913978494625,1.1291180436595063,730083
TM Dilshan,Sri Lanka,1197,0.89395070948469,54.40909090909091,9,5,0.21982151244715828,1.1666208779035245,730085
R McLaren,South Africa,563,0.9724770642201835,51.18181818181818,3,2,0.23655913978494625,1.1291180436595063,730087
Usman Ghani,Afghanistan,233,2.3333333333333335,55.0,5,1,0.3087121212121212,2.691287878787879,756037
T Maruma,Zimbabwe,352,0.8672566371681416,42.833333333333336,3,1,0.3662551440329218,1.9649348422496569,756039
Usman Ghani,Afghanistan,233,2.3333333333333335,56.0,5,1,0.3087121212121212,2.691287878787879,756041
Q de Kock,South Africa,563,0.9724770642201835,51.18181818181818,3,2,0.23655913978494625,1.1291180436595063,736437
R McLaren,South Africa,563,0.9724770642201835,51.18181818181818,3,2,0.23655913978494625,1.1291180436595063,736439
Tamim Iqbal,Bangladesh,364,0.975,58.0,5,1,0.23404255319148937,1.243216358109975,730287
Sikandar Raza,Zimbabwe,352,0.8672566371681416,42.833333333333336,3,1,0.3662551440329218,1.9649348422496569,736441
LMP Simmons,West Indies,394,1.2535211267605635,89.0,5,3,0.1852112676056338,1.3815215235072407,730289
MG Johnson,Australia,661,1.346774193548387,55.083333333333336,2,3,0.15438432835820895,1.48338496198254,736443
LMP Simmons,West Indies,394,1.2535211267605635,89.0,5,3,0.1852112676056338,1.6563006632277082,730291
TM Dilshan,Sri Lanka,850,0.878099173553719,44.73684210526316,7,3,0.17458100558659218,1.1145872129112353,745161
MR Marsh,Australia,661,1.346774193548387,89.0,2,3,0.15438432835820895,1.48338496198254,736445
R McLaren,South Africa,563,0.89792663476874,51.18181818181818,3,2,0.23655913978494625,1.1026191390534708,736447
JE Root,England,613,1.2336065573770492,47.15384615384615,4,2,0.18146718146718147,1.5475117975117976,667725
MJ Clarke,Australia,661,1.346774193548387,55.083333333333336,2,3,0.15438432835820895,1.48338496198254,736449
PJ Hughes,Australia,661,1.2975609756097561,89.0,2,1,0.15438432835820895,1.137310551489656,736451
MM Ali,England,613,1.2336065573770492,47.15384615384615,4,2,0.18146718146718147,1.5475117975117976,667727
Q de Kock,South Africa,563,0.9724770642201835,51.18181818181818,3,2,0.23655913978494625,1.1291180436595063,736453
MM Ali,England,613,1.2336065573770492,47.15384615384615,4,2,0.18146718146718147,1.5475117975117976,667729
MR Marsh,Australia,661,1.346774193548387,89.0,2,3,0.15438432835820895,1.48338496198254,736455
RD Berrington,Scotland,192,1.1566265060240963,96.0,2,1,0.3287671232876712,1.204159102162073,727935
RD Berrington,Scotland,192,1.1566265060240963,96.0,2,1,0.3287671232876712,1.204159102162073,727937
SR Thompson,Ireland,145,0.9391304347826087,36.25,3,0,0.3426183844011142,1.451485608170845,727939
JP Faulkner,Australia,661,1.346774193548387,55.083333333333336,2,3,0.15438432835820895,1.48338496198254,727919
KA Pollard,West Indies,394,1.2535211267605635,89.0,5,3,0.1852112676056338,1.6563006632277082,770121
Wahab Riaz,Pakistan,895,1.405,56.25,6,2,0.2307017543859649,1.765347529128164,727921
V Kohli,India,1031,1.0218037661050545,51.55,9,3,0.24818142918271288,1.35106998264893,770123
JP Faulkner,Australia,661,1.346774193548387,55.083333333333336,2,3,0.15438432835820895,1.48338496198254,727923
V Kohli,India,1031,1.0218037661050545,51.55,9,3,0.24818142918271288,1.35106998264893,770127
NL McCullum,New Zealand,279,1.576271186440678,46.5,3,2,0.17579505300353357,2.061596530677803,749771
Q de Kock,South Africa,971,1.0851553509781358,54.357142857142854,6,4,0.20920991117344553,1.2836401154261579,749773
V Kohli,India,1031,1.0218037661050545,51.55,9,3,0.24818142918271288,1.2057945004590567,792289
TM Dilshan,Sri Lanka,874,0.875751503006012,41.61904761904762,7,3,0.16455368693402328,1.0860090645246818,792291
TM Dilshan,Sri Lanka,874,0.875751503006012,41.61904761904762,7,3,0.16455368693402328,1.0860090645246818,792293
V Kohli,India,1031,1.0218037661050545,51.55,8,3,0.212665810868635,1.2057945004590567,792295
MR Marsh,Australia,540,1.0458715596330275,51.333333333333336,4,2,0.13155555555555556,1.5040849673202616,754723
TM Dilshan,Sri Lanka,807,1.0303030303030303,35.5625,7,2,0.15239327296248384,1.3063917693354916,792297
SPD Smith,Australia,540,1.0458715596330275,51.333333333333336,4,2,0.13155555555555556,1.5040849673202616,754725
SPD Smith,Australia,540,0.9625,51.333333333333336,4,2,0.11777777777777777,1.5040849673202616,754727
Tamim Iqbal,Bangladesh,421,1.123456790123457,42.1,5,0,,,760787
R McLaren,South Africa,971,1.0851553509781358,54.357142857142854,6,4,0.20920991117344553,1.2836401154261579,754729
Tamim Iqbal,Bangladesh,421,1.6296296296296295,44.0,5,0,0.1685823754789272,1.9792819639562933,760789
Tamim Iqbal,Bangladesh,421,1.6296296296296295,44.0,5,0,0.1685823754789272,1.9792819639562933,760791
TM Dilshan,Sri Lanka,874,0.875751503006012,41.61904761904762,7,3,0.16455368693402328,1.0860090645246818,750663
Tamim Iqbal,Bangladesh,387,1.6296296296296295,44.0,5,0,0.1685823754789272,1.9792819639562933,760793
Usman Ghani,Afghanistan,319,0.9310344827586207,57.5,6,1,0.23666343355965083,1.3178520654239136,803795
MM Ali,England,543,1.1288981288981288,50.666666666666664,4,2,0.22171532846715328,1.4933730311179407,750665
Usman Ghani,Afghanistan,319,1.0384615384615385,57.5,6,1,0.23666343355965083,2.5575493048819915,803797
V Sibanda,Zimbabwe,470,0.8333333333333334,36.15384615384615,4,1,0.37557603686635943,1.306451612903226,760795
RS Bopara,England,543,1.1288981288981288,50.666666666666664,4,2,0.22171532846715328,1.4933730311179407,750669
NL McCullum,New Zealand,290,1.1126760563380282,48.6,3,2,0.24558303886925795,1.631392970057653,742619
TM Dilshan,Sri Lanka,874,0.875751503006012,41.61904761904762,7,3,0.16455368693402328,1.0860090645246818,750671
Shahid Afridi,Pakistan,680,1.3829787234042554,85.0,6,4,0.2778969957081545,1.746334763948498,742621
TM Dilshan,Sri Lanka,874,1.0303030303030303,41.61904761904762,7,3,0.16455368693402328,1.3063917693354916,750673
Umar Akmal,Pakistan,680,1.3829787234042554,85.0,6,4,0.2778969957081545,1.746334763948498,742623
TM Dilshan,Sri Lanka,874,1.0303030303030303,41.61904761904762,7,3,0.16455368693402328,1.3063917693354916,750675
TWM Latham,New Zealand,290,1.576271186440678,48.6,3,2,0.24558303886925795,2.061596530677803,742625
TWM Latham,New Zealand,290,1.1126760563380282,48.6,3,2,0.24558303886925795,1.6045229681978799,742627
RML Taylor,Scotland,337,1.2444444444444445,67.4,3,1,0.3751522533495737,1.3429692786574638,812623
TM Dilshan,Sri Lanka,1158,1.1772151898734178,48.25,7,5,0.18380931930427313,1.4863255704999316,749781
RML Taylor,Scotland,337,1.2444444444444445,67.4,3,1,0.3751522533495737,1.3429692786574638,810829
RD Berrington,Scotland,337,1.0125,67.4,3,1,0.3751522533495737,1.092661388550548,812645
TWM Latham,New Zealand,290,1.2147651006711409,48.333333333333336,4,2,0.24558303886925795,1.6708041014570965,749783
MM Ali,England,543,1.1288981288981288,50.666666666666664,4,2,0.22171532846715328,1.4933730311179407,754751
Usman Ghani,Afghanistan,319,1.0384615384615385,57.5,6,1,0.23666343355965083,2.5575493048819915,810833
RR Rossouw,South Africa,862,1.1340482573726542,56.4,4,3,0.2083897158322057,1.3657080709916236,722341
V Kohli,India,970,1.0928571428571427,57.05882352941177,7,2,0.23655547991831177,1.3298571585943526,754749
TM Dilshan,Sri Lanka,1158,1.1772151898734178,48.25,8,5,0.18380931930427313,1.4863255704999316,749787
V Kohli,India,970,1.0928571428571427,57.05882352941177,7,2,0.23655547991831177,1.301157249829816,754753
MN Samuels,West Indies,555,1.59375,57.166666666666664,5,1,0.2337748344370861,1.6857615894039735,722343
MJ Guptill,New Zealand,354,1.2147651006711409,48.6,4,2,0.24558303886925795,1.6708041014570965,749789
MM Ali,England,543,1.1288981288981288,50.666666666666664,4,2,0.22171532846715328,1.4933730311179407,754755
WD Parnell,South Africa,846,1.1340482573726542,56.4,4,3,0.19891745602165087,1.3657080709916236,722345
MJ Guptill,New Zealand,354,1.2147651006711409,48.6,4,2,0.24558303886925795,1.6708041014570965,749791
RR Rossouw,South Africa,862,0.9049295774647887,55.93333333333333,4,3,0.2083897158322057,1.093857452316796,722347
TM Dilshan,Sri Lanka,1158,1.1772151898734178,48.25,8,5,0.18380931930427313,1.4863255704999316,749793
V Kohli,India,970,1.0928571428571427,57.05882352941177,7,2,0.23655547991831177,1.301157249829816,754759
Umar Akmal,Pakistan,680,1.3829787234042554,85.0,6,4,0.2778969957081545,1.746334763948498,749795
SPD Smith,Australia,641,1.0596026490066226,49.30769230769231,5,4,0.20351845463953086,1.420677020671552,754761
MJ Guptill,New Zealand,354,1.2147651006711409,48.6,4,2,0.24558303886925795,1.6708041014570965,749797
MJ Guptill,New Zealand,753,1.2147651006711409,68.45454545454545,4,4,0.25875251509054326,1.6708041014570965,656399
SPD Smith,Australia,641,1.0596026490066226,49.30769230769231,5,4,0.20351845463953086,1.420677020671552,656401
Q de Kock,South Africa,862,1.1340482573726542,56.4,4,3,0.2083897158322057,1.3657080709916236,656403
V Kohli,India,970,1.0928571428571427,57.05882352941177,7,2,0.23655547991831177,1.3298571585943526,656405
MN Samuels,West Indies,555,1.0432330827067668,57.166666666666664,5,1,0.2337748344370861,1.3440782635896713,656407
RML Taylor,Scotland,337,1.2444444444444445,67.4,3,1,0.3751522533495737,1.3429692786574638,656409
Tamim Iqbal,Bangladesh,607,1.2028985507246377,43.357142857142854,6,1,0.18849557522123894,1.4945748364755675,656411
SCJ Broad,England,805,0.9590643274853801,42.5,4,3,0.2552881108679796,1.3272242087847574,656415
MN Samuels,West Indies,555,1.0432330827067668,57.166666666666664,5,1,0.2337748344370861,1.3440782635896713,656417
V Kohli,India,970,1.0928571428571427,57.05882352941177,7,2,0.23655547991831177,1.3298571585943526,656423
Samiullah Shenwari,Afghanistan,471,0.9833333333333333,39.5,8,1,0.19797979797979798,2.315247715247715,656421
SCJ Broad,England,805,0.9590643274853801,42.5,4,3,0.2552881108679796,1.3272242087847574,656425
Shaiman Anwar,United Arab Emirates,215,0.8421052631578947,53.75,2,1,0.2921875,1.1778808593749999,656429
TM Dilshan,Sri Lanka,1158,0.8654708520179372,48.25,8,5,0.18380931930427313,1.057841388649082,656433
RD Berrington,Scotland,337,1.0125,67.4,3,1,0.3751522533495737,1.092661388550548,656431
RR Rossouw,South Africa,862,1.1340482573726542,56.4,4,3,0.2083897158322057,1.3657080709916236,656435
Shaiman Anwar,United Arab Emirates,215,0.8421052631578947,53.75,2,1,0.2921875,1.1778808593749999,656439
SPD Smith,Australia,641,1.0596026490066226,49.30769230769231,5,4,0.20351845463953086,1.420677020671552,656437
Umar Akmal,Pakistan,610,1.4901960784313726,38.125,6,1,0.25309734513274335,1.804052535468465,656443
MM Ali,England,805,0.9590643274853801,42.5,4,3,0.2552881108679796,1.3272242087847574,656441
RR Rossouw,South Africa,862,1.1340482573726542,56.4,4,3,0.2083897158322057,1.3657080709916236,656445
SPD Smith,Australia,641,1.0596026490066226,49.30769230769231,5,4,0.20351845463953086,1.420677020671552,656449
Umar Akmal,Pakistan,610,1.4901960784313726,38.125,6,1,0.25309734513274335,1.804052535468465,656447
