batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score
Younis Khan,Pakistan,750,0.9986684420772304,56.916666666666664,3.5317634173055863,2.16355766993158,3,0.17023526301876818,1.1135547919053073,0.02783551917811304,5.1225006038603835
SK Raina,India,669,0.9240331491712708,37.86666666666667,3.6967984535690133,2.5979082120336545,4,0.14464962121212122,1.0991528541787299,0.02871601449551304,5.03004403864254
KC Sangakkara,Sri Lanka,857,0.7840805123513266,45.10526315789474,2.9025623238876253,2.6568925648043136,3,0.23134328358208955,1.002023017442906,0.023534736601801234,5.015920318670156
V Sehwag,India,703,1.2398589065255732,52.083333333333336,3.6967984535690133,2.7385392470287937,2,0.13612689393939395,1.3880289270914272,0.025667182748589628,4.999239319312604
MS Dhoni,India,902,0.8185117967332124,41.73684210526316,3.6967984535690133,2.948966246534413,2,0.15009469696969696,0.9906665199714991,0.04598630349974593,4.907149758657368
Yuvraj Singh,India,805,0.9675480769230769,36.59090909090909,3.6967984535690133,2.7513019515079615,2,0.15577651515151514,1.1246074588548112,0.027863231681009674,4.748063572414989
Salman Butt,Pakistan,752,0.8449438202247191,50.13333333333333,3.5317634173055863,1.8573220183587789,2,0.18715305313243458,0.9440119118222313,0.020776172716155356,4.628829457207544
G Gambhir,India,878,0.8824120603015075,41.35,3.6967984535690133,2.7841294697506593,1,0.15388257575757575,0.9777998022838236,0.02848859242462558,4.605303859266584
ST Jayasuriya,Sri Lanka,550,1.0377358490566038,39.285714285714285,2.9025623238876253,3.1539150024234606,1,0.16154521510096576,1.4702659450328401,0.023307331277971948,4.217215428164244
KP Pietersen,England,428,0.8611670020120724,42.8,1.9434912142743468,2.8296286290393153,2,0.23007856341189675,1.1594599525634008,0.021553414961304817,4.02382408864397
AC Gilchrist,Australia,302,0.9966996699669967,37.75,3.1509790209790207,3.3989599049384926,2,0.08193523214982443,1.0809942392875995,0.022631038253813778,4.005014462363376
SR Tendulkar,India,372,0.8473804100227791,46.5,3.6967984535690133,2.937938870868088,1,0.08641098484848485,0.9794613294464838,0.023110744602878906,3.9915965519850882
Shoaib Malik,Pakistan,579,0.875945537065053,41.84615384615385,3.5317634173055863,1.835508885441818,1,0.0922548242135871,0.9624864065422595,0.02689661568762823,3.803901367380759
JP Duminy,South Africa,446,0.7585034013605442,35.6,2.903333848213366,1.2819761494903237,2,0.20573183213920163,0.9783163038912324,0.03928236295722882,3.6918507613699103
MEK Hussey,Australia,496,0.7713841368584758,35.42857142857143,3.1509790209790207,2.3594314893209445,1,0.1314865392118611,0.9900904871108965,0.04016737437152184,3.6858269446498
SB Styris,New Zealand,178,0.7911111111111111,35.6,2.279844646651876,1.9434912142743468,3,0.20806241872561768,1.1941915908105765,0.025131499040989238,3.676572403067513
GC Smith,South Africa,422,0.82421875,46.888888888888886,2.903333848213366,1.2084744756254322,1,0.20061412487205732,1.0423487582826052,0.02859348193736337,3.615890797440999
Misbah-ul-Haq,Pakistan,529,0.977818853974122,37.642857142857146,3.5317634173055863,1.9684581403080461,0,0.10520750726936294,1.0447232227880594,0.049132649190252876,3.544913858421112
CH Gayle,West Indies,335,0.8792650918635171,47.857142857142854,1.1489262410949157,3.224286463202126,1,0.23008849557522124,0.8614288797755234,0.023208940125727544,3.5259593652830437
SE Marsh,Australia,321,0.7588652482269503,45.857142857142854,3.1509790209790207,0.9984696931543139,2,0.12524385485758877,0.9297061566260726,0.03179585372763576,3.522381585845106
S Chanderpaul,West Indies,427,0.7261904761904762,47.44444444444444,1.1489262410949157,3.125447529563996,0,0.2743362831858407,1.3159568584070798,0.03780920255650654,3.5213798834329246
Nasir Jamshed,Pakistan,302,1.0066666666666666,43.142857142857146,3.5317634173055863,1.5665982123513014,1,0.07983082209886333,1.0966093928980527,0.04339046729367432,3.4868074913541713
A Symonds,Australia,326,0.8337595907928389,29.636363636363637,3.1509790209790207,2.785314360253881,1,0.09325009754194304,1.1349042879135702,0.03352281562126719,3.46574848119916
L Ronchi,Australia,76,2.054054054054054,38.0,3.1509790209790207,1.1489262410949157,1,0.0296527506827936,2.516476679566808,0.02719641466102106,3.4326467992574567
J Louw,South Africa,23,3.2857142857142856,23.0,2.903333848213366,0.7978609625668449,0,0.011770726714431934,4.1500219330311445,0.0,3.402167238765296
BAW Mendis,Sri Lanka,54,1.0,5.571428571428571,2.9025623238876253,2.5253173362106276,4,0.02019315188762072,1.873403381574103,0.18478728707195916,3.374899583392456
Mohammad Ashraful,Bangladesh,408,0.6754966887417219,18.6875,0.7978609625668449,3.245238193576983,1,0.38652482269503546,0.9223887814313346,0.04845229094131289,3.336357176868855
