batsman,country,total_runs,run_rate,average_score,opponent_variability,player_of_the_match,winning_contribution,run_rate_effectiveness,match_id
WU Tharanga,Sri Lanka,1155,1.3,57.75,5,5,0.2328854766474728,1.8129238643634038,446957
Shahid Afridi,Pakistan,507,1.4122562674094707,45.5,6,3,0.2049571020019066,1.801516007049604,461569
SR Watson,Australia,711,0.9041916167664671,43.0,7,2,0.12434631028471818,1.121285112427076,446959
Umar Akmal,Pakistan,507,1.4122562674094707,34.5,6,3,0.2049571020019066,1.801516007049604,461570
SB Styris,New Zealand,481,1.0405405405405406,43.166666666666664,4,3,0.2216949152542373,1.2174019453593181,467883
Shakib Al Hasan,Bangladesh,582,0.8466076696165191,36.375,6,1,0.15411764705882353,1.4538431372549019,486520
Yuvraj Singh,India,871,0.8541666666666666,41.0,7,3,0.14183698596404826,0.9708196162370012,467884
Tamim Iqbal,Bangladesh,582,1.0,36.375,6,1,0.15411764705882353,1.4538431372549019,486522
V Kohli,India,871,0.8541666666666666,41.0,7,3,0.14183698596404826,0.9708196162370012,467885
T Taibu,Zimbabwe,513,0.757754800590842,35.083333333333336,5,3,0.24977293369663942,1.3191526764524917,486523
Yuvraj Singh,India,871,1.1285714285714286,41.0,7,3,0.14183698596404826,1.5891593502733004,467886
Yuvraj Singh,India,871,0.9137931034482759,53.0,7,3,0.14183698596404826,0.9916431362482531,467887
Tamim Iqbal,Bangladesh,787,1.0,35.77272727272727,6,1,0.20236087689713322,1.2155968311354288,486526
Yuvraj Singh,India,722,1.3076923076923077,102.0,7,2,0.15987933634992457,1.4745562130177514,463150
JP Duminy,South Africa,1006,1.2142857142857142,67.06666666666666,4,3,0.2657777777777778,1.3435716905023836,463151
SR Watson,Australia,695,0.9636363636363636,43.4375,7,2,0.13487133984028393,1.8321713778679172,446962
Yuvraj Singh,India,722,0.947841726618705,38.0,7,2,0.15987933634992457,1.105664031550962,463152
TT Bresnan,England,808,0.9786096256684492,57.714285714285715,3,3,0.19505198996055934,1.165045715310147,446963
MJ Guptill,New Zealand,481,0.843859649122807,40.083333333333336,4,3,0.2216949152542373,1.0088024754075646,473923
SR Watson,Australia,695,0.9636363636363636,43.4375,7,2,0.13487133984028393,1.8321713778679172,446964
SR Watson,Australia,695,0.9636363636363636,43.4375,7,2,0.13487133984028393,1.8321713778679172,446965
SB Styris,New Zealand,642,1.626865671641791,38.18181818181818,5,3,0.2197112366603892,2.0112994350282487,473925
PD Collingwood,England,808,0.9284731774415406,57.714285714285715,3,3,0.19505198996055934,1.1325738872099576,446966
Younis Khan,Pakistan,554,1.3645320197044335,40.416666666666664,6,2,0.20324714371617558,1.822284147074784,473926
SR Watson,Australia,695,0.9759036144578314,43.4375,7,2,0.13487133984028393,1.8321713778679172,446967
SB Styris,New Zealand,642,1.626865671641791,38.18181818181818,5,3,0.2197112366603892,1.8178411145777704,473927
Younis Khan,Pakistan,554,1.3645320197044335,40.416666666666664,6,2,0.20324714371617558,1.822284147074784,473928
SM Davies,England,808,1.052863436123348,57.714285714285715,3,2,0.19505198996055934,1.3663134162808641,446968
S Chanderpaul,West Indies,411,1.1923076923076923,42.42857142857143,3,1,0.3068181818181818,1.2954545454545456,464992
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.2881542351453856,433558
ZE Surkari,Canada,21,0.7857142857142857,21.0,1,0,,,433560
T Taibu,Zimbabwe,622,0.85625,36.588235294117645,5,3,0.26988382484361034,1.451818244311542,433561
RS Bopara,England,808,1.4109589041095891,57.714285714285715,3,2,0.19505198996055934,1.878771551724138,433562
SR Waters,Kenya,16,1.0,16.0,1,0,,,433563
JP Duminy,South Africa,1006,1.0446521287642783,67.06666666666666,4,3,0.2657777777777778,1.1019285288216474,433564
SR Watson,Australia,695,0.8763157894736842,43.4375,7,2,0.13487133984028393,1.0323314108251995,433565
WTS Porterfield,Ireland,133,1.1367521367521367,44.333333333333336,3,1,0.3592592592592593,1.6949667616334283,433566
WU Tharanga,Sri Lanka,724,0.9823609226594301,44.5,8,3,0.20301318267419963,1.1814184630574296,433567
W Barresi,Netherlands,119,1.0818181818181818,119.0,2,1,,,433569
Rizwan Cheema,Canada,38,0.6666666666666666,38.0,1,0,,,433570
WU Tharanga,Sri Lanka,724,0.9823609226594301,44.5,8,3,0.20301318267419963,1.1814184630574296,433571
WTS Porterfield,Ireland,133,1.1367521367521367,44.333333333333336,3,1,0.3592592592592593,1.6949667616334283,433572
W Barresi,Netherlands,119,1.0818181818181818,119.0,2,1,,,433573
ZE Surkari,Canada,38,0.6666666666666666,38.0,1,0,,,433574
DS Smith,West Indies,411,0.9340909090909091,44.5,3,1,0.3068181818181818,1.2954545454545456,433576
MJ Guptill,New Zealand,355,0.8855721393034826,23.666666666666668,5,1,0.12052730696798493,0.9492858690398813,433575
YK Pathan,India,722,1.3076923076923077,102.0,7,4,0.1616519174041298,1.4745562130177514,433578
JP Duminy,South Africa,1006,1.0446521287642783,67.06666666666666,4,3,0.2657777777777778,1.3703912186884324,433579
ZE Surkari,Canada,21,0.6666666666666666,21.0,1,0,,,433580
Younis Khan,Pakistan,554,1.3645320197044335,40.416666666666664,6,2,0.20324714371617558,1.822284147074784,433581
YK Pathan,India,722,1.3076923076923077,102.0,7,4,0.1616519174041298,1.4745562130177514,433582
T Taibu,Zimbabwe,622,0.8046571798188874,36.588235294117645,5,3,0.26988382484361034,1.451818244311542,433583
WTS Porterfield,Ireland,133,1.1367521367521367,44.333333333333336,3,1,0.3592592592592593,1.6949667616334283,433584
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.2881542351453856,433585
JP Duminy,South Africa,1006,1.0446521287642783,67.06666666666666,4,3,0.2657777777777778,1.1019285288216474,433586
TM Odoyo,Kenya,57,0.7368421052631579,26.5,3,0,,,433588
ZE Surkari,Canada,21,0.6666666666666666,21.0,1,0,0.0,,433587
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.3689602446483182,433590
WTS Porterfield,Ireland,133,1.1367521367521367,44.333333333333336,3,1,0.3592592592592593,1.6949667616334283,433591
SR Watson,Australia,695,0.8763157894736842,43.4375,7,2,0.13487133984028393,1.0323314108251995,433592
KA Pollard,West Indies,411,1.3631284916201116,44.5,3,1,0.3068181818181818,2.057615075687365,433593
SB Styris,New Zealand,642,1.626865671641791,38.18181818181818,5,3,0.2197112366603892,1.8178411145777704,433594
WTS Porterfield,Ireland,133,1.1367521367521367,44.333333333333336,3,1,0.3592592592592593,1.6949667616334283,433595
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.2881542351453856,433597
Younis Khan,Pakistan,554,1.3645320197044335,40.416666666666664,6,2,0.20324714371617558,1.822284147074784,433596
TM Odoyo,Kenya,57,1.0,26.5,3,0,,,433598
KA Pollard,West Indies,244,1.3631284916201116,44.5,3,1,0.2467948717948718,2.057615075687365,433599
Mohammad Hafeez,Pakistan,485,0.8559322033898306,40.416666666666664,5,1,0.15153337342152737,0.9517271330259905,433600
Yuvraj Singh,India,942,1.0175438596491229,58.0,10,4,0.1870967741935484,1.2091348833062125,433601
JP Duminy,South Africa,1204,0.9925803792250618,57.333333333333336,8,3,0.24332953249714936,1.1260280998843966,433602
WU Tharanga,Sri Lanka,724,0.9823609226594301,42.588235294117645,8,3,0.20301318267419963,1.1814184630574296,433603
WU Tharanga,Sri Lanka,724,0.9823609226594301,44.5,8,3,0.20301318267419963,1.1814184630574296,433604
Younis Khan,Pakistan,554,1.3645320197044335,40.416666666666664,6,2,0.20324714371617558,1.822284147074784,433605
Yuvraj Singh,India,942,1.0175438596491229,58.0,10,4,0.1870967741935484,1.2091348833062125,433606
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.2881542351453856,503363
SR Watson,Australia,876,0.9221052631578948,41.714285714285715,10,3,0.17354675652906487,1.1431919522763478,503364
Tamim Iqbal,Bangladesh,502,0.9878048780487805,37.38461538461539,6,2,0.1836283185840708,1.3689602446483182,503365
Mohammad Hafeez,Pakistan,698,0.7896825396825397,40.166666666666664,9,2,0.12551505546751188,0.9647253629728597,489213
Umar Akmal,Pakistan,698,0.856353591160221,40.166666666666664,9,2,0.12551505546751188,1.0350668647845467,489214
Umar Akmal,Pakistan,707,1.3339622641509434,40.166666666666664,9,4,0.12551505546751188,1.831548504068407,489215
LMP Simmons,West Indies,126,0.7974683544303798,42.0,2,0,0.0,,489217
YK Pathan,India,842,1.1885964912280702,54.5,9,2,0.1631753031973539,1.4444907357719214,489221
YK Pathan,India,842,1.1885964912280702,54.5,9,2,0.1631753031973539,1.4444907357719214,489223
YK Pathan,India,842,1.1885964912280702,54.5,9,2,0.1631753031973539,1.4444907357719214,489224
RR Sarwan,West Indies,363,1.1906976744186046,42.0,8,1,0.23045267489711935,1.684638224722613,489225
TT Bresnan,England,1116,0.925,55.8,8,2,0.21737232649498037,1.1839431659115882,474468
TM Dilshan,Sri Lanka,738,0.9391891891891891,47.93333333333333,9,3,0.22406938923021322,1.168373989770265,474469
TM Dilshan,Sri Lanka,738,1.0095238095238095,47.93333333333333,9,3,0.22406938923021322,1.370097471902888,474471
SR Watson,Australia,915,1.1010830324909748,53.8235294117647,9,4,0.23861620342992312,1.3139566705659418,516206
V Sibanda,Zimbabwe,418,1.0517241379310345,61.0,7,1,0.24742268041237114,1.233336295769641,522246
V Sibanda,Zimbabwe,418,1.0517241379310345,61.0,7,1,0.24742268041237114,1.233336295769641,522247
SR Watson,Australia,915,1.1010830324909748,53.8235294117647,9,4,0.23861620342992312,1.3139566705659418,516207
SR Watson,Australia,915,1.1010830324909748,53.8235294117647,9,4,0.23861620342992312,1.3139566705659418,516208
Tamim Iqbal,Bangladesh,601,0.8466135458167331,33.388888888888886,9,2,0.1846793349168646,1.4564185801002902,522248
Tamim Iqbal,Bangladesh,601,0.8888888888888888,33.388888888888886,9,2,0.1846793349168646,1.4564185801002902,522249
SR Watson,Australia,915,1.1010830324909748,53.8235294117647,9,4,0.23861620342992312,1.3139566705659418,516209
V Sibanda,Zimbabwe,418,1.0517241379310345,61.0,7,1,0.21262886597938144,1.233336295769641,522250
WU Tharanga,Sri Lanka,738,0.9391891891891891,47.93333333333333,9,3,0.22406938923021322,1.168373989770265,516210
SR Patel,England,454,0.8497854077253219,66.0,8,1,0.07364144235652616,1.0682664635178603,474478
V Sibanda,Zimbabwe,418,1.0517241379310345,61.0,7,1,0.21262886597938144,1.5416745775583824,523732
Mohammad Hafeez,Pakistan,840,0.7588075880758808,32.30769230769231,10,3,0.14198726819817326,0.9700312004629745,523733
V Sibanda,Zimbabwe,418,1.0517241379310345,61.0,7,1,0.21262886597938144,1.233336295769641,523734
Rizwan Cheema,Canada,215,1.027027027027027,42.5,6,0,0.3763440860215054,1.9755996691480564,523804
Usman Limbada,Canada,215,1.027027027027027,50.0,6,0,0.3763440860215054,1.9755996691480564,523805
Tamim Iqbal,Bangladesh,601,0.8466135458167331,33.388888888888886,9,2,0.1846793349168646,1.4564185801002902,531983
TT Bresnan,England,894,0.9873417721518988,55.875,7,3,0.24506217995610827,1.0682664635178603,521218
MN Samuels,West Indies,469,0.8193430656934306,49.888888888888886,8,2,0.18181818181818182,1.0780532598714418,531984
V Kohli,India,894,0.9335989375830013,50.214285714285715,10,2,0.16815826660386246,1.1106973011636223,521219
Tamim Iqbal,Bangladesh,597,0.8189300411522634,29.85,8,2,0.20974983964079538,1.3376841358071476,531985
V Kohli,India,894,1.2272727272727273,50.214285714285715,10,2,0.16815826660386246,1.442072922601123,521220
MJ Guptill,New Zealand,613,0.8967136150234741,34.05555555555556,8,1,0.1933287950987066,1.0103875148122936,527014
RJ Nicol,New Zealand,613,0.9002770083102493,108.0,8,1,0.1933287950987066,1.5832628909551987,527015
V Kohli,India,894,0.9777227722772277,50.214285714285715,10,2,0.16815826660386246,1.1457383344907504,521221
SR Watson,Australia,1100,1.0913978494623655,50.0,9,4,0.23908577298407807,1.3693767183298589,514026
TT Bresnan,England,894,0.9873417721518988,55.875,8,3,0.24506217995610827,1.0682664635178603,521222
V Sibanda,Zimbabwe,734,0.8074807480748075,43.0,7,1,0.22489082969432314,1.0966551118714267,527016
SR Watson,Australia,1100,1.0546500479386385,50.0,9,4,0.23908577298407807,1.3114033070395326,514027
Younis Khan,Pakistan,840,0.7716262975778547,34.30769230769231,10,3,0.14198726819817326,1.0239691558441557,530427
Younis Khan,Pakistan,713,1.2777777777777777,44.5625,8,4,0.18748043818466353,1.9596672432254345,530428
WU Tharanga,Sri Lanka,811,0.875615763546798,47.705882352941174,9,3,0.20797227036395147,1.0924661025588744,530429
WU Tharanga,Sri Lanka,811,0.875615763546798,47.705882352941174,9,3,0.20797227036395147,1.0924661025588744,530430
Younis Khan,Pakistan,713,1.2777777777777777,44.5625,8,4,0.18748043818466353,1.9596672432254345,530431
V Sehwag,India,894,1.1423841059602649,50.214285714285715,10,2,0.16815826660386246,1.365185221687464,536929
Younis Khan,Pakistan,713,1.2777777777777777,44.5625,8,4,0.18748043818466353,1.9596672432254345,538069
V Sehwag,India,894,1.1423841059602649,50.214285714285715,10,2,0.16815826660386246,1.365185221687464,536930
Tamim Iqbal,Bangladesh,614,0.8189300411522634,30.7,9,2,0.20974983964079538,1.3376841358071476,538070
V Sehwag,India,894,1.1423841059602649,50.214285714285715,10,2,0.16815826660386246,1.365185221687464,536931
Tamim Iqbal,Bangladesh,614,0.8189300411522634,30.7,9,2,0.20974983964079538,1.3376841358071476,538071
MN Samuels,West Indies,449,1.233009708737864,49.888888888888886,8,2,0.18181818181818182,2.062817237267927,536932
MN Samuels,West Indies,449,1.233009708737864,49.888888888888886,8,2,0.18181818181818182,2.062817237267927,536933
WU Tharanga,Sri Lanka,811,0.875615763546798,47.705882352941174,9,3,0.20797227036395147,1.0924661025588744,514035
JP Duminy,South Africa,490,1.0671641791044777,53.625,9,2,0.19119170984455958,1.3123494855141211,514036
WU Tharanga,Sri Lanka,962,1.1379310344827587,41.82608695652174,10,3,0.20138648180242635,1.0924661025588744,514038
WU Tharanga,Sri Lanka,962,1.1379310344827587,41.82608695652174,10,3,0.20138648180242635,1.0924661025588744,514039
T Taibu,Zimbabwe,739,1.0251046025104602,46.1875,7,1,0.232,1.5145263157894735,520592
T Taibu,Zimbabwe,739,1.0251046025104602,46.1875,7,1,0.232,1.5145263157894735,520593
V Sehwag,India,914,1.161904761904762,61.666666666666664,9,2,0.16991150442477876,1.355057929669306,518957
T Taibu,Zimbabwe,739,1.0251046025104602,46.1875,7,1,0.232,1.5145263157894735,520594
WU Tharanga,Sri Lanka,962,0.8553054662379421,42.04761904761905,10,3,0.20138648180242635,1.0924661025588744,518958
V Sehwag,India,914,1.161904761904762,61.666666666666664,9,2,0.16991150442477876,1.355057929669306,518959
Younis Khan,Pakistan,720,0.8655692729766804,37.89473684210526,9,4,0.18024411013340902,1.1649719088808022,531631
Younis Khan,Pakistan,720,1.2056451612903225,37.89473684210526,9,6,0.18024411013340902,1.5368987616592558,531632
KP Pietersen,England,650,0.9090909090909091,59.09090909090909,6,3,0.2242152466367713,1.1900655398413247,531633
T Mishra,Kenya,243,0.6923076923076923,40.5,6,1,,,543881
V Kohli,India,914,1.023980815347722,61.666666666666664,9,2,0.16991150442477876,1.1599432629174993,518962
SO Ngoche,Kenya,65,0.717948717948718,16.25,5,0,0.08522727272727272,0.6525974025974025,543882
SR Patel,England,744,0.9525547445255474,59.09090909090909,8,3,0.2242152466367713,1.2691441441441442,531634
V Sehwag,India,914,1.161904761904762,55.45454545454545,9,2,0.16991150442477876,1.355057929669306,518963
TM Dilshan,Sri Lanka,962,1.1379310344827587,42.04761904761905,10,3,0.19549393414211438,1.0924661025588744,518964
JP Duminy,South Africa,490,1.0671641791044777,53.625,9,2,0.19119170984455958,1.3123494855141211,520600
V Sehwag,India,914,1.161904761904762,55.45454545454545,9,2,0.16991150442477876,1.355057929669306,518965
V Sehwag,India,914,1.161904761904762,55.45454545454545,9,2,0.16991150442477876,1.355057929669306,518966
JP Duminy,South Africa,490,1.0671641791044777,53.625,9,2,0.19119170984455958,1.3123494855141211,520601
SR Watson,Australia,693,1.1398026315789473,46.2,7,3,0.208810888252149,1.4514903207771332,518967
JP Duminy,South Africa,490,1.4705882352941178,53.625,9,2,0.19119170984455958,1.5886924718073758,520602
WU Tharanga,Sri Lanka,962,0.8556149732620321,42.04761904761905,10,3,0.20138648180242635,1.0924661025588744,518968
TM Dilshan,Sri Lanka,962,0.8553054662379421,42.04761904761905,10,3,0.19549393414211438,1.0924661025588744,518969
WU Tharanga,Sri Lanka,962,0.8556149732620321,42.04761904761905,10,3,0.20138648180242635,1.0924661025588744,518970
Tamim Iqbal,Bangladesh,485,0.7412731006160165,31.75,7,2,0.21428571428571427,1.9285714285714286,535794
WU Tharanga,Sri Lanka,962,0.9705882352941176,42.04761904761905,10,3,0.20138648180242635,1.0924661025588744,535795
Younis Khan,Pakistan,720,0.8655692729766804,54.0,9,4,0.18024411013340902,1.1649719088808022,535796
MN Samuels,West Indies,416,1.2566037735849056,28.153846153846153,4,2,0.18979744936234058,2.456114028507127,540168
Tamim Iqbal,Bangladesh,485,0.9090909090909091,31.75,7,2,0.21428571428571427,1.9285714285714286,535797
V Kohli,India,914,1.023980815347722,61.666666666666664,9,2,0.16991150442477876,1.1599432629174993,535798
Tamim Iqbal,Bangladesh,485,0.8488372093023255,31.75,7,2,0.21428571428571427,1.9285714285714286,535800
SR Watson,Australia,693,1.1398026315789473,57.25,7,3,0.208810888252149,1.4514903207771332,540171
MN Samuels,West Indies,416,1.2566037735849056,28.153846153846153,4,2,0.18979744936234058,2.456114028507127,540172
Younis Khan,Pakistan,689,1.1129032258064515,36.3125,6,5,0.18535714285714286,1.5577085053674649,562440
Younis Khan,Pakistan,689,1.1129032258064515,36.3125,6,5,0.18535714285714286,1.5577085053674649,562442
WU Tharanga,Sri Lanka,1239,0.8015686274509803,41.3,5,2,0.21039755351681957,1.1432765399737876,562443
RS Bopara,England,734,0.8929440389294404,56.46153846153846,3,3,0.3214814814814815,1.4204629629629628,534210
SR Watson,Australia,681,0.9035639412997903,49.166666666666664,4,2,0.19491177677472302,1.2263032526442532,534215
RS Bopara,England,734,1.0387596899224807,56.46153846153846,3,3,0.3214814814814815,1.4204629629629628,534216
Samiullah Shenwari,Afghanistan,78,1.1851851851851851,39.0,2,0,,,555892
RS Bopara,England,734,0.8929440389294404,56.46153846153846,3,3,0.3214814814814815,1.4204629629629628,534218
TWM Latham,New Zealand,483,1.6296296296296295,60.375,2,2,0.28781512605042014,1.6889718850503164,560924
MN Samuels,West Indies,435,1.3621621621621622,89.0,5,2,0.24830188679245283,2.2304208998548622,560925
TWM Latham,New Zealand,483,1.6296296296296295,60.375,2,2,0.28781512605042014,1.6889718850503164,560926
TWM Latham,New Zealand,483,1.2153846153846153,60.375,2,2,0.28781512605042014,1.271745318825911,560927
WU Tharanga,Sri Lanka,1239,0.8015686274509803,41.3,5,2,0.21039755351681957,1.1432765399737876,564781
WU Tharanga,Sri Lanka,1022,0.8015686274509803,34.06666666666667,5,2,0.1688073394495413,0.9658715596330275,564782
V Sehwag,India,1313,1.0970149253731343,59.68181818181818,6,6,0.27536945812807884,1.2376490879698578,564783
V Sehwag,India,1313,1.0970149253731343,59.68181818181818,6,6,0.27536945812807884,1.2376490879698578,564784
WU Tharanga,Sri Lanka,1022,1.1785714285714286,34.06666666666667,5,3,0.1688073394495413,1.5685093703442328,564785
Nawroz Mangal,Afghanistan,78,1.1851851851851851,39.0,2,0,,,571947
RS Bopara,England,735,1.0387596899224807,52.5,4,4,0.29728395061728397,1.1888362949742635,534229
MS Wade,Australia,681,0.9035639412997903,49.166666666666664,5,2,0.19491177677472302,1.2263032526442532,571145
RS Bopara,England,735,1.0387596899224807,52.5,4,4,0.29728395061728397,1.1888362949742635,534230
Nasir Jamshed,Pakistan,713,0.9113924050632911,43.714285714285715,7,3,0.18535714285714286,1.0969480519480521,571146
RS Bopara,England,735,0.9675324675324676,52.5,4,4,0.29728395061728397,1.2775166511371088,534231
MS Wade,Australia,802,0.8985507246376812,49.23076923076923,7,2,0.21212121212121213,1.2383292383292384,571147
HM Amla,South Africa,633,1.0993788819875776,63.3,4,1,0.2826834862385321,1.19767401276426,534232
Tamim Iqbal,Bangladesh,253,0.8875,42.166666666666664,2,1,0.2491103202846975,1.8951546673966602,587471
MN Samuels,West Indies,468,1.3346456692913387,40.833333333333336,5,1,0.20061967467079783,1.9417429306404264,587472
MN Samuels,West Indies,468,1.3169642857142858,40.833333333333336,5,1,0.20061967467079783,1.9417429306404264,587473
Tamim Iqbal,Bangladesh,253,1.2758620689655173,64.66666666666667,2,1,0.2491103202846975,3.4824324324324327,587474
Tamim Iqbal,Bangladesh,253,0.8875,64.66666666666667,2,1,0.2491103202846975,1.8951546673966602,587475
Younis Khan,Pakistan,447,0.9152542372881356,51.57142857142857,6,1,0.166510757717493,1.1258115409854377,589308
V Sehwag,India,980,0.973630831643002,65.33333333333333,4,5,0.32599118942731276,1.3164295146143243,589309
Younis Khan,Pakistan,447,1.02803738317757,51.57142857142857,6,1,0.166510757717493,1.59046374918354,589310
V Kohli,India,980,0.973630831643002,65.33333333333333,4,5,0.32599118942731276,1.3164295146143243,565812
WU Tharanga,Sri Lanka,862,1.1833333333333333,37.47826086956522,4,4,0.20652622883106153,1.4767369600083355,573014
WU Tharanga,Sri Lanka,862,0.8109125117591721,37.47826086956522,4,1,0.20652622883106153,1.0937455659922246,573015
SR Patel,England,670,1.0069444444444444,65.0,5,3,0.24189136381398985,1.4233196561156702,565813
WU Tharanga,Sri Lanka,862,1.1833333333333333,37.47826086956522,4,4,0.20652622883106153,1.4767369600083355,573016
RJ Nicol,New Zealand,373,0.9911504424778761,56.0,3,2,0.22296730930427494,1.3233711803703423,567358
Yuvraj Singh,India,980,0.9315589353612167,65.33333333333333,4,5,0.32599118942731276,1.0983591793405676,565814
RK Kleinveldt,South Africa,241,1.2380952380952381,34.42857142857143,3,0,0.1275465013286094,1.2804472984942428,567359
V Kohli,India,980,0.973630831643002,65.33333333333333,4,5,0.32599118942731276,1.3164295146143243,565815
TM Dilshan,Sri Lanka,862,1.1833333333333333,37.47826086956522,4,4,0.20652622883106153,1.4767369600083355,573018
Q de Kock,South Africa,241,0.8832684824902723,34.42857142857143,3,0,0.1275465013286094,1.2804472984942428,567360
KP Pietersen,England,670,0.9765625,65.0,5,3,0.24189136381398985,1.303718471614801,565816
UT Khawaja,Australia,146,1.0138888888888888,20.857142857142858,3,0,0.03731343283582089,1.3798355162960705,573022
KA Pollard,West Indies,395,1.0903225806451613,28.214285714285715,4,2,0.12239221140472879,1.4797163150686385,573023
KA Pollard,West Indies,395,1.2285714285714286,28.214285714285715,4,2,0.12239221140472879,1.7023341597629558,573024
SR Watson,Australia,685,1.0138888888888888,60.5,6,2,0.10900473933649289,1.3798355162960705,573025
KOA Powell,West Indies,395,1.0903225806451613,31.0,4,2,0.12239221140472879,1.4797163150686385,573026
NL McCullum,New Zealand,373,0.9911504424778761,56.0,3,1,0.11902766135792121,1.3233711803703423,569240
JE Root,England,670,0.8627450980392157,53.111111111111114,5,3,0.24189136381398985,1.0245187128735391,569241
JE Root,England,670,1.5909090909090908,53.111111111111114,5,3,0.24189136381398985,1.303718471614801,569242
RR Sarwan,West Indies,204,0.768595041322314,31.0,3,0,0.05146036161335188,0.9098262149425442,593985
Younis Khan,Pakistan,602,0.9354838709677419,60.2,4,2,0.2870991797166294,1.6023489932885906,567368
Younis Khan,Pakistan,602,1.0,60.2,4,2,0.2870991797166294,1.7091722595078298,567370
Younis Khan,Pakistan,467,1.0,35.92307692307692,4,1,0.17822520507084266,1.7091722595078298,567371
Q de Kock,South Africa,513,0.9327272727272727,64.125,3,3,0.3083832335329341,1.1086377245508983,567372
RW Chakabva,Zimbabwe,66,0.7704918032786885,33.0,1,0,,,623573
V Sibanda,Zimbabwe,66,0.9090909090909091,33.0,1,0,,,623574
V Sibanda,Zimbabwe,53,0.9090909090909091,26.5,1,0,,,623575
Shoaib Malik,Pakistan,512,0.8209876543209876,52.0,5,2,0.28748890860692106,1.1831932773109244,601613
MJ Guptill,New Zealand,409,1.0594059405940595,57.6,3,1,0.25053763440860216,1.2479050797182054,566923
JE Root,England,777,1.0196078431372548,48.0,5,2,0.2628372497824195,1.4338499830924705,566924
NL McCullum,New Zealand,409,1.0594059405940595,40.9,3,1,0.25053763440860216,1.2479050797182054,566925
R McLaren,South Africa,540,0.9513513513513514,60.0,3,3,0.28440366972477066,1.3556942815754984,578614
MN Samuels,West Indies,481,0.8938356164383562,43.5,4,2,0.2030787448194198,1.2240142095914743,578615
SR Watson,Australia,524,0.9523809523809523,70.0,5,2,0.1757627847013322,1.1749853694773826,578616
NL McCullum,New Zealand,409,1.0594059405940595,40.9,3,1,0.25053763440860216,1.2479050797182054,578617
Shoaib Malik,Pakistan,512,0.8209876543209876,52.0,6,2,0.28748890860692106,1.4282837233656906,578618
V Kohli,India,495,1.1875,114.0,4,3,0.21153846153846154,1.3383273703041145,578619
TM Dilshan,Sri Lanka,411,0.9787234042553191,82.2,4,1,0.19748427672955976,1.522117400419287,578621
NL McCullum,New Zealand,409,1.0594059405940595,40.9,3,1,0.25053763440860216,1.2479050797182054,578624
SR Watson,Australia,524,1.086021505376344,70.0,5,2,0.1757627847013322,1.4002332862668059,578625
JE Root,England,777,0.9784172661870504,48.0,5,2,0.2628372497824195,1.4338499830924705,566946
V Kohli,India,552,1.1875,114.0,4,3,0.21153846153846154,1.3383273703041145,566947
RS Bopara,England,777,0.9784172661870504,48.0,5,2,0.2628372497824195,1.4338499830924705,566948
MN Samuels,West Indies,481,0.8938356164383562,43.5,4,2,0.2030787448194198,1.2240142095914743,597923
MN Samuels,West Indies,481,0.8938356164383562,43.5,4,2,0.2030787448194198,1.304217269451488,597924
V Kohli,India,552,1.1875,114.0,4,3,0.21153846153846154,1.3460536113179447,597925
V Kohli,India,552,1.1875,114.0,5,3,0.21153846153846154,1.3460536113179447,597929
MN Samuels,West Indies,481,0.8938356164383562,43.5,4,2,0.2030787448194198,1.304217269451488,645635
Shahid Afridi,Pakistan,512,1.5255474452554745,51.55555555555556,6,2,0.28748890860692106,1.8408234334707192,645637
R McLaren,South Africa,540,0.9513513513513514,60.0,3,1,0.2562254259501966,1.3556942815754984,635653
V Kohli,India,552,1.1875,114.0,4,3,0.21153846153846154,1.3383273703041145,643665
Umar Akmal,Pakistan,512,1.5255474452554745,51.55555555555556,6,2,0.28748890860692106,1.8408234334707192,645643
V Sibanda,Zimbabwe,239,0.9753086419753086,47.8,3,1,0.3173277661795407,1.32230740271741,643667
WU Tharanga,Sri Lanka,411,0.8195121951219512,82.2,5,1,0.19748427672955976,1.1957134799774392,635655
V Kohli,India,552,1.1875,114.0,4,3,0.21153846153846154,1.3383273703041145,643669
TM Dilshan,Sri Lanka,411,0.8195121951219512,82.2,5,1,0.19748427672955976,1.0106366545294052,635656
Q de Kock,South Africa,540,0.9912280701754386,60.0,3,3,0.28440366972477066,1.3814952279957584,635657
SK Raina,India,552,0.8363636363636363,42.46153846153846,4,2,0.14494518879415347,1.078298439546802,643675
S Dhawan,India,263,1.1875,114.0,4,3,0.06862745098039216,1.3460536113179447,643677
V Sibanda,Zimbabwe,239,0.9753086419753086,47.8,3,1,0.3173277661795407,1.32230740271741,659549
W Barresi,Netherlands,55,0.8208955223880597,55.0,1,0,,,660827
V Sibanda,Zimbabwe,239,0.9753086419753086,47.8,3,1,0.3173277661795407,1.32230740271741,659551
