batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score
V Kohli,India,1113,0.9578313253012049,41.22222222222222,3.2471131639722866,2.162031644848707,4,0.19105312208760486,1.1544486526144635,0.026392996796241273,5.711893384461928
S Dhawan,India,1016,0.9477611940298507,48.38095238095238,3.2471131639722866,2.063099743093168,3,0.2141192917054986,1.0962544436417256,0.023660123775737545,5.5145296170205285
Mohammad Hafeez,Pakistan,1048,0.8232521602513747,37.42857142857143,2.7662813454738644,2.2984040750643726,4,0.20503597122302158,1.1358127218541787,0.023537592155847064,5.419400726621607
Misbah-ul-Haq,Pakistan,1166,0.705384150030248,43.18518518518518,2.7662813454738644,2.2977034034496864,4,0.13908872901678657,0.8652349231725729,0.03683540223740055,5.273632829446202
AB de Villiers,South Africa,1001,0.9363891487371375,45.5,2.7501531590535944,2.7160551836137015,2,0.2086286594761171,1.1353760239568915,0.026372598186725667,5.202310298042368
RG Sharma,India,1075,0.8187357197258187,46.73913043478261,3.2471131639722866,2.0634043048824044,2,0.21062441752096925,0.981558578949073,0.020154790498870732,5.178391637704521
GJ Bailey,Australia,913,1.0446224256292906,57.0625,2.5919378247181792,2.552763319254562,2,0.17439372325249644,1.1156122379374875,0.0211323354709885,5.15002570348028
KC Sangakkara,Sri Lanka,813,0.8594080338266384,54.2,2.5337376838572547,2.6446816576243775,2,0.23173803526448364,1.1500154905103785,0.020356631388367463,5.115783606475054
HM Amla,South Africa,765,0.827027027027027,42.5,2.7501531590535944,2.730731998935511,2,0.16425269645608628,0.9751396601622503,0.02561157494962891,4.716318512343008
SR Watson,Australia,637,1.0391517128874388,49.0,2.5919378247181792,2.5035413384436813,2,0.1398002853067047,1.1231474618504709,0.020560005416876807,4.6586839330739265
Q de Kock,South Africa,640,0.862533692722372,42.666666666666664,2.7501531590535944,2.6003600766540824,2,0.15285053929121725,1.031406528702382,0.02448021370340632,4.571543333825675
MS Dhoni,India,753,0.9389027431421446,37.65,3.2471131639722866,2.3215612240675148,2,0.07735321528424977,1.1215054756527263,0.03224433723815157,4.526306279863438
TM Dilshan,Sri Lanka,671,0.746384872080089,39.470588235294116,2.5337376838572547,2.644358116008366,2,0.19311502938706968,0.8756225436703615,0.03309263782017146,4.493333199007646
PJ Hughes,Australia,648,0.7448275862068966,40.5,2.5919378247181792,2.524034922186374,2,0.17118402282453637,0.8550864256998351,0.0240553331734427,4.402074123815353
MJ Guptill,New Zealand,398,0.9149425287356322,44.22222222222222,1.8486641173259504,2.244870005270582,2,0.25091174325309995,1.2350914258406902,0.015901699167460728,4.318936512198914
IR Bell,England,645,0.7526254375729288,40.3125,2.0666022036693827,2.518697279546525,2,0.20259179265658747,0.9304602435928837,0.02859132299477955,4.314242494987815
J Charles,West Indies,573,0.8451327433628318,40.92857142857143,1.8367750271238783,2.6916273254080383,2,0.18592375366568914,1.0912255187899031,0.024145137223730274,4.270742545048795
Shahid Afridi,Pakistan,433,1.3833865814696487,21.65,2.7662813454738644,2.290533229627059,2,0.07134292565947242,1.7316123979429174,0.041669427205359315,4.179340559348817
Ahmed Shehzad,Pakistan,778,0.7111517367458866,40.94736842105263,2.7662813454738644,2.243562130689205,1,0.13758992805755396,0.8793608948457672,0.028828203530883445,4.139760127956289
RA Jadeja,India,460,0.7863247863247863,24.210526315789473,3.2471131639722866,2.1847019521921096,3,0.0603448275862069,1.0186882083433808,0.056110761052919296,4.101526632124481
DM Bravo,West Indies,679,0.7388465723612623,37.72222222222222,1.8367750271238783,2.5708005518446195,1,0.21818181818181817,1.060865996306177,0.03347849051094945,4.057773239730553
SK Raina,India,756,0.8262295081967214,30.24,3.2471131639722866,2.1078141303495896,1,0.0929636533084809,0.9673028408908314,0.041417899664253965,4.035571429124954
DPMD Jayawardene,Sri Lanka,471,0.8120689655172414,36.23076923076923,2.5337376838572547,2.6239685858515056,1,0.12090680100755667,1.0357062584770393,0.03188112031603936,3.872247991612732
WTS Porterfield,Ireland,254,0.7405247813411079,58.333333333333336,1.689153498769138,1.8465832259329416,0,0.3271461716937355,1.0728987351246164,0.017988598841356902,3.841388839594862
EJG Morgan,England,555,0.8865814696485623,29.210526315789473,2.0666022036693827,2.5218662804390597,1,0.16587473002159828,1.1253379526592187,0.03424251725059606,3.8178878607085984
DJG Sammy,West Indies,366,0.9865229110512129,26.142857142857142,1.8367750271238783,2.810197364085705,2,0.08093841642228738,1.6763591247462215,0.05405123396514883,3.8111185514957446
JP Faulkner,Australia,379,1.2070063694267517,34.45454545454545,2.5919378247181792,2.3683464610748435,1,0.0681169757489301,1.1644218576636551,0.02969736011111209,3.7825835163867056
KS Williamson,New Zealand,435,0.8285714285714286,36.25,1.8486641173259504,2.2572656344856328,1,0.21517140773158278,1.0746023948810535,0.02337840678345484,3.7720068577141
JC Buttler,England,298,1.2468619246861925,22.923076923076923,2.0666022036693827,2.3452076934330957,2,0.056155507559395246,1.8084779723646203,0.03864557392133768,3.73938292986983
VD Philander,South Africa,28,0.9032258064516129,14.0,2.7501531590535944,3.0066972547230755,1,0.004314329738058551,3.3246224961479194,1.0,3.704057923742102
