country,win_ratio,effective_win_by_runs,effective_win_by_wickets,matches_played,win_count,match_id
Australia,0.45,200,-20,20,9,350049
West Indies,0.2222222222222222,-107,-9,9,2,415274
New Zealand,0.5714285714285714,-90,17,7,4,415275
Sri Lanka,0.47058823529411764,147,1,17,8,415276
Australia,0.45,200,-20,20,9,415277
Pakistan,0.5,-366,9,10,5,415278
England,0.42857142857142855,-149,0,7,3,415280
New Zealand,0.5714285714285714,-90,17,7,4,415279
England,0.42857142857142855,-149,0,7,3,415282
West Indies,0.14285714285714285,-209,-20,14,2,415284
Pakistan,0.5,-366,9,10,5,415283
England,0.42857142857142855,-149,0,7,3,415285
Pakistan,0.5,-70,0,18,9,415286
New Zealand,0.5714285714285714,-90,17,7,4,415287
Australia,0.45,200,-20,20,9,416236
Bangladesh,0.75,-67,34,12,9,422626
India,0.75,451,-4,12,9,416237
Zimbabwe,0.25,34,-34,12,3,422627
Australia,0.45,200,-20,20,9,416238
Zimbabwe,0.25,34,-34,12,3,422628
Australia,0.45,200,-20,20,9,416239
Zimbabwe,0.25,34,-34,12,3,422629
Pakistan,0.5,-70,0,18,9,426720
Australia,0.5882352941176471,260,4,34,20,416240
Zimbabwe,0.25,34,-34,12,3,422630
New Zealand,0.5714285714285714,-90,17,7,4,426721
India,0.75,451,-4,12,9,416241
South Africa,0.75,152,21,12,9,430508
New Zealand,0.5,-223,9,16,8,426722
South Africa,0.75,152,21,12,9,430509
South Africa,0.75,152,21,12,9,387566
South Africa,0.6666666666666666,167,19,15,10,387567
South Africa,0.6666666666666666,167,19,15,10,387568
India,0.55,160,3,20,11,430886
India,0.55,160,3,20,11,430887
Sri Lanka,0.42105263157894735,112,-13,19,8,430888
Sri Lanka,0.42105263157894735,112,-13,19,8,430889
Bangladesh,0.8125,-6,47,16,13,434258
India,0.55,160,3,20,11,434259
Bangladesh,0.8125,-6,47,16,13,434260
Bangladesh,0.8125,-6,47,16,13,434261
Sri Lanka,0.42105263157894735,112,-13,19,8,434262
Bangladesh,0.8125,-6,47,16,13,434263
India,0.55,160,3,20,11,434264
Pakistan,0.3888888888888889,102,-17,18,7,406202
Australia,0.6176470588235294,258,13,34,21,406203
Australia,0.6176470588235294,258,13,34,21,406204
Australia,0.6176470588235294,258,13,34,21,406205
Pakistan,0.3888888888888889,102,-17,18,7,406206
New Zealand,0.4666666666666667,-216,0,15,7,423783
Australia,0.6176470588235294,258,13,34,21,406192
Bangladesh,0.8125,-6,47,16,13,423784
West Indies,0.16666666666666666,-185,-16,12,2,406193
Bangladesh,0.8125,-6,47,16,13,423785
Australia,0.6176470588235294,258,13,34,21,406195
Australia,0.6176470588235294,258,13,34,21,406196
India,0.5416666666666666,2,19,24,13,441827
India,0.5416666666666666,2,19,24,13,441828
South Africa,0.5833333333333334,245,-2,12,7,441829
Bangladesh,0.8125,-6,47,16,13,426420
Bangladesh,0.8125,-6,47,16,13,426421
Australia,0.6176470588235294,258,13,34,21,423791
Zimbabwe,0.16666666666666666,-237,-30,12,2,439140
England,0.4444444444444444,-181,0,18,8,426422
Zimbabwe,0.16666666666666666,-237,-30,12,2,439141
New Zealand,0.4666666666666667,-216,0,15,7,423793
West Indies,0.16666666666666666,-185,-16,12,2,439142
Zimbabwe,0.16666666666666666,-237,-30,12,2,439143
New Zealand,0.4666666666666667,-216,0,15,7,423795
Zimbabwe,0.16666666666666666,-237,-30,12,2,439144
South Africa,0.5,283,-9,10,5,439148
South Africa,0.5,283,-9,10,5,439149
India,0.56,8,27,25,14,452146
West Indies,0.2631578947368421,-329,-12,19,5,439150
Sri Lanka,0.5263157894736842,-93,12,19,10,452147
Zimbabwe,0.17647058823529413,-376,-42,17,3,452148
West Indies,0.2631578947368421,-329,-12,19,5,439151
India,0.56,8,27,25,14,452149
India,0.56,8,27,25,14,452150
Sri Lanka,0.5263157894736842,-93,12,19,10,452151
Zimbabwe,0.17647058823529413,-376,-42,17,3,452152
Sri Lanka,0.5263157894736842,-93,12,19,10,455231
Bangladesh,0.4782608695652174,-159,-8,23,11,455232
Sri Lanka,0.5263157894736842,-93,12,19,10,455233
Pakistan,0.29411764705882354,48,-21,17,5,455234
Pakistan,0.29411764705882354,48,-21,17,5,455235
India,0.56,8,27,25,14,455236
Australia,0.8275862068965517,688,49,29,24,426387
Australia,0.8275862068965517,688,49,29,24,426388
India,0.56,8,27,25,14,455237
Australia,0.8275862068965517,688,49,29,24,426389
Australia,0.8275862068965517,688,49,29,24,426390
Australia,0.8275862068965517,688,49,29,24,426391
Canada,1.0,0,9,1,1,450379
Bangladesh,0.4782608695652174,-159,-8,23,11,426403
Bangladesh,0.4782608695652174,-159,-8,23,11,426404
England,0.47058823529411764,-199,2,17,8,426405
New Zealand,0.625,71,-4,16,10,456662
New Zealand,0.625,71,-4,16,10,456664
Sri Lanka,0.5652173913043478,210,16,23,13,456663
Afghanistan,0.0,0,0,0,0,450501
India,0.5483870967741935,69,25,31,17,456666
India,0.5483870967741935,69,25,31,17,456665
Sri Lanka,0.5652173913043478,210,16,23,13,456668
England,0.5909090909090909,-137,23,22,13,426428
Pakistan,0.26666666666666666,-71,-12,15,4,426429
Pakistan,0.26666666666666666,-71,-12,15,4,426430
Pakistan,0.26666666666666666,-71,-12,15,4,426431
England,0.5909090909090909,-137,23,22,13,426432
New Zealand,0.6666666666666666,225,1,12,8,476598
Bangladesh,0.23809523809523808,-595,-43,21,5,476599
South Africa,0.6666666666666666,389,-6,12,8,463143
Zimbabwe,0.29411764705882354,-396,-22,17,5,463144
Bangladesh,0.23809523809523808,-595,-43,21,5,476600
Australia,0.7083333333333334,643,10,24,17,464529
South Africa,0.6666666666666666,389,-6,12,8,463145
Pakistan,0.26666666666666666,-71,-12,15,4,461566
South Africa,0.6666666666666666,389,-6,12,8,461567
South Africa,0.6666666666666666,389,-6,12,8,461568
Australia,0.7083333333333334,643,10,24,17,446957
South Africa,0.6666666666666666,389,-6,12,8,461569
Sri Lanka,0.6363636363636364,132,27,22,14,446959
South Africa,0.6666666666666666,389,-6,12,8,461570
India,0.5161290322580645,47,10,31,16,467883
Zimbabwe,0.29411764705882354,-396,-22,17,5,486520
New Zealand,0.6666666666666666,225,1,12,8,467884
Zimbabwe,0.29411764705882354,-396,-22,17,5,486522
New Zealand,0.6666666666666666,225,1,12,8,467885
Bangladesh,0.23809523809523808,-595,-43,21,5,486523
New Zealand,0.6666666666666666,225,1,12,8,467886
New Zealand,0.6666666666666666,225,1,12,8,467887
Zimbabwe,0.29411764705882354,-396,-22,17,5,486526
South Africa,0.7333333333333333,415,22,15,11,463150
India,0.6086956521739131,16,19,23,14,463151
England,0.6875,148,27,16,11,446962
South Africa,0.7333333333333333,415,22,15,11,463152
Australia,0.6666666666666666,711,12,21,14,446963
Pakistan,0.2777777777777778,-335,-20,18,5,473923
England,0.6875,148,27,16,11,446964
England,0.6875,148,27,16,11,446965
Pakistan,0.2777777777777778,-335,-20,18,5,473925
Australia,0.6666666666666666,711,12,21,14,446966
New Zealand,0.35294117647058826,240,-36,17,6,473926
England,0.6875,148,27,16,11,446967
Pakistan,0.2777777777777778,-335,-20,18,5,473927
New Zealand,0.35294117647058826,240,-36,17,6,473928
Australia,0.6666666666666666,711,12,21,14,446968
Sri Lanka,0.6666666666666666,135,14,15,10,464992
India,0.6086956521739131,16,19,23,14,433558
Sri Lanka,0.6666666666666666,135,14,15,10,433560
Australia,0.6666666666666666,711,12,21,14,433561
Netherlands,0.0,0,-9,1,0,433562
Pakistan,0.2777777777777778,-335,-20,18,5,433563
West Indies,0.3076923076923077,-233,-4,13,4,433564
New Zealand,0.35294117647058826,240,-36,17,6,433565
Bangladesh,0.4375,-381,-1,16,7,433566
Pakistan,0.2777777777777778,-335,-20,18,5,433567
West Indies,0.3076923076923077,-233,-4,13,4,433569
Zimbabwe,0.29411764705882354,-531,-29,17,5,433570
Kenya,0.0,0,0,0,0,433571
England,0.6875,148,27,16,11,433572
South Africa,0.7333333333333333,415,22,15,11,433573
Pakistan,0.2777777777777778,-335,-20,18,5,433574
Bangladesh,0.4375,-381,-1,16,7,433576
Zimbabwe,0.29411764705882354,-531,-29,17,5,433575
Ireland,0.6666666666666666,-39,14,3,2,433578
England,0.6875,148,27,16,11,433579
Kenya,0.0,0,0,0,0,433580
New Zealand,0.35294117647058826,240,-36,17,6,433581
Netherlands,0.0,0,-9,1,0,433582
Sri Lanka,0.6666666666666666,135,14,15,10,433583
West Indies,0.3076923076923077,-233,-4,13,4,433584
England,0.6875,148,27,16,11,433585
India,0.6086956521739131,16,19,23,14,433586
Australia,0.6666666666666666,711,12,21,14,433588
New Zealand,0.35294117647058826,240,-36,17,6,433587
Netherlands,0.0,0,-9,1,0,433590
South Africa,0.7368421052631579,838,30,19,14,433591
Canada,0.0,0,-5,1,0,433592
England,0.4583333333333333,-24,8,24,11,433593
Sri Lanka,0.6666666666666666,135,14,15,10,433594
Netherlands,0.0,0,-9,1,0,433595
South Africa,0.7368421052631579,838,30,19,14,433597
Australia,0.7,443,19,20,14,433596
Zimbabwe,0.29411764705882354,-531,-29,17,5,433598
India,0.6538461538461539,-95,32,26,17,433599
West Indies,0.3076923076923077,-233,-4,13,4,433600
Australia,0.7,443,19,20,14,433601
New Zealand,0.3181818181818182,111,-20,22,7,433602
England,0.4583333333333333,-24,8,24,11,433603
New Zealand,0.3181818181818182,111,-20,22,7,433604
India,0.6538461538461539,-95,32,26,17,433605
Sri Lanka,0.6666666666666666,135,14,15,10,433606
Australia,0.7,443,19,20,14,503363
Bangladesh,0.4375,-381,-1,16,7,503364
Australia,0.7,443,19,20,14,503365
West Indies,0.25,51,-16,12,3,489213
West Indies,0.25,51,-16,12,3,489214
West Indies,0.25,51,-16,12,3,489215
Pakistan,0.5217391304347826,159,-16,23,12,489217
West Indies,0.25,51,-16,12,3,489221
West Indies,0.25,51,-16,12,3,489223
West Indies,0.25,51,-16,12,3,489224
India,0.7692307692307693,14,55,26,20,489225
Sri Lanka,0.7333333333333333,550,16,15,11,474468
England,0.4090909090909091,72,-11,22,9,474469
England,0.4090909090909091,72,-11,22,9,474471
Sri Lanka,0.7333333333333333,550,16,15,11,516206
Bangladesh,0.5625,-324,9,16,9,522246
Bangladesh,0.5625,-324,9,16,9,522247
Sri Lanka,0.7333333333333333,550,16,15,11,516207
Sri Lanka,0.7333333333333333,550,16,15,11,516208
Zimbabwe,0.25,-286,-30,12,3,522248
Zimbabwe,0.25,-286,-30,12,3,522249
Sri Lanka,0.7333333333333333,550,16,15,11,516209
Bangladesh,0.5625,-324,9,16,9,522250
Australia,0.7368421052631579,410,28,19,14,516210
India,0.8095238095238095,-1,55,21,17,474478
Pakistan,0.5769230769230769,7,5,26,15,523732
Zimbabwe,0.25,-286,-30,12,3,523733
Pakistan,0.5769230769230769,7,5,26,15,523734
Ireland,0.3333333333333333,-202,4,6,2,523804
Ireland,0.3333333333333333,-202,4,6,2,523805
West Indies,0.375,238,-16,16,6,531983
India,0.8095238095238095,-1,55,21,17,521218
Bangladesh,0.5,-236,-3,20,10,531984
England,0.38095238095238093,-78,-23,21,8,521219
West Indies,0.375,238,-16,16,6,531985
England,0.38095238095238093,-78,-23,21,8,521220
Zimbabwe,0.3333333333333333,-343,-27,18,6,527014
Zimbabwe,0.3333333333333333,-343,-27,18,6,527015
England,0.38095238095238093,-78,-23,21,8,521221
South Africa,0.6,706,14,15,9,514026
India,0.8095238095238095,-1,55,21,17,521222
New Zealand,0.3888888888888889,77,-15,18,7,527016
South Africa,0.6,706,14,15,9,514027
Sri Lanka,0.6470588235294118,607,8,17,11,530427
Sri Lanka,0.6470588235294118,607,8,17,11,530428
Pakistan,0.7368421052631579,183,25,19,14,530429
Pakistan,0.7368421052631579,183,25,19,14,530430
Sri Lanka,0.6470588235294118,607,8,17,11,530431
West Indies,0.375,238,-16,16,6,536929
Bangladesh,0.5,-236,-3,20,10,538069
West Indies,0.375,238,-16,16,6,536930
Pakistan,0.7368421052631579,183,25,19,14,538070
West Indies,0.375,238,-16,16,6,536931
Pakistan,0.7368421052631579,183,25,19,14,538071
India,0.8,180,62,25,20,536932
India,0.8,180,62,25,20,536933
South Africa,0.5833333333333334,727,5,12,7,514035
Sri Lanka,0.5217391304347826,327,-3,23,12,514036
South Africa,0.5833333333333334,727,5,12,7,514038
South Africa,0.5833333333333334,727,5,12,7,514039
New Zealand,0.6153846153846154,160,20,13,8,520592
New Zealand,0.6153846153846154,160,20,13,8,520593
Sri Lanka,0.5217391304347826,327,-3,23,12,518957
New Zealand,0.6153846153846154,160,20,13,8,520594
Australia,0.6875,119,33,16,11,518958
Australia,0.6875,119,33,16,11,518959
England,0.3333333333333333,-250,-27,15,5,531631
England,0.3333333333333333,-250,-27,15,5,531632
Pakistan,0.8181818181818182,312,48,22,18,531633
Ireland,0.5,-13,4,8,4,543881
Australia,0.6875,119,33,16,11,518962
Ireland,0.5,-13,4,8,4,543882
Pakistan,0.8181818181818182,312,48,22,18,531634
Sri Lanka,0.5217391304347826,327,-3,23,12,518963
Australia,0.6875,119,33,16,11,518964
New Zealand,0.6153846153846154,160,20,13,8,520600
Australia,0.6875,119,33,16,11,518965
Sri Lanka,0.5217391304347826,327,-3,23,12,518966
New Zealand,0.6153846153846154,160,20,13,8,520601
Sri Lanka,0.5217391304347826,327,-3,23,12,518967
New Zealand,0.6153846153846154,160,20,13,8,520602
Australia,0.6875,119,33,16,11,518968
Australia,0.6875,119,33,16,11,518969
Australia,0.6875,119,33,16,11,518970
Pakistan,0.8181818181818182,312,48,22,18,535794
India,0.782608695652174,485,36,23,18,535795
Sri Lanka,0.45161290322580644,-63,-10,31,14,535796
Australia,0.6875,119,33,16,11,540168
India,0.782608695652174,485,36,23,18,535797
Pakistan,0.8181818181818182,312,48,22,18,535798
Pakistan,0.8181818181818182,312,48,22,18,535800
West Indies,0.3157894736842105,-126,-24,19,6,540171
Australia,0.6875,119,33,16,11,540172
Sri Lanka,0.39285714285714285,-175,-25,28,11,562440
Sri Lanka,0.39285714285714285,-175,-25,28,11,562442
Pakistan,0.7,62,20,20,14,562443
West Indies,0.36363636363636365,-183,-6,11,4,534210
England,0.46153846153846156,-124,-5,13,6,534215
Australia,0.5789473684210527,118,4,19,11,534216
Ireland,0.75,306,-7,4,3,555892
Australia,0.5789473684210527,118,4,19,11,534218
West Indies,0.36363636363636365,-183,-6,11,4,560924
New Zealand,0.5555555555555556,433,-5,9,5,560925
West Indies,0.36363636363636365,-183,-6,11,4,560926
West Indies,0.36363636363636365,-183,-6,11,4,560927
India,0.7,194,34,20,14,564781
India,0.7,194,34,20,14,564782
Sri Lanka,0.39285714285714285,-175,-25,28,11,564783
Sri Lanka,0.39285714285714285,-175,-25,28,11,564784
India,0.7,194,34,20,14,564785
Australia,0.5789473684210527,118,4,19,11,571947
South Africa,0.6666666666666666,338,12,9,6,534229
Pakistan,0.6086956521739131,-58,18,23,14,571145
South Africa,0.6666666666666666,338,12,9,6,534230
Australia,0.5263157894736842,247,-22,19,10,571146
South Africa,0.6666666666666666,338,12,9,6,534231
Pakistan,0.6086956521739131,-58,18,23,14,571147
England,0.6428571428571429,-56,23,14,9,534232
West Indies,0.4166666666666667,-212,-13,12,5,587471
Bangladesh,0.16666666666666666,-157,0,6,1,587472
Bangladesh,0.16666666666666666,-157,0,6,1,587473
West Indies,0.4166666666666667,-212,-13,12,5,587474
West Indies,0.4166666666666667,-212,-13,12,5,587475
India,0.6428571428571429,-157,18,14,9,589308
Pakistan,0.3333333333333333,-247,-8,15,5,589309
India,0.6428571428571429,-157,18,14,9,589310
England,0.8333333333333334,85,38,12,10,565812
Australia,0.5263157894736842,327,-29,19,10,573014
Australia,0.5263157894736842,327,-29,19,10,573015
India,0.6428571428571429,-157,18,14,9,565813
Australia,0.5263157894736842,327,-29,19,10,573016
South Africa,0.5555555555555556,80,7,9,5,567358
England,0.8333333333333334,85,38,12,10,565814
New Zealand,0.4,422,-17,10,4,567359
England,0.8333333333333334,85,38,12,10,565815
Australia,0.5263157894736842,327,-29,19,10,573018
New Zealand,0.4,422,-17,10,4,567360
India,0.6428571428571429,-157,18,14,9,565816
West Indies,0.46153846153846156,-126,-13,13,6,573022
Australia,0.5263157894736842,327,-29,19,10,573023
Australia,0.5263157894736842,327,-29,19,10,573024
West Indies,0.46153846153846156,-126,-13,13,6,573025
Australia,0.5263157894736842,327,-29,19,10,573026
England,0.8333333333333334,85,38,12,10,569240
New Zealand,0.4,422,-17,10,4,569241
New Zealand,0.4,422,-17,10,4,569242
Zimbabwe,0.0,0,0,0,0,593985
South Africa,0.5555555555555556,80,7,9,5,567368
South Africa,0.5555555555555556,80,7,9,5,567370
South Africa,0.5555555555555556,212,-3,9,5,567371
Pakistan,0.46153846153846156,-22,4,13,6,567372
Bangladesh,0.6,85,5,5,3,623573
Bangladesh,0.6,85,5,5,3,623574
Bangladesh,0.6,85,5,5,3,623575
Ireland,1.0,59,0,1,1,601613
England,0.625,-183,30,16,10,566923
New Zealand,0.4,16,-10,10,4,566924
England,0.625,-183,30,16,10,566925
India,0.6153846153846154,84,1,13,8,578614
Pakistan,0.3076923076923077,-204,1,13,4,578615
England,0.625,-183,30,16,10,578616
Sri Lanka,0.5,-60,12,12,6,578617
South Africa,0.5454545454545454,212,0,11,6,578618
West Indies,0.4117647058823529,-28,-22,17,7,578619
England,0.625,-183,30,16,10,578621
England,0.625,-183,30,16,10,578624
Sri Lanka,0.5,-60,12,12,6,578625
South Africa,0.5454545454545454,212,0,11,6,566946
Sri Lanka,0.5,-60,12,12,6,566947
India,0.6153846153846154,84,1,13,8,566948
Sri Lanka,0.5,-60,12,12,6,597923
India,0.6153846153846154,84,1,13,8,597924
Sri Lanka,0.5,-60,12,12,6,597925
Sri Lanka,0.5,-60,12,12,6,597929
Pakistan,0.3076923076923077,-204,1,13,4,645635
West Indies,0.4117647058823529,-28,-22,17,7,645637
Sri Lanka,0.5,-60,12,12,6,635653
Zimbabwe,0.4,-277,8,5,2,643665
West Indies,0.4117647058823529,-28,-22,17,7,645643
India,0.6153846153846154,84,1,13,8,643667
South Africa,0.5454545454545454,212,0,11,6,635655
Zimbabwe,0.4,-277,8,5,2,643669
South Africa,0.5454545454545454,212,0,11,6,635656
Sri Lanka,0.5,-60,12,12,6,635657
Zimbabwe,0.4,-277,8,5,2,643675
Zimbabwe,0.4,-277,8,5,2,643677
Pakistan,0.4375,34,3,16,7,659549
Canada,0.0,0,-6,1,0,660827
Pakistan,0.4375,34,3,16,7,659551
Pakistan,0.4375,34,3,16,7,659553
Ireland,0.5,88,-2,2,1,566940
Scotland,0.0,-96,0,1,0,660837
Australia,0.6363636363636364,181,2,11,7,566942
Australia,0.6363636363636364,181,2,11,7,566944
Australia,0.6363636363636364,181,2,11,7,566945
Australia,0.6363636363636364,181,2,11,7,647249
Australia,0.6363636363636364,181,2,11,7,647251
India,0.7,-29,44,20,14,647253
Australia,0.6363636363636364,181,2,11,7,647259
South Africa,0.42857142857142855,-79,-12,14,6,649091
Bangladesh,0.5,206,-8,8,4,668955
Pakistan,0.5294117647058824,232,0,17,9,649093
India,0.7,-29,44,20,14,647261
New Zealand,0.5454545454545454,69,-4,11,6,668957
South Africa,0.42857142857142855,-79,-12,14,6,649095
South Africa,0.42857142857142855,-79,-12,14,6,649097
South Africa,0.42857142857142855,-79,-12,14,6,649099
West Indies,0.42105263157894735,-128,-17,19,8,676529
India,0.7,-29,44,20,14,676531
Pakistan,0.5294117647058824,232,0,17,9,685731
Pakistan,0.5294117647058824,232,0,17,9,685733
West Indies,0.42105263157894735,-128,-17,19,8,676533
Pakistan,0.5294117647058824,232,0,17,9,685735
South Africa,0.42857142857142855,-79,-12,14,6,648651
South Africa,0.42857142857142855,-79,-12,14,6,648653
Pakistan,0.5294117647058824,232,0,17,9,657637
Pakistan,0.5294117647058824,232,0,17,9,657639
Pakistan,0.5294117647058824,232,0,17,9,657641
Sri Lanka,0.5333333333333333,294,11,15,8,657643
New Zealand,0.5454545454545454,69,-4,11,6,661685
Pakistan,0.5294117647058824,232,0,17,9,657645
New Zealand,0.42857142857142855,29,-10,14,6,661689
West Indies,0.42105263157894735,-128,-17,19,8,661693
England,0.47368421052631576,-263,9,19,9,636159
England,0.47368421052631576,-263,9,19,9,636160
New Zealand,0.42857142857142855,29,-10,14,6,667641
England,0.47368421052631576,-263,9,19,9,636161
Netherlands,0.5,-88,9,2,1,696733
Scotland,0.0,-96,-1,2,0,696731
England,0.47368421052631576,-263,9,19,9,636162
Australia,0.5555555555555556,226,-12,18,10,636163
Canada,0.0,0,-15,2,0,696747
India,0.68,-362,70,25,17,667647
Kenya,1.0,0,6,1,1,696759
New Zealand,0.42857142857142855,29,-10,14,6,667649
Sri Lanka,0.5333333333333333,294,11,15,8,690355
Sri Lanka,0.5294117647058824,322,-5,17,9,690357
Bangladesh,0.6,161,-9,5,3,690359
Ireland,0.5,88,-7,4,2,702139
Sri Lanka,0.5294117647058824,322,-5,17,9,710291
Bangladesh,0.6,161,-9,5,3,710293
India,0.68,-362,70,25,17,710297
West Indies,0.5714285714285714,-45,-5,14,8,636533
Afghanistan,0.0,0,0,0,0,710299
West Indies,0.5714285714285714,-45,-5,14,8,636534
India,0.68,-362,70,25,17,710301
Sri Lanka,0.5294117647058824,322,-5,17,9,710303
Bangladesh,0.6,161,-9,5,3,710305
