country,win_ratio,effective_win_by_runs,effective_win_by_wickets,matches_played,win_count,match_id
Pakistan,0.4,320,-6,25,10,1144512
Bangladesh,0.5555555555555556,44,-3,18,10,1144513
Australia,0.47619047619047616,-114,-15,21,10,1144514
New Zealand,0.6666666666666666,191,11,12,8,1144515
India,0.6666666666666666,153,58,24,16,1144516
Sri Lanka,0.07692307692307693,-422,-30,13,1,1144517
Afghanistan,0.5454545454545454,362,-2,11,6,1144518
Australia,0.47619047619047616,-114,-15,21,10,1144519
England,0.7692307692307693,369,16,13,10,1144520
Zimbabwe,0.08333333333333333,-724,-34,12,1,1168517
Sri Lanka,0.07692307692307693,-422,-30,13,1,1144521
India,0.6666666666666666,153,58,24,16,1144522
England,0.7692307692307693,369,16,13,10,1144523
West Indies,0.35714285714285715,-247,-25,14,5,1144524
Ireland,0.35714285714285715,-388,-12,14,5,1168518
Pakistan,0.4,320,-6,25,10,1144525
South Africa,0.7647058823529411,166,37,17,13,1144527
Sri Lanka,0.07692307692307693,-422,-30,13,1,1144526
Zimbabwe,0.08333333333333333,-724,-34,12,1,1168519
New Zealand,0.6666666666666666,191,11,12,8,1144528
Australia,0.47619047619047616,-114,-15,21,10,1144529
Sri Lanka,0.07692307692307693,-422,-30,13,1,1193504
Bangladesh,0.5555555555555556,-194,21,27,15,1193505
Sri Lanka,0.07692307692307693,-422,-30,13,1,1193506
Papua New Guinea,1.0,0,5,1,1,1196672
Scotland,0.0,0,0,0,0,1196674
Namibia,1.0,145,0,1,1,1199226
United States of America,0.0,0,-5,1,0,1199227
Papua New Guinea,1.0,0,5,1,1,1199229
Namibia,1.0,145,0,1,1,1199230
Pakistan,0.36363636363636365,-103,-16,22,8,1198487
Sri Lanka,0.3125,-125,-40,16,5,1198488
Afghanistan,0.23076923076923078,-83,-21,13,3,1193497
West Indies,0.3684210526315789,48,-24,19,7,1193498
Afghanistan,0.23076923076923078,-83,-21,13,3,1193499
United Arab Emirates,0.25,-145,-8,4,1,1206059
United States of America,0.6666666666666666,62,0,3,2,1206060
United States of America,0.6666666666666666,62,0,3,2,1206062
United States of America,0.6666666666666666,62,0,3,2,1206063
Scotland,0.75,123,-5,4,3,1206064
India,0.65,183,27,20,13,1187021
India,0.65,183,27,20,13,1187022
West Indies,0.3684210526315789,48,-24,19,7,1187023
United Arab Emirates,0.25,-145,-8,4,1,1211170
Ireland,0.46153846153846156,-354,-1,13,6,1203673
Namibia,0.75,172,-1,4,3,1211173
Ireland,0.46153846153846156,-354,-1,13,6,1203674
India,0.65,183,27,20,13,1187027
India,0.65,183,27,20,13,1187028
Australia,0.6818181818181818,460,0,22,15,1187029
England,0.7368421052631579,481,28,19,14,1185310
India,0.65,183,27,20,13,1187682
United States of America,0.6666666666666666,62,0,3,2,1215123
Nepal,0.0,0,0,0,0,1215124
New Zealand,0.75,-94,33,12,9,1187683
South Africa,0.5,-51,13,10,5,1185312
Nepal,0.0,0,0,0,0,1215125
Oman,0.6,-230,16,5,3,1215126
India,0.65,183,27,20,13,1187684
United States of America,0.5555555555555556,160,-7,9,5,1215127
West Indies,0.45454545454545453,-12,1,22,10,1213871
Sri Lanka,0.35714285714285715,-11,-38,14,5,1213872
South Africa,0.5,-51,13,10,5,1185319
Bangladesh,0.42857142857142855,-406,17,14,6,1214667
Sri Lanka,0.35714285714285715,-11,-38,14,5,1213873
Bangladesh,0.42857142857142855,-406,17,14,6,1214668
Australia,0.6818181818181818,460,0,22,15,1185320
Australia,0.6818181818181818,460,0,22,15,1185321
Australia,0.6818181818181818,460,0,22,15,1183537
Ireland,0.0,0,-6,2,0,1198247
Ireland,0.0,0,-6,2,0,1198248
England,0.5,0,-5,2,1,1198249
Australia,0.2857142857142857,-39,-9,7,2,1198238
England,0.5,0,-5,2,1,1198239
England,0.5,0,-5,2,1,1198240
Zimbabwe,0.0,-173,0,2,0,1233462
Australia,0.4,-44,-6,10,4,1223955
Australia,0.4,-44,-6,10,4,1223956
