match_id,match_date,team,opponent,location,opponent_base,opponent_trend,opponent_trend_predict,opponent_mean,location_base,location_trend,location_trend_predict,location_mean,current_base,current_trend,current_trend_predict,current_mean,is_train,target_score,win,runs_scored,noise
343761,2008-04-13,Bangladesh,Pakistan,Lahore,168.4,-3.6000000000000014,146.8,157.6,168.4,-3.6000000000000014,146.8,157.6,168.4,-3.6000000000000014,146.8,157.6,True,308,0,285,True
343762,2008-04-16,Pakistan,Bangladesh,Multan Cricket Stadium,308.0,0.0,308.0,308.0,188.00000000000003,41.99999999999998,314.0,251.0,276.0,7.2,319.2,297.6,True,210,1,212,False
343763,2008-04-19,Bangladesh,Pakistan,Karachi,210.0,0.0,210.0,210.0,99.70000000000002,19.9,219.10000000000002,159.4,99.70000000000002,19.9,219.10000000000002,159.4,True,329,0,179,True
345468,2008-06-08,Bangladesh,Pakistan,Mirpur,210.0,0.0,210.0,210.0,295.66666666666663,-53.499999999999986,81.66666666666669,188.66666666666666,99.70000000000002,19.9,219.10000000000002,159.4,True,233,0,163,False
345469,2008-06-10,Pakistan,India,Mirpur,199.6666666666667,33.499999999999986,333.66666666666663,266.6666666666667,233.0,0.0,233.0,233.0,349.1,-17.10000000000001,246.49999999999997,297.8,True,330,0,190,False
345470,2008-06-12,India,Bangladesh,Mirpur,98.00000000000003,92.99999999999999,377.0,237.5,238.00000000000003,45.999999999999986,376.0,307.0,179.89999999999998,30.1,360.5,270.2,True,222,1,223,False
345471,2008-06-14,India,Pakistan,Mirpur,306.0,4.500000000000001,324.0,315.0,238.00000000000003,45.999999999999986,376.0,307.0,179.89999999999998,30.1,360.5,270.2,True,315,0,290,False
296904,2008-06-15,New Zealand,England,Chester-le-Street,131.33333333333334,56.5,357.33333333333337,244.33333333333334,244.1,0.1000000000000003,244.7,244.4,244.1,0.1000000000000003,244.7,244.4,True,307,0,193,True
296906,2008-06-21,England,New Zealand,Bristol,221.0,3.1999999999999984,237.0,229.0,293.8,-13.400000000000004,213.39999999999998,253.6,293.8,-13.400000000000004,213.39999999999998,253.6,True,182,0,160,True
319143,2008-06-24,West Indies,Australia,St Vincent,278.8,-8.600000000000001,227.2,253.0,278.8,-8.600000000000001,227.2,253.0,278.8,-8.600000000000001,227.2,253.0,True,273,0,189,True
296907,2008-06-25,New Zealand,England,London,219.0,3.900000000000001,238.5,228.75,248.6,-6.800000000000002,207.79999999999998,228.2,248.6,-6.800000000000002,207.79999999999998,228.2,True,245,1,246,True
335348,2008-06-25,Bangladesh,Sri Lanka,Lahore,137.0,0.0,137.0,137.0,300.0,0.0,300.0,300.0,109.69999999999999,33.300000000000004,309.5,209.6,True,357,0,226,False
335351,2008-06-26,India,Pakistan,Karachi,306.0,4.500000000000001,324.0,315.0,374.0,0.0,374.0,374.0,272.79999999999995,14.200000000000006,358.0,315.4,True,299,1,301,False
296908,2008-06-28,England,New Zealand,London,217.79999999999998,4.800000000000003,246.6,232.2,242.00000000000003,9.999999999999991,282.0,262.0,267.1,-6.900000000000002,225.70000000000002,246.4,True,266,0,215,False
335352,2008-06-28,India,Bangladesh,Karachi,98.00000000000003,92.99999999999999,377.0,237.5,374.0,0.0,374.0,374.0,272.79999999999995,14.200000000000006,358.0,315.4,True,283,1,284,False
335353,2008-06-29,Pakistan,Sri Lanka,Karachi,294.3,-0.5000000000000004,291.3,292.8,362.0,-18.500000000000004,269.5,315.75,294.3,-0.5000000000000004,291.3,292.8,True,302,0,238,True
319145,2008-06-29,Australia,West Indies,Grenada,371.0,-48.99999999999999,224.00000000000003,297.5,348.0,0.0,348.0,348.0,220.59999999999997,11.000000000000004,286.6,253.6,True,223,1,227,False
335354,2008-06-30,Bangladesh,Sri Lanka,Karachi,137.0,0.0,137.0,137.0,283.0,0.0,283.0,283.0,120.6,37.0,342.6,231.6,True,332,0,174,False
335355,2008-07-02,Pakistan,India,Karachi,228.8,18.000000000000004,336.80000000000007,282.8,362.0,-18.500000000000004,269.5,315.75,294.3,-0.5000000000000004,291.3,292.8,True,308,1,309,False
335356,2008-07-03,India,Sri Lanka,Karachi,269.6,14.400000000000004,356.00000000000006,312.8,439.99999999999994,-65.99999999999997,242.00000000000003,341.0,269.6,14.400000000000004,356.00000000000006,312.8,True,308,1,310,True
335357,2008-07-04,Pakistan,Bangladesh,Karachi,365.0,-37.499999999999986,215.00000000000006,290.0,362.0,-18.500000000000004,269.5,315.75,294.3,-0.5000000000000004,291.3,292.8,True,115,1,116,False
319146,2008-07-04,West Indies,Australia,St Kitts,223.0,0.0,223.0,223.0,251.20000000000002,-3.800000000000002,228.4,239.8,251.20000000000002,-3.800000000000002,228.4,239.8,True,282,0,281,True
319147,2008-07-06,West Indies,Australia,St Kitts,223.0,0.0,223.0,223.0,251.20000000000002,-3.800000000000002,228.4,239.8,251.20000000000002,-3.800000000000002,228.4,239.8,True,341,0,172,True
335358,2008-07-06,India,Sri Lanka,Karachi,269.6,14.400000000000004,356.00000000000006,312.8,439.99999999999994,-65.99999999999997,242.00000000000003,341.0,269.6,14.400000000000004,356.00000000000006,312.8,True,273,0,173,True
343732,2008-08-18,Sri Lanka,India,Rangiri Dambulla International Stadium,218.0,10.8,282.8,250.4,269.0,0.0,269.0,269.0,309.4,-2.8000000000000003,292.59999999999997,301.0,True,146,1,147,False
343733,2008-08-20,India,Sri Lanka,Rangiri Dambulla International Stadium,146.0,0.0,146.0,146.0,146.0,0.0,146.0,146.0,357.0,-24.600000000000005,209.39999999999998,283.2,True,142,1,143,False
296914,2008-08-22,South Africa,England,Leeds,257.4,-6.6000000000000005,217.79999999999998,237.6,257.4,-6.6000000000000005,217.79999999999998,237.6,257.4,-6.6000000000000005,217.79999999999998,237.6,True,275,0,255,True
343734,2008-08-24,Sri Lanka,India,Colombo,257.4,-9.8,198.59999999999997,228.0,226.5,-5.4,199.5,213.0,385.1,-37.900000000000006,157.7,271.4,True,237,0,204,False
296915,2008-08-26,England,South Africa,Nottingham,33.00000000000003,120.99999999999999,396.0,214.5,179.09999999999997,19.700000000000006,297.3,238.2,179.09999999999997,19.700000000000006,297.3,238.2,True,83,1,85,True
366341,2008-08-27,Sri Lanka,India,Colombo,257.4,-9.8,198.59999999999997,228.0,226.5,-5.4,199.5,213.0,385.1,-37.900000000000006,157.7,271.4,True,258,0,212,False
296916,2008-08-29,South Africa,England,London,83.0,0.0,83.0,83.0,257.20000000000005,-20.600000000000005,133.60000000000002,195.4,257.20000000000005,-20.600000000000005,133.60000000000002,195.4,True,296,0,170,True
336201,2008-08-30,Bangladesh,Australia,Darwin,104.0,0.0,104.0,104.0,264.70000000000005,-12.900000000000006,187.3,226.0,264.70000000000005,-12.900000000000006,187.3,226.0,True,254,0,74,True
336202,2008-09-03,Australia,Bangladesh,Darwin,254.0,0.0,254.0,254.0,254.0,0.0,254.0,254.0,248.4,9.800000000000002,307.20000000000005,277.8,True,117,1,118,False
336204,2008-09-06,Bangladesh,Australia,Darwin,91.00000000000001,12.999999999999993,130.0,110.5,117.0,0.0,117.0,117.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,True,198,0,125,False
350348,2008-11-07,Bangladesh,South Africa,Potchefstroom,268.5,-32.900000000000006,103.99999999999997,186.25,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,True,283,0,222,True
374059,2008-11-12,Pakistan,West Indies,Abu Dhabi,294.3,-0.5000000000000004,291.3,292.8,294.3,-0.5000000000000004,291.3,292.8,294.3,-0.5000000000000004,291.3,292.8,True,294,1,295,True
361043,2008-11-14,England,India,Rajkot,267.0,13.999999999999996,323.0,295.0,160.59999999999997,30.000000000000007,340.6,250.6,160.59999999999997,30.000000000000007,340.6,250.6,True,387,0,229,True
374060,2008-11-14,West Indies,Pakistan,Abu Dhabi,188.0,52.99999999999999,347.0,267.5,294.0,0.0,294.0,294.0,178.7,20.900000000000006,304.1,241.4,True,232,0,208,False
361044,2008-11-17,England,India,Indore,267.0,13.999999999999996,323.0,295.0,160.59999999999997,30.000000000000007,340.6,250.6,160.59999999999997,30.000000000000007,340.6,250.6,True,292,0,238,True
375456,2008-11-20,Sri Lanka,Zimbabwe,Harare Sports Club,385.1,-37.900000000000006,157.7,271.4,385.1,-37.900000000000006,157.7,271.4,385.1,-37.900000000000006,157.7,271.4,True,127,1,130,True
375457,2008-11-22,Sri Lanka,Zimbabwe,Harare Sports Club,385.1,-37.900000000000006,157.7,271.4,385.1,-37.900000000000006,157.7,271.4,385.1,-37.900000000000006,157.7,271.4,True,67,1,68,True
375460,2008-11-24,Zimbabwe,Sri Lanka,Harare Sports Club,186.99999999999997,-59.99999999999998,7.000000000000028,97.0,350.50000000000006,-68.70000000000002,6.999999999999943,178.75,306.80000000000007,-40.80000000000001,62.0,184.4,True,171,0,166,False
361047,2008-11-26,India,England,Cuttack,251.09999999999997,10.100000000000003,311.7,281.4,131.39999999999998,44.2,396.6,264.0,131.39999999999998,44.2,396.6,264.0,True,270,1,273,True
375462,2008-11-30,Zimbabwe,Sri Lanka,Harare Sports Club,186.99999999999997,-59.99999999999998,7.000000000000028,97.0,350.50000000000006,-68.70000000000002,6.999999999999943,178.75,306.80000000000007,-40.80000000000001,62.0,184.4,True,152,0,133,False
366711,2009-01-07,New Zealand,West Indies,Wellington,243.6,-2.0000000000000004,231.6,237.6,243.6,-2.0000000000000004,231.6,237.6,243.6,-2.0000000000000004,231.6,237.6,True,128,1,129,True
378753,2009-01-10,Bangladesh,Zimbabwe,Mirpur,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,True,205,0,167,True
378755,2009-01-14,Bangladesh,Sri Lanka,Mirpur,137.0,0.0,137.0,137.0,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,True,147,1,151,False
351684,2009-01-16,South Africa,Australia,Melbourne Cricket Ground,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,True,271,1,272,True
351685,2009-01-18,South Africa,Australia,Hobart,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,True,249,0,244,True
385749,2009-01-20,Pakistan,Sri Lanka,Karachi,278.79999999999995,-1.8,267.99999999999994,273.4,362.0,-18.500000000000004,269.5,315.75,278.79999999999995,-1.8,267.99999999999994,273.4,True,219,1,220,True
385750,2009-01-21,Pakistan,Sri Lanka,Karachi,278.79999999999995,-1.8,267.99999999999994,273.4,362.0,-18.500000000000004,269.5,315.75,278.79999999999995,-1.8,267.99999999999994,273.4,True,290,0,161,True
378759,2009-01-23,Bangladesh,Zimbabwe,Mirpur,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,225.5,-11.4,168.5,197.0,325.90000000000003,-39.50000000000001,88.89999999999998,207.4,True,119,1,121,True
351686,2009-01-23,South Africa,Australia,Sydney Cricket Ground,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,True,269,1,270,True
385751,2009-01-24,Pakistan,Sri Lanka,Lahore,278.79999999999995,-1.8,267.99999999999994,273.4,222.00000000000003,42.999999999999986,351.0,286.5,278.79999999999995,-1.8,267.99999999999994,273.4,True,309,0,75,True
351687,2009-01-26,South Africa,Australia,Adelaide Oval,149.0,0.0,149.0,149.0,164.49999999999994,22.90000000000001,301.9,233.2,164.49999999999994,22.90000000000001,301.9,233.2,True,222,1,223,True
386530,2009-01-28,India,Sri Lanka,Rangiri Dambulla International Stadium,101.66666666666671,55.99999999999997,325.66666666666663,213.66666666666666,146.0,0.0,146.0,146.0,131.39999999999998,44.2,396.6,264.0,True,246,1,247,False
351688,2009-01-30,Australia,South Africa,Perth,371.20000000000005,-31.200000000000006,184.0,277.6,449.9999999999999,-106.99999999999994,129.00000000000006,289.5,228.0,4.600000000000003,255.60000000000002,241.8,True,288,0,249,False
386531,2009-01-31,Sri Lanka,India,Colombo,239.2,-3.200000000000002,219.99999999999997,229.6,226.5,-5.4,199.5,213.0,155.79999999999998,28.8,328.6,242.2,True,256,0,241,False
385025,2009-01-31,Zimbabwe,Kenya,Nairobi,251.20000000000005,-29.000000000000014,77.19999999999996,164.2,303.0,0.0,303.0,303.0,251.20000000000005,-29.000000000000014,77.19999999999996,164.2,True,234,1,236,True
351689,2009-02-01,New Zealand,Australia,Perth,218.00000000000003,17.99999999999999,290.0,254.0,318.0,0.0,318.0,318.0,243.6,-2.0000000000000004,231.6,237.6,True,181,1,182,False
386532,2009-02-03,Sri Lanka,India,Colombo,239.2,-3.200000000000002,219.99999999999997,229.6,226.5,-5.4,199.5,213.0,155.79999999999998,28.8,328.6,242.2,True,363,0,216,False
386533,2009-02-05,Sri Lanka,India,Colombo,239.2,-3.200000000000002,219.99999999999997,229.6,226.5,-5.4,199.5,213.0,155.79999999999998,28.8,328.6,242.2,True,332,0,265,False
351690,2009-02-06,New Zealand,Australia,Melbourne Cricket Ground,218.00000000000003,17.99999999999999,290.0,254.0,290.0,0.0,290.0,290.0,243.6,-2.0000000000000004,231.6,237.6,True,225,1,226,False
351691,2009-02-08,New Zealand,Australia,Sydney Cricket Ground,218.00000000000003,17.99999999999999,290.0,254.0,218.0,0.0,218.0,218.0,243.6,-2.0000000000000004,231.6,237.6,True,301,0,269,False
386534,2009-02-08,India,Sri Lanka,Colombo,200.7,29.5,377.7,289.2,200.7,29.5,377.7,289.2,337.7,-3.8999999999999995,314.3,326.0,True,320,0,252,False
351692,2009-02-10,Australia,New Zealand,Adelaide Oval,312.7,-15.100000000000003,222.09999999999997,267.4,184.0,18.999999999999993,240.99999999999997,212.5,219.5,6.700000000000002,259.7,239.6,True,244,1,247,False
366627,2009-03-08,New Zealand,India,Christchurch,229.60000000000002,2.400000000000001,244.00000000000003,236.8,229.60000000000002,2.400000000000001,244.00000000000003,236.8,229.60000000000002,2.400000000000001,244.00000000000003,236.8,True,392,0,334,True
366625,2009-03-14,New Zealand,India,Auckland,229.60000000000002,2.400000000000001,244.00000000000003,236.8,229.60000000000002,2.400000000000001,244.00000000000003,236.8,229.60000000000002,2.400000000000001,244.00000000000003,236.8,True,149,1,151,True
352666,2009-03-22,England,West Indies,Guyana,225.0,0.0,225.0,225.0,266.0,0.0,266.0,266.0,285.5,-2.3000000000000003,271.7,278.6,True,264,0,243,False
390204,2009-04-01,Ireland,Scotland,Benoni,151.0,-7.000000000000007,122.99999999999997,137.0,151.0,-7.000000000000007,122.99999999999997,137.0,151.0,-7.000000000000007,122.99999999999997,137.0,True,232,1,233,True
352669,2009-04-03,West Indies,England,St Lucia,307.0,-9.700000000000001,258.5,282.75,262.3,-9.300000000000002,206.5,234.4,262.3,-9.300000000000002,206.5,234.4,True,172,0,146,True
350477,2009-04-03,South Africa,Australia,Durban,10.000000000000085,138.99999999999994,426.9999999999999,218.5,169.2,26.60000000000001,328.80000000000007,249.0,169.2,26.60000000000001,328.80000000000007,249.0,True,286,0,145,True
350478,2009-04-05,South Africa,Australia,Centurion,10.000000000000085,138.99999999999994,426.9999999999999,218.5,392.0,0.0,392.0,392.0,169.2,26.60000000000001,328.80000000000007,249.0,True,131,1,132,False
350479,2009-04-09,Australia,South Africa,Cape Town,297.1,-21.900000000000006,165.7,231.4,236.50000000000003,-3.900000000000003,213.10000000000002,224.8,236.50000000000003,-3.900000000000003,213.10000000000002,224.8,True,289,0,264,True
350480,2009-04-13,Australia,South Africa,Port Elizabeth,297.1,-21.900000000000006,165.7,231.4,236.50000000000003,-3.900000000000003,213.10000000000002,224.8,236.50000000000003,-3.900000000000003,213.10000000000002,224.8,True,317,0,256,True
350481,2009-04-17,South Africa,Australia,Johannesburg,134.5,50.50000000000001,387.0,260.75,312.20000000000005,-3.2,293.00000000000006,302.6,312.20000000000005,-3.2,293.00000000000006,302.6,True,303,0,256,True
392616,2009-04-22,Pakistan,Australia,Dubai Sports City Cricket Stadium,278.79999999999995,-1.8,267.99999999999994,273.4,278.79999999999995,-1.8,267.99999999999994,273.4,278.79999999999995,-1.8,267.99999999999994,273.4,True,168,1,171,True
392617,2009-04-24,Australia,Pakistan,Dubai Sports City Cricket Stadium,168.0,0.0,168.0,168.0,168.0,0.0,168.0,168.0,312.5,-24.900000000000002,163.1,237.8,True,207,1,208,False
392618,2009-04-27,Pakistan,Australia,Abu Dhabi,207.0,0.0,207.0,207.0,232.0,0.0,232.0,232.0,349.8,-27.200000000000003,186.6,268.2,True,198,0,171,False
392619,2009-05-01,Australia,Pakistan,Abu Dhabi,138.0,29.99999999999999,227.99999999999997,183.0,198.0,0.0,198.0,198.0,258.9,-13.9,175.49999999999997,217.2,True,197,1,200,False
392620,2009-05-03,Pakistan,Australia,Abu Dhabi,217.0,-9.999999999999996,187.0,202.0,267.0,-34.999999999999986,162.00000000000006,214.5,326.8,-27.400000000000002,162.4,244.6,True,250,1,254,False
380715,2009-05-24,England,West Indies,Bristol,278.0,-52.99999999999999,119.00000000000003,198.5,296.9,-15.100000000000003,206.29999999999995,251.6,296.9,-15.100000000000003,206.29999999999995,251.6,True,160,1,161,True
380716,2009-05-26,West Indies,England,Birmingham,346.4,-29.400000000000006,169.99999999999994,258.2,278.0,0.0,278.0,278.0,260.6,-15.600000000000005,167.0,213.8,True,328,0,270,False
377313,2009-06-26,West Indies,India,Jamaica,260.6,-15.600000000000005,167.0,213.8,241.0,0.0,241.0,241.0,260.6,-15.600000000000005,167.0,213.8,True,339,0,319,True
377314,2009-06-28,West Indies,India,Jamaica,260.6,-15.600000000000005,167.0,213.8,241.0,0.0,241.0,241.0,260.6,-15.600000000000005,167.0,213.8,True,188,1,192,True
401073,2009-07-26,West Indies,Bangladesh,Dominica,230.0,0.0,230.0,230.0,260.6,-15.600000000000005,167.0,213.8,260.6,-15.600000000000005,167.0,213.8,True,246,0,194,True
401074,2009-07-28,Bangladesh,West Indies,Dominica,246.0,0.0,246.0,246.0,246.0,0.0,246.0,246.0,294.4,-27.400000000000006,129.99999999999994,212.2,True,274,1,276,False
403370,2009-07-30,Pakistan,Sri Lanka,Rangiri Dambulla International Stadium,326.8,-27.400000000000002,162.4,244.6,326.8,-27.400000000000002,162.4,244.6,326.8,-27.400000000000002,162.4,244.6,True,232,0,196,True
401075,2009-07-31,Bangladesh,West Indies,St Kitts,246.0,0.0,246.0,246.0,294.4,-27.400000000000006,129.99999999999994,212.2,294.4,-27.400000000000006,129.99999999999994,212.2,True,248,1,249,True
403371,2009-08-01,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,285.4,-5.0,255.39999999999998,270.4,224.0,-0.7000000000000013,220.5,222.25,310.9,-10.500000000000002,247.89999999999998,279.4,True,168,1,169,False
403372,2009-08-03,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,285.4,-5.0,255.39999999999998,270.4,224.0,-0.7000000000000013,220.5,222.25,310.9,-10.500000000000002,247.89999999999998,279.4,True,288,1,289,False
403373,2009-08-07,Sri Lanka,Pakistan,Colombo,285.4,-5.0,255.39999999999998,270.4,178.3,18.700000000000003,290.5,234.4,310.9,-10.500000000000002,247.89999999999998,279.4,True,321,0,175,False
410337,2009-08-09,Bangladesh,Zimbabwe,Bulawayo,294.4,-27.400000000000006,129.99999999999994,212.2,294.4,-27.400000000000006,129.99999999999994,212.2,294.4,-27.400000000000006,129.99999999999994,212.2,True,207,1,211,True
403374,2009-08-09,Sri Lanka,Pakistan,Colombo,285.4,-5.0,255.39999999999998,270.4,178.3,18.700000000000003,290.5,234.4,310.9,-10.500000000000002,247.89999999999998,279.4,True,279,0,147,False
410338,2009-08-11,Zimbabwe,Bangladesh,Bulawayo,175.0,1.000000000000005,179.00000000000003,177.0,214.0,0.4999999999999979,216.0,215.0,81.39999999999999,21.200000000000003,208.60000000000002,145.0,True,320,0,271,False
410339,2009-08-14,Bangladesh,Zimbabwe,Bulawayo,320.0,0.0,320.0,320.0,320.0,0.0,320.0,320.0,154.7,20.5,277.7,216.2,True,323,0,254,False
410340,2009-08-16,Bangladesh,Zimbabwe,Bulawayo,320.0,0.0,320.0,320.0,320.0,0.0,320.0,320.0,154.7,20.5,277.7,216.2,True,312,1,313,False
410341,2009-08-18,Bangladesh,Zimbabwe,Bulawayo,320.0,0.0,320.0,320.0,320.0,0.0,320.0,320.0,154.7,20.5,277.7,216.2,True,209,1,212,False
415162,2009-08-19,Canada,Kenya,Toronto,271.0,-40.999999999999986,148.00000000000006,209.5,150.99999999999997,22.90000000000001,265.5,208.25,150.99999999999997,22.90000000000001,265.5,208.25,True,113,1,117,True
350043,2009-09-04,England,Australia,London,165.09999999999997,14.700000000000003,253.29999999999998,209.2,235.0,14.200000000000001,306.0,270.5,273.59999999999997,-1.7999999999999987,262.79999999999995,268.2,True,260,0,256,False
350044,2009-09-06,England,Australia,London,165.09999999999997,14.700000000000003,253.29999999999998,209.2,235.0,14.200000000000001,306.0,270.5,273.59999999999997,-1.7999999999999987,262.79999999999995,268.2,True,249,0,210,False
403380,2009-09-08,New Zealand,Sri Lanka,Colombo,219.0,0.0,219.0,219.0,229.60000000000002,2.400000000000001,244.00000000000003,236.8,229.60000000000002,2.400000000000001,244.00000000000003,236.8,True,216,0,119,True
350045,2009-09-09,Australia,England,Southampton,256.66666666666663,-1.5,250.66666666666663,253.66666666666666,157.79999999999995,22.40000000000001,292.20000000000005,225.0,157.79999999999995,22.40000000000001,292.20000000000005,225.0,True,228,1,230,True
403382,2009-09-11,India,New Zealand,Colombo,634.9999999999998,-242.9999999999999,-93.99999999999989,270.5,200.7,29.5,377.7,289.2,382.3,-34.10000000000001,177.69999999999996,280.0,True,155,1,156,False
350046,2009-09-12,Australia,England,London,256.66666666666663,-1.5,250.66666666666663,253.66666666666666,271.0,-10.999999999999998,238.0,254.5,157.79999999999995,22.40000000000001,292.20000000000005,225.0,True,220,1,221,False
403381,2009-09-12,India,Sri Lanka,Colombo,200.7,29.5,377.7,289.2,200.7,29.5,377.7,289.2,382.3,-34.10000000000001,177.69999999999996,280.0,True,307,0,168,False
403383,2009-09-14,Sri Lanka,India,Colombo,183.8,24.60000000000001,331.4000000000001,257.6,193.89999999999998,19.700000000000003,312.1,253.0,258.8,1.8000000000000005,269.6,264.2,True,319,0,273,False
